region,variant,freq,year,netreporductionrate
922,estimates,5yearly,1950,2.03105308828684
922,estimates,5yearly,1955,2.08576356045723
922,estimates,5yearly,1960,2.185343850954
922,estimates,5yearly,1965,2.24868839263916
922,estimates,5yearly,1970,2.24901174489365
922,estimates,5yearly,1975,2.19236507293882
922,estimates,5yearly,1980,2.13810924515011
922,estimates,5yearly,1985,1.99942467757658
922,estimates,5yearly,1990,1.82881279136616
922,estimates,5yearly,1995,1.65298199374523
922,estimates,5yearly,2000,1.49091772799387
922,estimates,5yearly,2005,1.40212772547342
922,estimates,5yearly,2010,1.35073867083179
922,constant_fertility,5yearly,2015,1.37576836282714
922,constant_mortality,5yearly,2015,1.26869900232328
922,high_variant,5yearly,2015,1.39407922347095
922,instant_replacement,5yearly,2015,1
922,low_variant,5yearly,2015,1.15920692693297
922,medium_variant,5yearly,2015,1.27688459242928
922,momentum,5yearly,2015,1
922,no_change,5yearly,2015,1.36647671020037
922,zero_migration,5yearly,2015,1.27878690518487
922,constant_fertility,5yearly,2020,1.40480167146975
922,constant_mortality,5yearly,2020,1.20439509012065
922,high_variant,5yearly,2020,1.40751046438639
922,instant_replacement,5yearly,2020,1
922,low_variant,5yearly,2020,1.02992087653677
922,medium_variant,5yearly,2020,1.21888982255361
922,momentum,5yearly,2020,1
922,no_change,5yearly,2020,1.38739853423054
922,zero_migration,5yearly,2020,1.22163211811308
922,constant_fertility,5yearly,2025,1.43620408755559
922,constant_mortality,5yearly,2025,1.15260706995738
922,high_variant,5yearly,2025,1.40840438956554
922,instant_replacement,5yearly,2025,1
922,low_variant,5yearly,2025,0.934937473143434
922,medium_variant,5yearly,2025,1.17161303390081
922,momentum,5yearly,2025,1
922,no_change,5yearly,2025,1.41128090488591
922,zero_migration,5yearly,2025,1.17389694945667
922,constant_fertility,5yearly,2030,1.46699662646001
922,constant_mortality,5yearly,2030,1.10876455912419
922,high_variant,5yearly,2030,1.36862100688932
922,instant_replacement,5yearly,2030,1
922,low_variant,5yearly,2030,0.8941325707117
922,medium_variant,5yearly,2030,1.13159079802857
922,momentum,5yearly,2030,1
922,no_change,5yearly,2030,1.43541520649452
922,zero_migration,5yearly,2030,1.13459203479452
922,constant_fertility,5yearly,2035,1.49824593261955
922,constant_mortality,5yearly,2035,1.07172940935629
922,high_variant,5yearly,2035,1.33389161411418
922,instant_replacement,5yearly,2035,1
922,low_variant,5yearly,2035,0.85996058279923
922,medium_variant,5yearly,2035,1.09699664814301
922,momentum,5yearly,2035,1
922,no_change,5yearly,2035,1.46038933649178
922,zero_migration,5yearly,2035,1.10093542452652
922,constant_fertility,5yearly,2040,1.52895191529965
922,constant_mortality,5yearly,2040,1.04046197623271
922,high_variant,5yearly,2040,1.30418665953107
922,instant_replacement,5yearly,2040,1
922,low_variant,5yearly,2040,0.83147100514925
922,medium_variant,5yearly,2040,1.06799250953026
922,momentum,5yearly,2040,1
922,no_change,5yearly,2040,1.48499120316425
