region,variant,freq,year,netreporductionrate
920,estimates,5yearly,1950,2.00969123961569
920,estimates,5yearly,1955,2.19601310587254
920,estimates,5yearly,1960,2.29219544564651
920,estimates,5yearly,1965,2.33263746366802
920,estimates,5yearly,1970,2.23011716007075
920,estimates,5yearly,1975,1.99690631634019
920,estimates,5yearly,1980,1.7963341844384
920,estimates,5yearly,1985,1.56063633156786
920,estimates,5yearly,1990,1.3799494041093
920,estimates,5yearly,1995,1.21479369569955
920,estimates,5yearly,2000,1.15526268959062
920,estimates,5yearly,2005,1.11357566884354
920,estimates,5yearly,2010,1.08481538150333
920,constant_fertility,5yearly,2015,1.09760787380474
920,constant_mortality,5yearly,2015,1.04002249436905
920,high_variant,5yearly,2015,1.16287010077006
920,instant_replacement,5yearly,2015,1
920,low_variant,5yearly,2015,0.929229072844743
920,medium_variant,5yearly,2015,1.04605064709596
920,momentum,5yearly,2015,1
920,no_change,5yearly,2015,1.09127098020381
920,zero_migration,5yearly,2015,1.04655803861446
920,constant_fertility,5yearly,2020,1.10978791077051
920,constant_mortality,5yearly,2020,1.0028282087161
920,high_variant,5yearly,2020,1.20169126533845
920,instant_replacement,5yearly,2020,1
920,low_variant,5yearly,2020,0.825584858896739
920,medium_variant,5yearly,2020,1.01366976326905
920,momentum,5yearly,2020,1
920,no_change,5yearly,2020,1.09779864896316
920,zero_migration,5yearly,2020,1.01486800863779
920,constant_fertility,5yearly,2025,1.12107042133615
920,constant_mortality,5yearly,2025,0.973602697820037
920,high_variant,5yearly,2025,1.22467531598268
920,instant_replacement,5yearly,2025,1
920,low_variant,5yearly,2025,0.752347546158562
920,medium_variant,5yearly,2025,0.988572789944937
920,momentum,5yearly,2025,1
920,no_change,5yearly,2025,1.10437536730163
920,zero_migration,5yearly,2025,0.990109116962462
920,constant_fertility,5yearly,2030,1.1315058942839
920,constant_mortality,5yearly,2030,0.949069740144238
920,high_variant,5yearly,2030,1.20322397751129
920,instant_replacement,5yearly,2030,1
920,low_variant,5yearly,2030,0.729752073813004
920,medium_variant,5yearly,2030,0.966803780221224
920,momentum,5yearly,2030,1
920,no_change,5yearly,2030,1.11072779988628
920,zero_migration,5yearly,2030,0.968537437862937
920,constant_fertility,5yearly,2035,1.14164708339899
920,constant_mortality,5yearly,2035,0.928055395697053
920,high_variant,5yearly,2035,1.18507183810546
920,instant_replacement,5yearly,2035,1
920,low_variant,5yearly,2035,0.710572982109553
920,medium_variant,5yearly,2035,0.947846668849103
920,momentum,5yearly,2035,1
920,no_change,5yearly,2035,1.11727967759059
920,zero_migration,5yearly,2035,0.949698880535385
920,constant_fertility,5yearly,2040,1.15138295864261
920,constant_mortality,5yearly,2040,0.909680780225793
920,high_variant,5yearly,2040,1.16869638417448
920,instant_replacement,5yearly,2040,1
920,low_variant,5yearly,2040,0.693668974168057
920,medium_variant,5yearly,2040,0.931057763298449
920,momentum,5yearly,2040,1
920,no_change,5yearly,2040,1.12428681363415
920,zero_migration,5yearly,2040,0.932944585423943
920,constant_fertility,5yearly,2045,1.16094916412578
920,constant_mortality,5yearly,2045,0.894988268198621
920,high_variant,5yearly,2045,1.15535297399141
920,instant_replacement,5yearly,2045,1
920,low_variant,5yearly,2045,0.679919090731822
920,medium_variant,5yearly,2045,0.917745937334813
920,momentum,5yearly,2045,1
920,no_change,5yearly,2045,1.13111924039492
920,zero_migration,5yearly,2045,0.91958897459564
920,constant_fertility,5yearly,2050,1.16966489972142
920,constant_mortality,5yearly,2050,0.882700357700435
920,high_variant,5yearly,2050,1.1447400110972
920,instant_replacement,5yearly,2050,1
920,low_variant,5yearly,2050,0.668796394882607
920,medium_variant,5yearly,2050,0.906575457310502
920,momentum,5yearly,2050,1
920,no_change,5yearly,2050,1.13756401569612
920,zero_migration,5yearly,2050,0.908322529389964
920,constant_fertility,5yearly,2055,1.17847138151589
920,constant_mortality,5yearly,2055,0.872507621147823
920,high_variant,5yearly,2055,1.13564182417471
920,instant_replacement,5yearly,2055,1
920,low_variant,5yearly,2055,0.659367762734443
920,medium_variant,5yearly,2055,0.897435947029809
920,momentum,5yearly,2055,1
920,no_change,5yearly,2055,1.14410674710619
920,zero_migration,5yearly,2055,0.899062713983685
920,constant_fertility,5yearly,2060,1.18701565200067
920,constant_mortality,5yearly,2060,0.864392490141038
920,high_variant,5yearly,2060,1.12890252926608
920,instant_replacement,5yearly,2060,1
920,low_variant,5yearly,2060,0.651985672329138
920,medium_variant,5yearly,2060,0.890128439184051
920,momentum,5yearly,2060,1
920,no_change,5yearly,2060,1.15099620333711
