continent,variant,freq,year,under5mortalityper1000livebirth
904,estimates,5yearly,1950,188.78600331484
904,estimates,5yearly,1955,166.789005880072
904,estimates,5yearly,1960,146.910766374508
904,estimates,5yearly,1965,130.253462548053
904,estimates,5yearly,1970,111.871256792344
904,estimates,5yearly,1975,93.3016744821108
904,estimates,5yearly,1980,76.2275119372558
904,estimates,5yearly,1985,60.9734109481804
904,estimates,5yearly,1990,48.8213860674082
904,estimates,5yearly,1995,40.3415618128421
904,estimates,5yearly,2000,32.715019532779
904,estimates,5yearly,2005,27.8173432698001
904,estimates,5yearly,2010,24.0823741733169
904,medium_variant,5yearly,2015,20.8136023869955
904,medium_variant,5yearly,2020,18.0904710932355
904,medium_variant,5yearly,2025,15.7975859374027
904,medium_variant,5yearly,2030,13.9023206939385
904,medium_variant,5yearly,2035,12.2814931567745
904,medium_variant,5yearly,2040,10.9223569967093
904,medium_variant,5yearly,2045,9.766285494031
904,medium_variant,5yearly,2050,8.78671430528346
904,medium_variant,5yearly,2055,7.95924150486896
904,medium_variant,5yearly,2060,7.22037713494813
904,medium_variant,5yearly,2065,6.56817173711659
904,medium_variant,5yearly,2070,5.99015754292849
904,medium_variant,5yearly,2075,5.47687732769773
904,medium_variant,5yearly,2080,5.02871661396291
904,medium_variant,5yearly,2085,4.62207434662183
904,medium_variant,5yearly,2090,4.24915334388677
904,medium_variant,5yearly,2095,3.90385339894944
