continent,variant,freq,year,under5mortalityper1000livebirth
935,estimates,5yearly,1950,237.322202127223
935,estimates,5yearly,1955,220.304671986811
935,estimates,5yearly,1960,207.203542919013
935,estimates,5yearly,1965,168.345132499016
935,estimates,5yearly,1970,144.18250638263
935,estimates,5yearly,1975,127.410622661416
935,estimates,5yearly,1980,108.64812898126
935,estimates,5yearly,1985,92.6299535502122
935,estimates,5yearly,1990,83.65804287556
935,estimates,5yearly,1995,73.2966058358926
935,estimates,5yearly,2000,59.6730302558921
935,estimates,5yearly,2005,47.356687811632
935,estimates,5yearly,2010,38.0227360845352
935,medium_variant,5yearly,2015,33.1367543875519
935,medium_variant,5yearly,2020,29.0526152070046
935,medium_variant,5yearly,2025,25.5146642909093
935,medium_variant,5yearly,2030,22.4440117687655
935,medium_variant,5yearly,2035,19.8316016840345
935,medium_variant,5yearly,2040,17.656496550964
935,medium_variant,5yearly,2045,15.785122953263
935,medium_variant,5yearly,2050,14.1807824115956
935,medium_variant,5yearly,2055,12.8100478350246
935,medium_variant,5yearly,2060,11.5547191334123
935,medium_variant,5yearly,2065,10.4238854833124
935,medium_variant,5yearly,2070,9.49004221615772
935,medium_variant,5yearly,2075,8.64336364636053
935,medium_variant,5yearly,2080,7.90301163202115
935,medium_variant,5yearly,2085,7.26662531871706
935,medium_variant,5yearly,2090,6.70326433611475
935,medium_variant,5yearly,2095,6.18997161174028
