continent,variant,freq,year,under5mortalityper1000livebirth
903,estimates,5yearly,1950,311.513147548393
903,estimates,5yearly,1955,283.937904733474
903,estimates,5yearly,1960,259.603867687677
903,estimates,5yearly,1965,239.462043939477
903,estimates,5yearly,1970,220.380666249307
903,estimates,5yearly,1975,199.596820630903
903,estimates,5yearly,1980,182.861348049285
903,estimates,5yearly,1985,170.977283477133
903,estimates,5yearly,1990,167.181478942794
903,estimates,5yearly,1995,150.984567913802
903,estimates,5yearly,2000,129.146183124862
903,estimates,5yearly,2005,105.60533817505
903,estimates,5yearly,2010,86.9206505519788
903,medium_variant,5yearly,2015,75.2784681398033
903,medium_variant,5yearly,2020,65.9952197765843
903,medium_variant,5yearly,2025,57.7705901594048
903,medium_variant,5yearly,2030,50.5388496866899
903,medium_variant,5yearly,2035,44.2448854220503
903,medium_variant,5yearly,2040,39.0147351703474
903,medium_variant,5yearly,2045,34.6344000834006
903,medium_variant,5yearly,2050,30.6706613349228
903,medium_variant,5yearly,2055,27.440436582856
903,medium_variant,5yearly,2060,24.8060512790858
903,medium_variant,5yearly,2065,22.5304178564717
903,medium_variant,5yearly,2070,20.6459559426895
903,medium_variant,5yearly,2075,19.0219962100409
903,medium_variant,5yearly,2080,17.6713030432651
903,medium_variant,5yearly,2085,16.4850965835104
903,medium_variant,5yearly,2090,15.409579000408
903,medium_variant,5yearly,2095,14.4477528546313
