continent,variant,freq,year,under5mortalityper1000livebirth
908,estimates,5yearly,1950,93.4972733861664
908,estimates,5yearly,1955,62.1398998333574
908,estimates,5yearly,1960,43.6945839426092
908,estimates,5yearly,1965,34.6790732984504
908,estimates,5yearly,1970,29.0482898537682
908,estimates,5yearly,1975,25.6710739052339
908,estimates,5yearly,1980,21.8258765552864
908,estimates,5yearly,1985,18.7126839286617
908,estimates,5yearly,1990,15.1967123895178
908,estimates,5yearly,1995,12.42294741336
908,estimates,5yearly,2000,10.112315713642
908,estimates,5yearly,2005,7.84777356165887
908,estimates,5yearly,2010,6.42782556962956
908,medium_variant,5yearly,2015,5.31038412640224
908,medium_variant,5yearly,2020,4.57356575759113
908,medium_variant,5yearly,2025,3.96505502214609
908,medium_variant,5yearly,2030,3.5110273380674
908,medium_variant,5yearly,2035,3.19175572935183
908,medium_variant,5yearly,2040,2.97389779119045
908,medium_variant,5yearly,2045,2.76831012208818
908,medium_variant,5yearly,2050,2.55840558318193
908,medium_variant,5yearly,2055,2.36370076734443
908,medium_variant,5yearly,2060,2.19869126263076
908,medium_variant,5yearly,2065,2.06711301535839
908,medium_variant,5yearly,2070,1.95993778794236
908,medium_variant,5yearly,2075,1.85642750943432
908,medium_variant,5yearly,2080,1.75207832745796
908,medium_variant,5yearly,2085,1.64987398114694
908,medium_variant,5yearly,2090,1.55794737280044
908,medium_variant,5yearly,2095,1.49221665482974
908,estimates,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
