variant,continent,year,potentialsupport2569_70
estimates,935,1950,18.365
estimates,935,1951,18.115
estimates,935,1952,18.051
estimates,935,1953,18.174
estimates,935,1954,18.478
estimates,935,1955,18.973
estimates,935,1956,18.741
estimates,935,1957,18.694
estimates,935,1958,18.836
estimates,935,1959,19.186
estimates,935,1960,19.765
estimates,935,1961,19.448
estimates,935,1962,19.331
estimates,935,1963,19.39
estimates,935,1964,19.598
estimates,935,1965,19.945
estimates,935,1966,19.392
estimates,935,1967,18.948
estimates,935,1968,18.601
estimates,935,1969,18.342
estimates,935,1970,18.165
estimates,935,1971,17.654
estimates,935,1972,17.257
estimates,935,1973,16.965
estimates,935,1974,16.772
estimates,935,1975,16.671
estimates,935,1976,16.317
estimates,935,1977,16.078
estimates,935,1978,15.924
estimates,935,1979,15.823
estimates,935,1980,15.753
estimates,935,1981,15.461
estimates,935,1982,15.231
estimates,935,1983,15.061
estimates,935,1984,14.952
estimates,935,1985,14.901
estimates,935,1986,14.692
estimates,935,1987,14.554
estimates,935,1988,14.475
estimates,935,1989,14.448
estimates,935,1990,14.465
estimates,935,1991,14.319
estimates,935,1992,14.233
estimates,935,1993,14.184
estimates,935,1994,14.148
estimates,935,1995,14.109
estimates,935,1996,13.9
estimates,935,1997,13.721
estimates,935,1998,13.561
estimates,935,1999,13.41
estimates,935,2000,13.26
estimates,935,2001,12.97
estimates,935,2002,12.708
estimates,935,2003,12.475
estimates,935,2004,12.277
estimates,935,2005,12.115
estimates,935,2006,11.886
estimates,935,2007,11.695
estimates,935,2008,11.544
estimates,935,2009,11.435
estimates,935,2010,11.367
estimates,935,2011,11.253
estimates,935,2012,11.177
estimates,935,2013,11.119
estimates,935,2014,11.052
estimates,935,2015,10.96
medium_variant,935,2015,10.96
medium_variant,935,2016,10.769
medium_variant,935,2017,10.576
medium_variant,935,2018,10.367
medium_variant,935,2019,10.125
medium_variant,935,2020,9.848
medium_variant,935,2021,9.491
medium_variant,935,2022,9.128
medium_variant,935,2023,8.781
medium_variant,935,2024,8.468
medium_variant,935,2025,8.193
medium_variant,935,2026,7.917
medium_variant,935,2027,7.674
medium_variant,935,2028,7.45
medium_variant,935,2029,7.23
medium_variant,935,2030,7.008
medium_variant,935,2031,6.77
medium_variant,935,2032,6.542
medium_variant,935,2033,6.321
medium_variant,935,2034,6.107
medium_variant,935,2035,5.897
medium_variant,935,2036,5.684
medium_variant,935,2037,5.482
medium_variant,935,2038,5.294
medium_variant,935,2039,5.122
medium_variant,935,2040,4.967
medium_variant,935,2041,4.82
medium_variant,935,2042,4.688
medium_variant,935,2043,4.57
medium_variant,935,2044,4.465
medium_variant,935,2045,4.372
medium_variant,935,2046,4.287
medium_variant,935,2047,4.211
medium_variant,935,2048,4.142
medium_variant,935,2049,4.073
medium_variant,935,2050,3.999
medium_variant,935,2051,3.919
medium_variant,935,2052,3.838
medium_variant,935,2053,3.756
medium_variant,935,2054,3.671
medium_variant,935,2055,3.583
medium_variant,935,2056,3.492
medium_variant,935,2057,3.401
medium_variant,935,2058,3.313
medium_variant,935,2059,3.233
medium_variant,935,2060,3.164
medium_variant,935,2061,3.103
medium_variant,935,2062,3.05
medium_variant,935,2063,3.004
medium_variant,935,2064,2.964
medium_variant,935,2065,2.929
medium_variant,935,2066,2.899
medium_variant,935,2067,2.873
medium_variant,935,2068,2.851
medium_variant,935,2069,2.83
