variant,continent,year,potentialsupport2569_70
estimates,908,1950,9.985
estimates,908,1951,9.824
estimates,908,1952,9.719
estimates,908,1953,9.65
estimates,908,1954,9.601
estimates,908,1955,9.562
estimates,908,1956,9.396
estimates,908,1957,9.251
estimates,908,1958,9.13
estimates,908,1959,9.043
estimates,908,1960,8.991
estimates,908,1961,8.844
estimates,908,1962,8.745
estimates,908,1963,8.669
estimates,908,1964,8.59
estimates,908,1965,8.491
estimates,908,1966,8.292
estimates,908,1967,8.096
estimates,908,1968,7.907
estimates,908,1969,7.733
estimates,908,1970,7.577
estimates,908,1971,7.357
estimates,908,1972,7.173
estimates,908,1973,7.019
estimates,908,1974,6.885
estimates,908,1975,6.764
estimates,908,1976,6.583
estimates,908,1977,6.432
estimates,908,1978,6.308
estimates,908,1979,6.208
estimates,908,1980,6.132
estimates,908,1981,6.023
estimates,908,1982,5.936
estimates,908,1983,5.883
estimates,908,1984,5.88
estimates,908,1985,5.935
estimates,908,1986,5.976
estimates,908,1987,6.073
estimates,908,1988,6.192
estimates,908,1989,6.287
estimates,908,1990,6.329
estimates,908,1991,6.263
estimates,908,1992,6.165
estimates,908,1993,6.05
estimates,908,1994,5.938
estimates,908,1995,5.839
estimates,908,1996,5.697
estimates,908,1997,5.569
estimates,908,1998,5.46
estimates,908,1999,5.375
estimates,908,2000,5.313
estimates,908,2001,5.226
estimates,908,2002,5.163
estimates,908,2003,5.113
estimates,908,2004,5.066
estimates,908,2005,5.017
estimates,908,2006,4.923
estimates,908,2007,4.827
estimates,908,2008,4.741
estimates,908,2009,4.678
estimates,908,2010,4.64
estimates,908,2011,4.598
estimates,908,2012,4.578
estimates,908,2013,4.564
estimates,908,2014,4.538
estimates,908,2015,4.494
medium_variant,908,2015,4.494
medium_variant,908,2016,4.427
medium_variant,908,2017,4.348
medium_variant,908,2018,4.259
medium_variant,908,2019,4.166
medium_variant,908,2020,4.07
medium_variant,908,2021,3.958
medium_variant,908,2022,3.844
medium_variant,908,2023,3.732
medium_variant,908,2024,3.625
medium_variant,908,2025,3.522
medium_variant,908,2026,3.418
medium_variant,908,2027,3.319
medium_variant,908,2028,3.225
medium_variant,908,2029,3.136
medium_variant,908,2030,3.052
medium_variant,908,2031,2.973
medium_variant,908,2032,2.897
medium_variant,908,2033,2.827
medium_variant,908,2034,2.765
medium_variant,908,2035,2.71
medium_variant,908,2036,2.661
medium_variant,908,2037,2.617
medium_variant,908,2038,2.578
medium_variant,908,2039,2.54
medium_variant,908,2040,2.503
medium_variant,908,2041,2.471
medium_variant,908,2042,2.439
medium_variant,908,2043,2.409
medium_variant,908,2044,2.381
medium_variant,908,2045,2.354
medium_variant,908,2046,2.328
medium_variant,908,2047,2.303
medium_variant,908,2048,2.278
medium_variant,908,2049,2.252
medium_variant,908,2050,2.226
medium_variant,908,2051,2.201
medium_variant,908,2052,2.175
medium_variant,908,2053,2.149
medium_variant,908,2054,2.124
medium_variant,908,2055,2.1
medium_variant,908,2056,2.081
medium_variant,908,2057,2.062
medium_variant,908,2058,2.044
medium_variant,908,2059,2.031
medium_variant,908,2060,2.022
medium_variant,908,2061,2.02
medium_variant,908,2062,2.021
medium_variant,908,2063,2.024
medium_variant,908,2064,2.029
medium_variant,908,2065,2.037
medium_variant,908,2066,2.049
medium_variant,908,2067,2.063
medium_variant,908,2068,2.076
medium_variant,908,2069,2.088
medium_variant,908,2070,2.098
medium_variant,908,2071,2.11
medium_variant,908,2072,2.119
