variant,continent,year,potentialsupport2569_70
estimates,905,1950,10.391
estimates,905,1951,10.053
estimates,905,1952,9.757
estimates,905,1953,9.51
estimates,905,1954,9.31
estimates,905,1955,9.139
estimates,905,1956,8.865
estimates,905,1957,8.635
estimates,905,1958,8.452
estimates,905,1959,8.312
estimates,905,1960,8.202
estimates,905,1961,7.982
estimates,905,1962,7.79
estimates,905,1963,7.63
estimates,905,1964,7.501
estimates,905,1965,7.403
estimates,905,1966,7.266
estimates,905,1967,7.166
estimates,905,1968,7.102
estimates,905,1969,7.073
estimates,905,1970,7.07
estimates,905,1971,6.992
estimates,905,1972,6.955
estimates,905,1973,6.951
estimates,905,1974,6.96
estimates,905,1975,6.964
estimates,905,1976,6.849
estimates,905,1977,6.734
estimates,905,1978,6.632
estimates,905,1979,6.55
estimates,905,1980,6.483
estimates,905,1981,6.406
estimates,905,1982,6.348
estimates,905,1983,6.307
estimates,905,1984,6.28
estimates,905,1985,6.262
estimates,905,1986,6.217
estimates,905,1987,6.183
estimates,905,1988,6.156
estimates,905,1989,6.131
estimates,905,1990,6.103
estimates,905,1991,6.051
estimates,905,1992,6.004
estimates,905,1993,5.964
estimates,905,1994,5.935
estimates,905,1995,5.919
estimates,905,1996,5.886
estimates,905,1997,5.865
estimates,905,1998,5.857
estimates,905,1999,5.864
estimates,905,2000,5.885
estimates,905,2001,5.898
estimates,905,2002,5.919
estimates,905,2003,5.945
estimates,905,2004,5.973
estimates,905,2005,5.999
estimates,905,2006,5.985
estimates,905,2007,5.97
estimates,905,2008,5.948
estimates,905,2009,5.915
estimates,905,2010,5.87
estimates,905,2011,5.796
estimates,905,2012,5.709
estimates,905,2013,5.603
estimates,905,2014,5.478
estimates,905,2015,5.337
medium_variant,905,2015,5.337
medium_variant,905,2016,5.187
medium_variant,905,2017,5.03
medium_variant,905,2018,4.87
medium_variant,905,2019,4.711
medium_variant,905,2020,4.555
medium_variant,905,2021,4.405
medium_variant,905,2022,4.257
medium_variant,905,2023,4.112
medium_variant,905,2024,3.969
medium_variant,905,2025,3.828
medium_variant,905,2026,3.698
medium_variant,905,2027,3.573
medium_variant,905,2028,3.453
medium_variant,905,2029,3.343
medium_variant,905,2030,3.243
medium_variant,905,2031,3.162
medium_variant,905,2032,3.089
medium_variant,905,2033,3.024
medium_variant,905,2034,2.968
medium_variant,905,2035,2.92
medium_variant,905,2036,2.89
medium_variant,905,2037,2.866
medium_variant,905,2038,2.847
medium_variant,905,2039,2.829
medium_variant,905,2040,2.813
medium_variant,905,2041,2.807
medium_variant,905,2042,2.8
medium_variant,905,2043,2.793
medium_variant,905,2044,2.788
medium_variant,905,2045,2.785
medium_variant,905,2046,2.79
medium_variant,905,2047,2.796
medium_variant,905,2048,2.799
medium_variant,905,2049,2.796
medium_variant,905,2050,2.789
medium_variant,905,2051,2.784
medium_variant,905,2052,2.772
medium_variant,905,2053,2.754
medium_variant,905,2054,2.733
medium_variant,905,2055,2.711
medium_variant,905,2056,2.695
medium_variant,905,2057,2.676
medium_variant,905,2058,2.654
medium_variant,905,2059,2.629
medium_variant,905,2060,2.601
medium_variant,905,2061,2.578
medium_variant,905,2062,2.552
medium_variant,905,2063,2.523
medium_variant,905,2064,2.495
medium_variant,905,2065,2.469
medium_variant,905,2066,2.457
medium_variant,905,2067,2.444
medium_variant,905,2068,2.432
medium_variant,905,2069,2.419
medium_variant,905,2070,2.403
medium_variant,905,2071,2.396
medium_variant,905,2072,2.386
medium_variant,905,2073,2.373
medium_variant,905,2074,2.356
medium_variant,905,2075,2.338
medium_variant,905,2076,2.332
medium_variant,905,2077,2.321
medium_variant,905,2078,2.309
medium_variant,905,2079,2.296
medium_variant,905,2080,2.282
medium_variant,905,2081,2.28
medium_variant,905,2082,2.276
medium_variant,905,2083,2.268
medium_variant,905,2084,2.257
medium_variant,905,2085,2.242
medium_variant,905,2086,2.238
medium_variant,905,2087,2.228
medium_variant,905,2088,2.215
medium_variant,905,2089,2.2
medium_variant,905,2090,2.184
medium_variant,905,2091,2.176
medium_variant,905,2092,2.166
medium_variant,905,2093,2.154
medium_variant,905,2094,2.137
medium_variant,905,2095,2.118
medium_variant,905,2096,2.112
medium_variant,905,2097,2.101
medium_variant,905,2098,2.088
medium_variant,905,2099,2.073
medium_variant,905,2100,2.057
high_variant,905,2015,5.84401541450228
low_variant,905,2015,5.84401541450228
constant_fertility,905,2015,5.84401541450228
instant_replacement,905,2015,5.84401541450228
zero_migration,905,2015,5.84401541450228
constant_mortality,905,2015,5.84401541450228
no_change,905,2015,5.84401541450228
high_variant,905,2020,5.02820018257549
low_variant,905,2020,5.02820018257549
constant_fertility,905,2020,5.02820018257549
instant_replacement,905,2020,5.02820018257549
zero_migration,905,2020,4.96598172746438
constant_mortality,905,2020,5.07731314865472
no_change,905,2020,5.07731314865472
high_variant,905,2025,4.27841694372104
low_variant,905,2025,4.27841694372104
constant_fertility,905,2025,4.27841694372104
instant_replacement,905,2025,4.27841694372104
zero_migration,905,2025,4.16356643096016
constant_mortality,905,2025,4.3836133850162
no_change,905,2025,4.3836133850162
high_variant,905,2030,3.63358095517489
