region,variant,freq,year,birthper1000population
925,estimates,5yearly,1950,21.183
925,estimates,5yearly,1955,20.613
925,estimates,5yearly,1960,20.47
925,estimates,5yearly,1965,19.313
925,estimates,5yearly,1970,18.037
925,estimates,5yearly,1975,15.978
925,estimates,5yearly,1980,13.396
925,estimates,5yearly,1985,11.708
925,estimates,5yearly,1990,10.756
925,estimates,5yearly,1995,10.145
925,estimates,5yearly,2000,10.083
925,estimates,5yearly,2005,10.115
925,estimates,5yearly,2010,9.145
925,constant_fertility,5yearly,2015,8.241
925,constant_mortality,5yearly,2015,8.565
925,high_variant,5yearly,2015,9.998
925,instant_replacement,5yearly,2015,12.218
925,low_variant,5yearly,2015,7.093
925,medium_variant,5yearly,2015,8.551
925,momentum,5yearly,2015,12.224
925,no_change,5yearly,2015,8.255
925,zero_migration,5yearly,2015,8.53
925,constant_fertility,5yearly,2020,7.642
925,constant_mortality,5yearly,2020,8.209
925,high_variant,5yearly,2020,10.227
925,instant_replacement,5yearly,2020,11.121
925,low_variant,5yearly,2020,6.034
925,medium_variant,5yearly,2020,8.158
925,momentum,5yearly,2020,11.106
925,no_change,5yearly,2020,7.691
925,zero_migration,5yearly,2020,8.08
925,constant_fertility,5yearly,2025,7.375
925,constant_mortality,5yearly,2025,8.164
925,high_variant,5yearly,2025,10.438
925,instant_replacement,5yearly,2025,10.51
925,low_variant,5yearly,2025,5.557
925,medium_variant,5yearly,2025,8.059
925,momentum,5yearly,2025,10.463
925,no_change,5yearly,2025,7.472
925,zero_migration,5yearly,2025,7.902
925,constant_fertility,5yearly,2030,7.33
925,constant_mortality,5yearly,2030,8.328
925,high_variant,5yearly,2030,10.379
925,instant_replacement,5yearly,2030,10.273
925,low_variant,5yearly,2030,5.757
925,medium_variant,5yearly,2030,8.153
925,momentum,5yearly,2030,10.217
925,no_change,5yearly,2030,7.489
925,zero_migration,5yearly,2030,7.919
925,constant_fertility,5yearly,2035,7.337
925,constant_mortality,5yearly,2035,8.569
925,high_variant,5yearly,2035,10.486
925,instant_replacement,5yearly,2035,10.331
925,low_variant,5yearly,2035,5.951
925,medium_variant,5yearly,2035,8.308
925,momentum,5yearly,2035,10.325
925,no_change,5yearly,2035,7.571
925,zero_migration,5yearly,2035,8.025
925,constant_fertility,5yearly,2040,7.218
925,constant_mortality,5yearly,2040,8.73
925,high_variant,5yearly,2040,10.669
925,instant_replacement,5yearly,2040,10.631
925,low_variant,5yearly,2040,5.96
925,medium_variant,5yearly,2040,8.373
925,momentum,5yearly,2040,10.744
925,no_change,5yearly,2040,7.532
925,zero_migration,5yearly,2040,8.065
925,constant_fertility,5yearly,2045,6.95
925,constant_mortality,5yearly,2045,8.746
925,high_variant,5yearly,2045,10.936
925,instant_replacement,5yearly,2045,11.11
925,low_variant,5yearly,2045,5.68
925,medium_variant,5yearly,2045,8.293
925,momentum,5yearly,2045,11.393
925,no_change,5yearly,2045,7.342
925,zero_migration,5yearly,2045,7.965
925,constant_fertility,5yearly,2050,6.685
925,constant_mortality,5yearly,2050,8.743
925,high_variant,5yearly,2050,11.317
925,instant_replacement,5yearly,2050,11.517
925,low_variant,5yearly,2050,5.256
925,medium_variant,5yearly,2050,8.193
925,momentum,5yearly,2050,11.968
925,no_change,5yearly,2050,7.153
925,zero_migration,5yearly,2050,7.837
925,constant_fertility,5yearly,2055,6.552
925,constant_mortality,5yearly,2055,8.86
925,high_variant,5yearly,2055,11.683
925,instant_replacement,5yearly,2055,11.521
925,low_variant,5yearly,2055,4.977
925,medium_variant,5yearly,2055,8.209
925,momentum,5yearly,2055,12.068
925,no_change,5yearly,2055,7.099
925,zero_migration,5yearly,2055,7.822
925,constant_fertility,5yearly,2060,6.559
925,constant_mortality,5yearly,2060,9.107
925,high_variant,5yearly,2060,11.926
925,instant_replacement,5yearly,2060,11.303
925,low_variant,5yearly,2060,4.972
925,medium_variant,5yearly,2060,8.358
925,momentum,5yearly,2060,11.884
925,no_change,5yearly,2060,7.188
925,zero_migration,5yearly,2060,7.947
925,constant_fertility,5yearly,2065,6.628
925,constant_mortality,5yearly,2065,9.409
925,high_variant,5yearly,2065,12.087
925,instant_replacement,5yearly,2065,11.221
925,low_variant,5yearly,2065,5.149
925,medium_variant,5yearly,2065,8.573
925,momentum,5yearly,2065,11.842
925,no_change,5yearly,2065,7.331
925,zero_migration,5yearly,2065,8.16
925,constant_fertility,5yearly,2070,6.658
925,constant_mortality,5yearly,2070,9.665
925,high_variant,5yearly,2070,12.24
925,instant_replacement,5yearly,2070,11.334
925,low_variant,5yearly,2070,5.335
925,medium_variant,5yearly,2070,8.761
925,momentum,5yearly,2070,12.036
925,no_change,5yearly,2070,7.419
925,zero_migration,5yearly,2070,8.365
925,constant_fertility,5yearly,2075,6.593
925,constant_mortality,5yearly,2075,9.801
925,high_variant,5yearly,2075,12.396
925,instant_replacement,5yearly,2075,11.531
925,low_variant,5yearly,2075,5.389
925,medium_variant,5yearly,2075,8.843
925,momentum,5yearly,2075,12.345
925,no_change,5yearly,2075,7.398
925,zero_migration,5yearly,2075,8.473
925,constant_fertility,5yearly,2080,6.456
925,constant_mortality,5yearly,2080,9.825
925,high_variant,5yearly,2080,12.52
925,instant_replacement,5yearly,2080,11.656
925,low_variant,5yearly,2080,5.296
925,medium_variant,5yearly,2080,8.816
925,momentum,5yearly,2080,12.582
925,no_change,5yearly,2080,7.304
925,zero_migration,5yearly,2080,8.464
925,constant_fertility,5yearly,2085,6.316
925,constant_mortality,5yearly,2085,9.819
