region,variant,freq,year,birthper1000population
924,estimates,5yearly,1950,16.448
924,estimates,5yearly,1955,16.881
924,estimates,5yearly,1960,17.981
924,estimates,5yearly,1965,16.727
924,estimates,5yearly,1970,14.206
924,estimates,5yearly,1975,12.72
924,estimates,5yearly,1980,13.016
924,estimates,5yearly,1985,13.689
924,estimates,5yearly,1990,13.212
924,estimates,5yearly,1995,12.128
924,estimates,5yearly,2000,11.422
924,estimates,5yearly,2005,12.406
924,estimates,5yearly,2010,12.167
924,constant_fertility,5yearly,2015,11.904
924,constant_mortality,5yearly,2015,11.969
924,high_variant,5yearly,2015,13.511
924,instant_replacement,5yearly,2015,13.301
924,low_variant,5yearly,2015,10.382
924,medium_variant,5yearly,2015,11.952
924,momentum,5yearly,2015,13.232
924,no_change,5yearly,2015,11.92
924,zero_migration,5yearly,2015,11.861
924,constant_fertility,5yearly,2020,11.487
924,constant_mortality,5yearly,2020,11.645
924,high_variant,5yearly,2020,13.888
924,instant_replacement,5yearly,2020,12.785
924,low_variant,5yearly,2020,9.216
924,medium_variant,5yearly,2020,11.584
924,momentum,5yearly,2020,12.559
924,no_change,5yearly,2020,11.546
924,zero_migration,5yearly,2020,11.298
924,constant_fertility,5yearly,2025,11.018
924,constant_mortality,5yearly,2025,11.182
924,high_variant,5yearly,2025,13.667
924,instant_replacement,5yearly,2025,12.113
924,low_variant,5yearly,2025,8.308
924,medium_variant,5yearly,2025,11.061
924,momentum,5yearly,2025,11.767
924,no_change,5yearly,2025,11.139
924,zero_migration,5yearly,2025,10.599
924,constant_fertility,5yearly,2030,10.765
924,constant_mortality,5yearly,2030,10.955
924,high_variant,5yearly,2030,13.129
924,instant_replacement,5yearly,2030,11.712
924,low_variant,5yearly,2030,8.192
924,medium_variant,5yearly,2030,10.759
924,momentum,5yearly,2030,11.363
924,no_change,5yearly,2030,10.962
924,zero_migration,5yearly,2030,10.216
924,constant_fertility,5yearly,2035,10.778
924,constant_mortality,5yearly,2035,11.086
924,high_variant,5yearly,2035,13.12
924,instant_replacement,5yearly,2035,11.756
924,low_variant,5yearly,2035,8.271
924,medium_variant,5yearly,2035,10.8
924,momentum,5yearly,2035,11.547
924,no_change,5yearly,2035,11.064
924,zero_migration,5yearly,2035,10.285
924,constant_fertility,5yearly,2040,10.854
924,constant_mortality,5yearly,2040,11.307
924,high_variant,5yearly,2040,13.474
924,instant_replacement,5yearly,2040,12.055
924,low_variant,5yearly,2040,8.24
924,medium_variant,5yearly,2040,10.926
924,momentum,5yearly,2040,12.044
924,no_change,5yearly,2040,11.233
924,zero_migration,5yearly,2040,10.466
924,constant_fertility,5yearly,2045,10.815
924,constant_mortality,5yearly,2045,11.381
924,high_variant,5yearly,2045,13.943
924,instant_replacement,5yearly,2045,12.316
924,low_variant,5yearly,2045,7.886
924,medium_variant,5yearly,2045,10.911
924,momentum,5yearly,2045,12.449
924,no_change,5yearly,2045,11.281
924,zero_migration,5yearly,2045,10.443
924,constant_fertility,5yearly,2050,10.66
924,constant_mortality,5yearly,2050,11.309
924,high_variant,5yearly,2050,14.256
924,instant_replacement,5yearly,2050,12.313
924,low_variant,5yearly,2050,7.38
924,medium_variant,5yearly,2050,10.76
924,momentum,5yearly,2050,12.497
924,no_change,5yearly,2050,11.204
924,zero_migration,5yearly,2050,10.221
924,constant_fertility,5yearly,2055,10.479
924,constant_mortality,5yearly,2055,11.171
924,high_variant,5yearly,2055,14.232
924,instant_replacement,5yearly,2055,12.058
924,low_variant,5yearly,2055,6.993
924,medium_variant,5yearly,2055,10.555
924,momentum,5yearly,2055,12.246
924,no_change,5yearly,2055,11.093
924,zero_migration,5yearly,2055,9.948
924,constant_fertility,5yearly,2060,10.352
924,constant_mortality,5yearly,2060,11.078
924,high_variant,5yearly,2060,14.012
924,instant_replacement,5yearly,2060,11.799
924,low_variant,5yearly,2060,6.831
924,medium_variant,5yearly,2060,10.399
924,momentum,5yearly,2060,12.028
924,no_change,5yearly,2060,11.03
924,zero_migration,5yearly,2060,9.779
924,constant_fertility,5yearly,2065,10.3
924,constant_mortality,5yearly,2065,11.097
924,high_variant,5yearly,2065,13.871
924,instant_replacement,5yearly,2065,11.71
924,low_variant,5yearly,2065,6.822
924,medium_variant,5yearly,2065,10.349
924,momentum,5yearly,2065,12.075
924,no_change,5yearly,2065,11.047
924,zero_migration,5yearly,2065,9.784
924,constant_fertility,5yearly,2070,10.284
924,constant_mortality,5yearly,2070,11.178
924,high_variant,5yearly,2070,13.921
924,instant_replacement,5yearly,2070,11.772
924,low_variant,5yearly,2070,6.809
924,medium_variant,5yearly,2070,10.355
924,momentum,5yearly,2070,12.334
924,no_change,5yearly,2070,11.104
924,zero_migration,5yearly,2070,9.875
924,constant_fertility,5yearly,2075,10.242
924,constant_mortality,5yearly,2075,11.229
924,high_variant,5yearly,2075,14.073
924,instant_replacement,5yearly,2075,11.849
924,low_variant,5yearly,2075,6.699
924,medium_variant,5yearly,2075,10.335
924,momentum,5yearly,2075,12.582
924,no_change,5yearly,2075,11.132
924,zero_migration,5yearly,2075,9.913
924,constant_fertility,5yearly,2080,10.15
924,constant_mortality,5yearly,2080,11.2
924,high_variant,5yearly,2080,14.161
924,instant_replacement,5yearly,2080,11.816
