region,variant,freq,year,birthper1000population
922,estimates,5yearly,1950,45.979
922,estimates,5yearly,1955,44.233
922,estimates,5yearly,1960,42.901
922,estimates,5yearly,1965,40.931
922,estimates,5yearly,1970,39.28
922,estimates,5yearly,1975,37.521
922,estimates,5yearly,1980,35.904
922,estimates,5yearly,1985,33.04
922,estimates,5yearly,1990,30.049
922,estimates,5yearly,1995,27.532
922,estimates,5yearly,2000,25.303
922,estimates,5yearly,2005,23.969
922,estimates,5yearly,2010,22.776
922,constant_fertility,5yearly,2015,22.42
922,constant_mortality,5yearly,2015,20.929
922,high_variant,5yearly,2015,22.712
922,instant_replacement,5yearly,2015,16.402
922,low_variant,5yearly,2015,19.102
922,medium_variant,5yearly,2015,20.915
922,momentum,5yearly,2015,16.489
922,no_change,5yearly,2015,22.435
922,zero_migration,5yearly,2015,20.939
922,constant_fertility,5yearly,2020,22
922,constant_mortality,5yearly,2020,19.458
922,high_variant,5yearly,2020,22.02
922,instant_replacement,5yearly,2020,16.201
922,low_variant,5yearly,2020,16.708
922,medium_variant,5yearly,2020,19.406
922,momentum,5yearly,2020,16.353
922,no_change,5yearly,2020,22.059
922,zero_migration,5yearly,2020,19.414
922,constant_fertility,5yearly,2025,21.596
922,constant_mortality,5yearly,2025,18.316
922,high_variant,5yearly,2025,21.186
922,instant_replacement,5yearly,2025,16.011
922,low_variant,5yearly,2025,15.042
922,medium_variant,5yearly,2025,18.208
922,momentum,5yearly,2025,16.312
922,no_change,5yearly,2025,21.722
922,zero_migration,5yearly,2025,18.251
922,constant_fertility,5yearly,2030,21.312
922,constant_mortality,5yearly,2030,17.459
922,high_variant,5yearly,2030,20.002
922,instant_replacement,5yearly,2030,15.738
922,low_variant,5yearly,2030,14.324
922,medium_variant,5yearly,2030,17.283
922,momentum,5yearly,2030,16.255
922,no_change,5yearly,2030,21.521
922,zero_migration,5yearly,2030,17.421
922,constant_fertility,5yearly,2035,21.269
922,constant_mortality,5yearly,2035,16.798
922,high_variant,5yearly,2035,19.245
922,instant_replacement,5yearly,2035,15.123
922,low_variant,5yearly,2035,13.621
922,medium_variant,5yearly,2035,16.551
922,momentum,5yearly,2035,15.793
922,no_change,5yearly,2035,21.569
922,zero_migration,5yearly,2035,16.726
922,constant_fertility,5yearly,2040,21.426
922,constant_mortality,5yearly,2040,16.214
922,high_variant,5yearly,2040,18.823
922,instant_replacement,5yearly,2040,14.287
922,low_variant,5yearly,2040,12.8
922,medium_variant,5yearly,2040,15.895
922,momentum,5yearly,2040,15.027
922,no_change,5yearly,2040,21.818
922,zero_migration,5yearly,2040,16.044
922,constant_fertility,5yearly,2045,21.676
922,constant_mortality,5yearly,2045,15.626
922,high_variant,5yearly,2045,18.549
922,instant_replacement,5yearly,2045,13.535
922,low_variant,5yearly,2045,11.854
922,medium_variant,5yearly,2045,15.235
922,momentum,5yearly,2045,14.308
922,no_change,5yearly,2045,22.164
922,zero_migration,5yearly,2045,15.328
922,constant_fertility,5yearly,2050,21.933
922,constant_mortality,5yearly,2050,15.035
922,high_variant,5yearly,2050,18.219
922,instant_replacement,5yearly,2050,13.01
922,low_variant,5yearly,2050,10.923
922,medium_variant,5yearly,2050,14.571
922,momentum,5yearly,2050,13.872
922,no_change,5yearly,2050,22.521
922,zero_migration,5yearly,2050,14.64
922,constant_fertility,5yearly,2055,22.189
922,constant_mortality,5yearly,2055,14.505
922,high_variant,5yearly,2055,17.754
922,instant_replacement,5yearly,2055,12.785
922,low_variant,5yearly,2055,10.175
922,medium_variant,5yearly,2055,13.964
922,momentum,5yearly,2055,13.842
922,no_change,5yearly,2055,22.878
922,zero_migration,5yearly,2055,14.066
922,constant_fertility,5yearly,2060,22.476
922,constant_mortality,5yearly,2060,14.11
922,high_variant,5yearly,2060,17.267
922,instant_replacement,5yearly,2060,12.698
922,low_variant,5yearly,2060,9.675
922,medium_variant,5yearly,2060,13.488
922,momentum,5yearly,2060,13.996
922,no_change,5yearly,2060,23.261
922,zero_migration,5yearly,2060,13.647
922,constant_fertility,5yearly,2065,22.819
922,constant_mortality,5yearly,2065,13.802
922,high_variant,5yearly,2065,16.849
922,instant_replacement,5yearly,2065,12.561
922,low_variant,5yearly,2065,9.295
922,medium_variant,5yearly,2065,13.098
922,momentum,5yearly,2065,14.057
922,no_change,5yearly,2065,23.691
922,zero_migration,5yearly,2065,13.297
922,constant_fertility,5yearly,2070,23.212
922,constant_mortality,5yearly,2070,13.564
922,high_variant,5yearly,2070,16.579
922,instant_replacement,5yearly,2070,12.35
922,low_variant,5yearly,2070,8.954
922,medium_variant,5yearly,2070,12.78
922,momentum,5yearly,2070,13.971
922,no_change,5yearly,2070,24.159
922,zero_migration,5yearly,2070,12.988
922,constant_fertility,5yearly,2075,23.623
922,constant_mortality,5yearly,2075,13.331
922,high_variant,5yearly,2075,16.383
922,instant_replacement,5yearly,2075,12.134
922,low_variant,5yearly,2075,8.582
922,medium_variant,5yearly,2075,12.47
922,momentum,5yearly,2075,13.83
922,no_change,5yearly,2075,24.634
922,zero_migration,5yearly,2075,12.662
922,constant_fertility,5yearly,2080,24.015
922,constant_mortality,5yearly,2080,13.096
922,high_variant,5yearly,2080,16.184
922,instant_replacement,5yearly,2080,11.984
922,low_variant,5yearly,2080,8.209
922,medium_variant,5yearly,2080,12.162
922,momentum,5yearly,2080,13.751
922,no_change,5yearly,2080,25.081
922,zero_migration,5yearly,2080,12.331
922,constant_fertility,5yearly,2085,24.375
922,constant_mortality,5yearly,2085,12.865
922,high_variant,5yearly,2085,15.924
922,instant_replacement,5yearly,2085,11.915
922,low_variant,5yearly,2085,7.871
922,medium_variant,5yearly,2085,11.857
922,momentum,5yearly,2085,13.784
922,no_change,5yearly,2085,25.492
922,zero_migration,5yearly,2085,12.011
922,constant_fertility,5yearly,2090,24.71
922,constant_mortality,5yearly,2090,12.656
922,high_variant,5yearly,2090,15.618
922,instant_replacement,5yearly,2090,11.891
922,low_variant,5yearly,2090,7.596
922,medium_variant,5yearly,2090,11.573
922,momentum,5yearly,2090,13.882
922,no_change,5yearly,2090,25.876
922,zero_migration,5yearly,2090,11.723
922,constant_fertility,5yearly,2095,25.032
922,constant_mortality,5yearly,2095,12.491
922,high_variant,5yearly,2095,15.33
922,instant_replacement,5yearly,2095,11.858
922,low_variant,5yearly,2095,7.384
922,medium_variant,5yearly,2095,11.33
922,momentum,5yearly,2095,13.956
922,no_change,5yearly,2095,26.249
922,zero_migration,5yearly,2095,11.476
