region,variant,freq,year,birthper1000population
916,estimates,5yearly,1950,48.622
916,estimates,5yearly,1955,47.18
916,estimates,5yearly,1960,45.095
916,estimates,5yearly,1965,43.783
916,estimates,5yearly,1970,43.395
916,estimates,5yearly,1975,38.179
916,estimates,5yearly,1980,33.938
916,estimates,5yearly,1985,31.266
916,estimates,5yearly,1990,29.035
916,estimates,5yearly,1995,26.705
916,estimates,5yearly,2000,24.241
916,estimates,5yearly,2005,21.768
916,estimates,5yearly,2010,20.181
916,constant_fertility,5yearly,2015,19.862
916,constant_mortality,5yearly,2015,18.542
916,high_variant,5yearly,2015,20.509
916,instant_replacement,5yearly,2015,17.628
916,low_variant,5yearly,2015,16.53
916,medium_variant,5yearly,2015,18.53
916,momentum,5yearly,2015,17.723
916,no_change,5yearly,2015,19.876
916,zero_migration,5yearly,2015,18.543
916,constant_fertility,5yearly,2020,19.233
916,constant_mortality,5yearly,2020,16.996
916,high_variant,5yearly,2020,19.852
916,instant_replacement,5yearly,2020,17.15
916,low_variant,5yearly,2020,13.948
916,medium_variant,5yearly,2020,16.952
916,momentum,5yearly,2020,17.352
916,no_change,5yearly,2020,19.283
916,zero_migration,5yearly,2020,16.987
916,constant_fertility,5yearly,2025,18.344
916,constant_mortality,5yearly,2025,15.568
916,high_variant,5yearly,2025,18.762
916,instant_replacement,5yearly,2025,16.446
916,low_variant,5yearly,2025,11.971
916,medium_variant,5yearly,2025,15.481
916,momentum,5yearly,2025,16.742
916,no_change,5yearly,2025,18.447
916,zero_migration,5yearly,2025,15.527
916,constant_fertility,5yearly,2030,17.457
916,constant_mortality,5yearly,2030,14.375
916,high_variant,5yearly,2030,17.234
916,instant_replacement,5yearly,2030,15.605
916,low_variant,5yearly,2030,10.971
916,medium_variant,5yearly,2030,14.238
916,momentum,5yearly,2030,15.98
916,no_change,5yearly,2030,17.622
916,zero_migration,5yearly,2030,14.28
916,constant_fertility,5yearly,2035,16.813
916,constant_mortality,5yearly,2035,13.419
916,high_variant,5yearly,2035,16.228
916,instant_replacement,5yearly,2035,14.737
916,low_variant,5yearly,2035,10.013
916,medium_variant,5yearly,2035,13.228
916,momentum,5yearly,2035,15.189
916,no_change,5yearly,2035,17.045
916,zero_migration,5yearly,2035,13.262
916,constant_fertility,5yearly,2040,16.421
916,constant_mortality,5yearly,2040,12.679
916,high_variant,5yearly,2040,15.686
916,instant_replacement,5yearly,2040,13.996
916,low_variant,5yearly,2040,9.083
916,medium_variant,5yearly,2040,12.428
916,momentum,5yearly,2040,14.539
916,no_change,5yearly,2040,16.727
916,zero_migration,5yearly,2040,12.459
916,constant_fertility,5yearly,2045,16.152
916,constant_mortality,5yearly,2045,12.07
916,high_variant,5yearly,2045,15.372
916,instant_replacement,5yearly,2045,13.444
916,low_variant,5yearly,2045,8.182
916,medium_variant,5yearly,2045,11.755
916,momentum,5yearly,2045,14.099
916,no_change,5yearly,2045,16.544
916,zero_migration,5yearly,2045,11.79
916,constant_fertility,5yearly,2050,15.905
916,constant_mortality,5yearly,2050,11.568
916,high_variant,5yearly,2050,15.075
916,instant_replacement,5yearly,2050,13.051
916,low_variant,5yearly,2050,7.399
916,medium_variant,5yearly,2050,11.179
916,momentum,5yearly,2050,13.836
916,no_change,5yearly,2050,16.394
916,zero_migration,5yearly,2050,11.224
916,constant_fertility,5yearly,2055,15.666
916,constant_mortality,5yearly,2055,11.128
916,high_variant,5yearly,2055,14.654
916,instant_replacement,5yearly,2055,12.757
916,low_variant,5yearly,2055,6.783
916,medium_variant,5yearly,2055,10.658
916,momentum,5yearly,2055,13.677
916,no_change,5yearly,2055,16.259
916,zero_migration,5yearly,2055,10.713
916,constant_fertility,5yearly,2060,15.471
916,constant_mortality,5yearly,2060,10.799
916,high_variant,5yearly,2060,14.217
916,instant_replacement,5yearly,2060,12.486
916,low_variant,5yearly,2060,6.367
916,medium_variant,5yearly,2060,10.241
916,momentum,5yearly,2060,13.534
916,no_change,5yearly,2060,16.17
916,zero_migration,5yearly,2060,10.299
916,constant_fertility,5yearly,2065,15.35
916,constant_mortality,5yearly,2065,10.55
916,high_variant,5yearly,2065,13.864
916,instant_replacement,5yearly,2065,12.216
916,low_variant,5yearly,2065,6.052
916,medium_variant,5yearly,2065,9.901
916,momentum,5yearly,2065,13.383
916,no_change,5yearly,2065,16.151
916,zero_migration,5yearly,2065,9.958
916,constant_fertility,5yearly,2070,15.294
916,constant_mortality,5yearly,2070,10.387
916,high_variant,5yearly,2070,13.676
916,instant_replacement,5yearly,2070,11.978
916,low_variant,5yearly,2070,5.78
916,medium_variant,5yearly,2070,9.646
916,momentum,5yearly,2070,13.26
916,no_change,5yearly,2070,16.193
916,zero_migration,5yearly,2070,9.702
916,constant_fertility,5yearly,2075,15.272
916,constant_mortality,5yearly,2075,10.286
916,high_variant,5yearly,2075,13.604
916,instant_replacement,5yearly,2075,11.803
916,low_variant,5yearly,2075,5.524
916,medium_variant,5yearly,2075,9.453
916,momentum,5yearly,2075,13.2
916,no_change,5yearly,2075,16.263
916,zero_migration,5yearly,2075,9.51
916,constant_fertility,5yearly,2080,15.261
916,constant_mortality,5yearly,2080,10.218
916,high_variant,5yearly,2080,13.541
916,instant_replacement,5yearly,2080,11.691
916,low_variant,5yearly,2080,5.295
916,medium_variant,5yearly,2080,9.293
916,momentum,5yearly,2080,13.203
916,no_change,5yearly,2080,16.336
916,zero_migration,5yearly,2080,9.353
916,constant_fertility,5yearly,2085,15.256
916,constant_mortality,5yearly,2085,10.183
916,high_variant,5yearly,2085,13.444
916,instant_replacement,5yearly,2085,11.616
916,low_variant,5yearly,2085,5.129
916,medium_variant,5yearly,2085,9.169
916,momentum,5yearly,2085,13.233
916,no_change,5yearly,2085,16.405
916,zero_migration,5yearly,2085,9.232
916,constant_fertility,5yearly,2090,15.258
916,constant_mortality,5yearly,2090,10.165
916,high_variant,5yearly,2090,13.304
916,instant_replacement,5yearly,2090,11.547
916,low_variant,5yearly,2090,5.027
916,medium_variant,5yearly,2090,9.066
916,momentum,5yearly,2090,13.255
916,no_change,5yearly,2090,16.473
916,zero_migration,5yearly,2090,9.131
916,constant_fertility,5yearly,2095,15.267
916,constant_mortality,5yearly,2095,10.17
916,high_variant,5yearly,2095,13.173
916,instant_replacement,5yearly,2095,11.465
916,low_variant,5yearly,2095,4.978
916,medium_variant,5yearly,2095,8.989
916,momentum,5yearly,2095,13.249
916,no_change,5yearly,2095,16.546
916,zero_migration,5yearly,2095,9.052
