region,variant,freq,year,birthper1000population
926,estimates,5yearly,1950,17.231
926,estimates,5yearly,1955,17.521
926,estimates,5yearly,1960,18.13
926,estimates,5yearly,1965,16.634
926,estimates,5yearly,1970,13.482
926,estimates,5yearly,1975,11.844
926,estimates,5yearly,1980,12.065
926,estimates,5yearly,1985,12.055
926,estimates,5yearly,1990,11.323
926,estimates,5yearly,1995,10.978
926,estimates,5yearly,2000,10.604
926,estimates,5yearly,2005,10.349
926,estimates,5yearly,2010,10.213
926,constant_fertility,5yearly,2015,10.067
926,constant_mortality,5yearly,2015,10.245
926,high_variant,5yearly,2015,11.701
926,instant_replacement,5yearly,2015,12.475
926,low_variant,5yearly,2015,8.746
926,medium_variant,5yearly,2015,10.229
926,momentum,5yearly,2015,12.38
926,no_change,5yearly,2015,10.083
926,zero_migration,5yearly,2015,10.132
926,constant_fertility,5yearly,2020,9.864
926,constant_mortality,5yearly,2020,10.233
926,high_variant,5yearly,2020,12.394
926,instant_replacement,5yearly,2020,12.127
926,low_variant,5yearly,2020,7.894
926,medium_variant,5yearly,2020,10.174
926,momentum,5yearly,2020,11.868
926,no_change,5yearly,2020,9.921
926,zero_migration,5yearly,2020,9.904
926,constant_fertility,5yearly,2025,9.582
926,constant_mortality,5yearly,2025,10.102
926,high_variant,5yearly,2025,12.539
926,instant_replacement,5yearly,2025,11.627
926,low_variant,5yearly,2025,7.283
926,medium_variant,5yearly,2025,9.98
926,momentum,5yearly,2025,11.298
926,no_change,5yearly,2025,9.699
926,zero_migration,5yearly,2025,9.589
926,constant_fertility,5yearly,2030,9.351
926,constant_mortality,5yearly,2030,9.968
926,high_variant,5yearly,2030,12.094
926,instant_replacement,5yearly,2030,11.168
926,low_variant,5yearly,2030,7.259
926,medium_variant,5yearly,2030,9.772
926,momentum,5yearly,2030,10.879
926,no_change,5yearly,2030,9.541
926,zero_migration,5yearly,2030,9.338
926,constant_fertility,5yearly,2035,9.205
926,constant_mortality,5yearly,2035,9.914
926,high_variant,5yearly,2035,11.83
926,instant_replacement,5yearly,2035,10.911
926,low_variant,5yearly,2035,7.23
926,medium_variant,5yearly,2035,9.632
926,momentum,5yearly,2035,10.755
926,no_change,5yearly,2035,9.476
926,zero_migration,5yearly,2035,9.222
926,constant_fertility,5yearly,2040,9.133
926,constant_mortality,5yearly,2040,9.961
926,high_variant,5yearly,2040,11.918
926,instant_replacement,5yearly,2040,11.023
926,low_variant,5yearly,2040,7.116
926,medium_variant,5yearly,2040,9.587
926,momentum,5yearly,2040,11.04
926,no_change,5yearly,2040,9.493
926,zero_migration,5yearly,2040,9.208
926,constant_fertility,5yearly,2045,9.114
926,constant_mortality,5yearly,2045,10.118
926,high_variant,5yearly,2045,12.444
926,instant_replacement,5yearly,2045,11.533
926,low_variant,5yearly,2045,6.859
926,medium_variant,5yearly,2045,9.647
926,momentum,5yearly,2045,11.717
926,no_change,5yearly,2045,9.565
926,zero_migration,5yearly,2045,9.259
926,constant_fertility,5yearly,2050,9.104
926,constant_mortality,5yearly,2050,10.311
926,high_variant,5yearly,2050,13.109
926,instant_replacement,5yearly,2050,12.015
926,low_variant,5yearly,2050,6.534
926,medium_variant,5yearly,2050,9.749
926,momentum,5yearly,2050,12.316
926,no_change,5yearly,2050,9.639
926,zero_migration,5yearly,2050,9.317
926,constant_fertility,5yearly,2055,9.072
926,constant_mortality,5yearly,2055,10.447
926,high_variant,5yearly,2055,13.475
926,instant_replacement,5yearly,2055,12.05
926,low_variant,5yearly,2055,6.304
926,medium_variant,5yearly,2055,9.806
926,momentum,5yearly,2055,12.389
926,no_change,5yearly,2055,9.68
926,zero_migration,5yearly,2055,9.336
926,constant_fertility,5yearly,2060,9.02
926,constant_mortality,5yearly,2060,10.497
926,high_variant,5yearly,2060,13.438
926,instant_replacement,5yearly,2060,11.77
926,low_variant,5yearly,2060,6.233
926,medium_variant,5yearly,2060,9.791
926,momentum,5yearly,2060,12.126
926,no_change,5yearly,2060,9.69
926,zero_migration,5yearly,2060,9.319
926,constant_fertility,5yearly,2065,8.96
926,constant_mortality,5yearly,2065,10.493
926,high_variant,5yearly,2065,13.218
926,instant_replacement,5yearly,2065,11.491
926,low_variant,5yearly,2065,6.243
926,medium_variant,5yearly,2065,9.726
926,momentum,5yearly,2065,11.918
926,no_change,5yearly,2065,9.691
926,zero_migration,5yearly,2065,9.291
926,constant_fertility,5yearly,2070,8.906
926,constant_mortality,5yearly,2070,10.497
926,high_variant,5yearly,2070,13.103
926,instant_replacement,5yearly,2070,11.388
926,low_variant,5yearly,2070,6.23
926,medium_variant,5yearly,2070,9.664
926,momentum,5yearly,2070,11.951
926,no_change,5yearly,2070,9.705
926,zero_migration,5yearly,2070,9.286
926,constant_fertility,5yearly,2075,8.864
926,constant_mortality,5yearly,2075,10.548
926,high_variant,5yearly,2075,13.215
926,instant_replacement,5yearly,2075,11.485
926,low_variant,5yearly,2075,6.154
926,medium_variant,5yearly,2075,9.645
926,momentum,5yearly,2075,12.212
926,no_change,5yearly,2075,9.734
926,zero_migration,5yearly,2075,9.313
926,constant_fertility,5yearly,2080,8.83
926,constant_mortality,5yearly,2080,10.62
926,high_variant,5yearly,2080,13.447
926,instant_replacement,5yearly,2080,11.653
926,low_variant,5yearly,2080,6.028
926,medium_variant,5yearly,2080,9.65
926,momentum,5yearly,2080,12.514
926,no_change,5yearly,2080,9.766
926,zero_migration,5yearly,2080,9.343
926,constant_fertility,5yearly,2085,8.789
926,constant_mortality,5yearly,2085,10.684
926,high_variant,5yearly,2085,13.605
926,instant_replacement,5yearly,2085,11.698
926,low_variant,5yearly,2085,5.915
926,medium_variant,5yearly,2085,9.652
926,momentum,5yearly,2085,12.627
926,no_change,5yearly,2085,9.786
926,zero_migration,5yearly,2085,9.35
926,constant_fertility,5yearly,2090,8.733
926,constant_mortality,5yearly,2090,10.699
926,high_variant,5yearly,2090,13.556
926,instant_replacement,5yearly,2090,11.541
926,low_variant,5yearly,2090,5.846
926,medium_variant,5yearly,2090,9.608
926,momentum,5yearly,2090,12.491
926,no_change,5yearly,2090,9.79
926,zero_migration,5yearly,2090,9.31
926,constant_fertility,5yearly,2095,8.667
926,constant_mortality,5yearly,2095,10.68
926,high_variant,5yearly,2095,13.357
926,instant_replacement,5yearly,2095,11.277
926,low_variant,5yearly,2095,5.831
926,medium_variant,5yearly,2095,9.529
926,momentum,5yearly,2095,12.259
926,no_change,5yearly,2095,9.788
926,zero_migration,5yearly,2095,9.248
