region,variant,freq,year,birthper1000population
948,estimates,5yearly,1950,44.378
948,estimates,5yearly,1955,44.191
948,estimates,5yearly,1960,43.093
948,estimates,5yearly,1965,41.268
948,estimates,5yearly,1970,39.538
948,estimates,5yearly,1975,37.783
948,estimates,5yearly,1980,36.415
948,estimates,5yearly,1985,33.955
948,estimates,5yearly,1990,31.182
948,estimates,5yearly,1995,28.774
948,estimates,5yearly,2000,26.951
948,estimates,5yearly,2005,25.531
948,estimates,5yearly,2010,24.09
948,constant_fertility,5yearly,2015,24.075
948,constant_mortality,5yearly,2015,22.644
948,high_variant,5yearly,2015,24.501
948,instant_replacement,5yearly,2015,17.901
948,low_variant,5yearly,2015,20.737
948,medium_variant,5yearly,2015,22.63
948,momentum,5yearly,2015,18.154
948,no_change,5yearly,2015,24.091
948,zero_migration,5yearly,2015,22.65
948,constant_fertility,5yearly,2020,23.852
948,constant_mortality,5yearly,2020,21.319
948,high_variant,5yearly,2020,23.987
948,instant_replacement,5yearly,2020,17.69
948,low_variant,5yearly,2020,18.455
948,medium_variant,5yearly,2020,21.267
948,momentum,5yearly,2020,18.173
948,no_change,5yearly,2020,23.913
948,zero_migration,5yearly,2020,21.309
948,constant_fertility,5yearly,2025,23.578
948,constant_mortality,5yearly,2025,20.206
948,high_variant,5yearly,2025,23.174
948,instant_replacement,5yearly,2025,17.415
948,low_variant,5yearly,2025,16.826
948,medium_variant,5yearly,2025,20.1
948,momentum,5yearly,2025,18.093
948,no_change,5yearly,2025,23.706
948,zero_migration,5yearly,2025,20.144
948,constant_fertility,5yearly,2030,23.386
948,constant_mortality,5yearly,2030,19.287
948,high_variant,5yearly,2030,21.895
948,instant_replacement,5yearly,2030,16.968
948,low_variant,5yearly,2030,16.107
948,medium_variant,5yearly,2030,19.127
948,momentum,5yearly,2030,17.808
948,no_change,5yearly,2030,23.582
948,zero_migration,5yearly,2030,19.161
948,constant_fertility,5yearly,2035,23.459
948,constant_mortality,5yearly,2035,18.491
948,high_variant,5yearly,2035,21.072
948,instant_replacement,5yearly,2035,16.136
948,low_variant,5yearly,2035,15.301
948,medium_variant,5yearly,2035,18.295
948,momentum,5yearly,2035,17.098
948,no_change,5yearly,2035,23.698
948,zero_migration,5yearly,2035,18.317
948,constant_fertility,5yearly,2040,23.819
948,constant_mortality,5yearly,2040,17.769
948,high_variant,5yearly,2040,20.642
