region,variant,freq,year,birthper1000population
906,estimates,5yearly,1950,39.467
906,estimates,5yearly,1955,34.313
906,estimates,5yearly,1960,37.08
906,estimates,5yearly,1965,36.48
906,estimates,5yearly,1970,29.92
906,estimates,5yearly,1975,21.695
906,estimates,5yearly,1980,20.693
906,estimates,5yearly,1985,23.112
906,estimates,5yearly,1990,17.147
906,estimates,5yearly,1995,13.221
906,estimates,5yearly,2000,12.198
906,estimates,5yearly,2005,12.111
906,estimates,5yearly,2010,12.154
906,constant_fertility,5yearly,2015,10.916
906,constant_mortality,5yearly,2015,11.258
906,high_variant,5yearly,2015,12.932
906,instant_replacement,5yearly,2015,15.014
906,low_variant,5yearly,2015,9.546
906,medium_variant,5yearly,2015,11.246
906,momentum,5yearly,2015,15.075
906,no_change,5yearly,2015,10.928
906,zero_migration,5yearly,2015,11.252
906,constant_fertility,5yearly,2020,9.418
906,constant_mortality,5yearly,2020,10.196
906,high_variant,5yearly,2020,12.438
906,instant_replacement,5yearly,2020,12.991
906,low_variant,5yearly,2020,7.799
906,medium_variant,5yearly,2020,10.153
906,momentum,5yearly,2020,13.121
906,no_change,5yearly,2020,9.458
906,zero_migration,5yearly,2020,10.167
906,constant_fertility,5yearly,2025,8.594
906,constant_mortality,5yearly,2025,9.523
906,high_variant,5yearly,2025,11.926
906,instant_replacement,5yearly,2025,11.654
906,low_variant,5yearly,2025,6.799
906,medium_variant,5yearly,2025,9.434
906,momentum,5yearly,2025,11.856
906,no_change,5yearly,2025,8.676
906,zero_migration,5yearly,2025,9.454
906,constant_fertility,5yearly,2030,8.416
906,constant_mortality,5yearly,2030,9.234
906,high_variant,5yearly,2030,11.307
906,instant_replacement,5yearly,2030,10.911
906,low_variant,5yearly,2030,6.667
906,medium_variant,5yearly,2030,9.08
906,momentum,5yearly,2030,11.193
906,no_change,5yearly,2030,8.561
906,zero_migration,5yearly,2030,9.103
906,constant_fertility,5yearly,2035,8.401
906,constant_mortality,5yearly,2035,9.241
906,high_variant,5yearly,2035,11.209
906,instant_replacement,5yearly,2035,10.869
906,low_variant,5yearly,2035,6.628
906,medium_variant,5yearly,2035,9.001
906,momentum,5yearly,2035,11.259
906,no_change,5yearly,2035,8.628
906,zero_migration,5yearly,2035,9.025
906,constant_fertility,5yearly,2040,8.144
906,constant_mortality,5yearly,2040,9.384
906,high_variant,5yearly,2040,11.536
906,instant_replacement,5yearly,2040,11.375
906,low_variant,5yearly,2040,6.492
906,medium_variant,5yearly,2040,9.04
906,momentum,5yearly,2040,11.913
906,no_change,5yearly,2040,8.456
906,zero_migration,5yearly,2040,9.066
906,constant_fertility,5yearly,2045,7.68
906,constant_mortality,5yearly,2045,9.451
906,high_variant,5yearly,2045,11.97
906,instant_replacement,5yearly,2045,11.869
906,low_variant,5yearly,2045,6.128
906,medium_variant,5yearly,2045,8.997
906,momentum,5yearly,2045,12.577
906,no_change,5yearly,2045,8.074
906,zero_migration,5yearly,2045,9.026
906,constant_fertility,5yearly,2050,7.315
906,constant_mortality,5yearly,2050,9.395
906,high_variant,5yearly,2050,12.234
906,instant_replacement,5yearly,2050,11.902
906,low_variant,5yearly,2050,5.645
906,medium_variant,5yearly,2050,8.834
906,momentum,5yearly,2050,12.76
906,no_change,5yearly,2050,7.793
906,zero_migration,5yearly,2050,8.867
906,constant_fertility,5yearly,2055,7.203
906,constant_mortality,5yearly,2055,9.339
906,high_variant,5yearly,2055,12.272
906,instant_replacement,5yearly,2055,11.515
906,low_variant,5yearly,2055,5.284
906,medium_variant,5yearly,2055,8.673
906,momentum,5yearly,2055,12.481
906,no_change,5yearly,2055,7.78
906,zero_migration,5yearly,2055,8.709
906,constant_fertility,5yearly,2060,7.229
906,constant_mortality,5yearly,2060,9.416
906,high_variant,5yearly,2060,12.236
906,instant_replacement,5yearly,2060,11.18
906,low_variant,5yearly,2060,5.181
906,medium_variant,5yearly,2060,8.639
906,momentum,5yearly,2060,12.238
906,no_change,5yearly,2060,7.917
906,zero_migration,5yearly,2060,8.675
906,constant_fertility,5yearly,2065,7.203
906,constant_mortality,5yearly,2065,9.629
906,high_variant,5yearly,2065,12.299
906,instant_replacement,5yearly,2065,11.153
906,low_variant,5yearly,2065,5.253
906,medium_variant,5yearly,2065,8.732
906,momentum,5yearly,2065,12.314
906,no_change,5yearly,2065,7.994
906,zero_migration,5yearly,2065,8.766
906,constant_fertility,5yearly,2070,7.072
906,constant_mortality,5yearly,2070,9.891
906,high_variant,5yearly,2070,12.535
906,instant_replacement,5yearly,2070,11.409
906,low_variant,5yearly,2070,5.334
906,medium_variant,5yearly,2070,8.879
906,momentum,5yearly,2070,12.684
906,no_change,5yearly,2070,7.946
906,zero_migration,5yearly,2070,8.911
906,constant_fertility,5yearly,2075,6.926
906,constant_mortality,5yearly,2075,10.084
906,high_variant,5yearly,2075,12.832
906,instant_replacement,5yearly,2075,11.697
906,low_variant,5yearly,2075,5.311
906,medium_variant,5yearly,2075,8.981
906,momentum,5yearly,2075,13.07
906,no_change,5yearly,2075,7.865
906,zero_migration,5yearly,2075,9.013
906,constant_fertility,5yearly,2080,6.855
906,constant_mortality,5yearly,2080,10.164
906,high_variant,5yearly,2080,13.04
906,instant_replacement,5yearly,2080,11.794
906,low_variant,5yearly,2080,5.193
906,medium_variant,5yearly,2080,9
906,momentum,5yearly,2080,13.227
906,no_change,5yearly,2080,7.854
906,zero_migration,5yearly,2080,9.034
906,constant_fertility,5yearly,2085,6.848
906,constant_mortality,5yearly,2085,10.178
906,high_variant,5yearly,2085,13.082
906,instant_replacement,5yearly,2085,11.645
906,low_variant,5yearly,2085,5.068
906,medium_variant,5yearly,2085,8.965
906,momentum,5yearly,2085,13.114
906,no_change,5yearly,2085,7.913
906,zero_migration,5yearly,2085,9
906,constant_fertility,5yearly,2090,6.832
906,constant_mortality,5yearly,2090,10.209
906,high_variant,5yearly,2090,13.006
906,instant_replacement,5yearly,2090,11.391
906,low_variant,5yearly,2090,5.021
906,medium_variant,5yearly,2090,8.933
906,momentum,5yearly,2090,12.908
906,no_change,5yearly,2090,7.972
906,zero_migration,5yearly,2090,8.967
906,constant_fertility,5yearly,2095,6.769
906,constant_mortality,5yearly,2095,10.298
906,high_variant,5yearly,2095,12.922
906,instant_replacement,5yearly,2095,11.222
906,low_variant,5yearly,2095,5.069
906,medium_variant,5yearly,2095,8.943
906,momentum,5yearly,2095,12.82
906,no_change,5yearly,2095,7.984
906,zero_migration,5yearly,2095,8.974
