region,variant,freq,year,birthper1000population
915,estimates,5yearly,1950,39.394
915,estimates,5yearly,1955,38.059
915,estimates,5yearly,1960,39.341
915,estimates,5yearly,1965,35.255
915,estimates,5yearly,1970,31.364
915,estimates,5yearly,1975,27.431
915,estimates,5yearly,1980,27.18
915,estimates,5yearly,1985,25.968
915,estimates,5yearly,1990,23.696
915,estimates,5yearly,1995,21.68
915,estimates,5yearly,2000,19.974
915,estimates,5yearly,2005,18.807
915,estimates,5yearly,2010,17.784
915,constant_fertility,5yearly,2015,17.626
915,constant_mortality,5yearly,2015,16.718
915,high_variant,5yearly,2015,18.507
915,instant_replacement,5yearly,2015,16.323
915,low_variant,5yearly,2015,14.891
915,medium_variant,5yearly,2015,16.707
915,momentum,5yearly,2015,16.53
915,no_change,5yearly,2015,17.638
915,zero_migration,5yearly,2015,16.791
915,constant_fertility,5yearly,2020,17.207
915,constant_mortality,5yearly,2020,15.691
915,high_variant,5yearly,2020,18.297
915,instant_replacement,5yearly,2020,15.847
915,low_variant,5yearly,2020,12.917
915,medium_variant,5yearly,2020,15.65
915,momentum,5yearly,2020,16.301
915,no_change,5yearly,2020,17.251
915,zero_migration,5yearly,2020,15.851
915,constant_fertility,5yearly,2025,16.665
915,constant_mortality,5yearly,2025,14.74
915,high_variant,5yearly,2025,17.662
915,instant_replacement,5yearly,2025,15.245
915,low_variant,5yearly,2025,11.455
915,medium_variant,5yearly,2025,14.656
915,momentum,5yearly,2025,15.869
915,no_change,5yearly,2025,16.758
915,zero_migration,5yearly,2025,14.9
915,constant_fertility,5yearly,2030,16.183
915,constant_mortality,5yearly,2030,13.915
915,high_variant,5yearly,2030,16.532
915,instant_replacement,5yearly,2030,14.609
915,low_variant,5yearly,2030,10.789
915,medium_variant,5yearly,2030,13.779
915,momentum,5yearly,2030,15.336
915,no_change,5yearly,2030,16.335
915,zero_migration,5yearly,2030,14.008
915,constant_fertility,5yearly,2035,15.898
915,constant_mortality,5yearly,2035,13.236
915,high_variant,5yearly,2035,15.812
915,instant_replacement,5yearly,2035,14.016
915,low_variant,5yearly,2035,10.08
915,medium_variant,5yearly,2035,13.044
915,momentum,5yearly,2035,14.815
915,no_change,5yearly,2035,16.114
915,zero_migration,5yearly,2035,13.236
915,constant_fertility,5yearly,2040,15.803
915,constant_mortality,5yearly,2040,12.712
915,high_variant,5yearly,2040,15.521
915,instant_replacement,5yearly,2040,13.588
915,low_variant,5yearly,2040,9.319
915,medium_variant,5yearly,2040,12.462
915,momentum,5yearly,2040,14.478
915,no_change,5yearly,2040,16.083
915,zero_migration,5yearly,2040,12.629
915,constant_fertility,5yearly,2045,15.801
915,constant_mortality,5yearly,2045,12.26
915,high_variant,5yearly,2045,15.452
915,instant_replacement,5yearly,2045,13.332
915,low_variant,5yearly,2045,8.497
915,medium_variant,5yearly,2045,11.954
915,momentum,5yearly,2045,14.35
915,no_change,5yearly,2045,16.144
915,zero_migration,5yearly,2045,12.125
915,constant_fertility,5yearly,2050,15.838
915,constant_mortality,5yearly,2050,11.862
915,high_variant,5yearly,2050,15.372
915,instant_replacement,5yearly,2050,13.124
915,low_variant,5yearly,2050,7.739
915,medium_variant,5yearly,2050,11.5
915,momentum,5yearly,2050,14.298
915,no_change,5yearly,2050,16.242
915,zero_migration,5yearly,2050,11.694
915,constant_fertility,5yearly,2055,15.895
915,constant_mortality,5yearly,2055,11.501
915,high_variant,5yearly,2055,15.11
915,instant_replacement,5yearly,2055,12.906
915,low_variant,5yearly,2055,7.155
915,medium_variant,5yearly,2055,11.084
915,momentum,5yearly,2055,14.223
915,no_change,5yearly,2055,16.358
915,zero_migration,5yearly,2055,11.298
915,constant_fertility,5yearly,2060,15.977
915,constant_mortality,5yearly,2060,11.208
915,high_variant,5yearly,2060,14.744
915,instant_replacement,5yearly,2060,12.689
915,low_variant,5yearly,2060,6.775
915,medium_variant,5yearly,2060,10.735
915,momentum,5yearly,2060,14.114
915,no_change,5yearly,2060,16.491
915,zero_migration,5yearly,2060,10.95
915,constant_fertility,5yearly,2065,16.09
915,constant_mortality,5yearly,2065,10.991
915,high_variant,5yearly,2065,14.443
915,instant_replacement,5yearly,2065,12.51
915,low_variant,5yearly,2065,6.51
915,medium_variant,5yearly,2065,10.46
915,momentum,5yearly,2065,14.014
915,no_change,5yearly,2065,16.653
915,zero_migration,5yearly,2065,10.661
915,constant_fertility,5yearly,2070,16.228
915,constant_mortality,5yearly,2070,10.834
915,high_variant,5yearly,2070,14.294
915,instant_replacement,5yearly,2070,12.388
915,low_variant,5yearly,2070,6.254
915,medium_variant,5yearly,2070,10.24
915,momentum,5yearly,2070,13.97
915,no_change,5yearly,2070,16.84
915,zero_migration,5yearly,2070,10.427
915,constant_fertility,5yearly,2075,16.381
915,constant_mortality,5yearly,2075,10.723
915,high_variant,5yearly,2075,14.264
915,instant_replacement,5yearly,2075,12.317
915,low_variant,5yearly,2075,5.975
915,medium_variant,5yearly,2075,10.059
915,momentum,5yearly,2075,13.994
915,no_change,5yearly,2075,17.041
915,zero_migration,5yearly,2075,10.243
915,constant_fertility,5yearly,2080,16.535
915,constant_mortality,5yearly,2080,10.634
915,high_variant,5yearly,2080,14.237
915,instant_replacement,5yearly,2080,12.258
915,low_variant,5yearly,2080,5.701
915,medium_variant,5yearly,2080,9.899
915,momentum,5yearly,2080,14.043
915,no_change,5yearly,2080,17.241
915,zero_migration,5yearly,2080,10.089
915,constant_fertility,5yearly,2085,16.684
915,constant_mortality,5yearly,2085,10.565
915,high_variant,5yearly,2085,14.139
915,instant_replacement,5yearly,2085,12.177
915,low_variant,5yearly,2085,5.487
915,medium_variant,5yearly,2085,9.76
915,momentum,5yearly,2085,14.066
915,no_change,5yearly,2085,17.429
915,zero_migration,5yearly,2085,9.959
915,constant_fertility,5yearly,2090,16.82
915,constant_mortality,5yearly,2090,10.511
915,high_variant,5yearly,2090,13.967
915,instant_replacement,5yearly,2090,12.071
915,low_variant,5yearly,2090,5.354
915,medium_variant,5yearly,2090,9.638
915,momentum,5yearly,2090,14.047
915,no_change,5yearly,2090,17.603
915,zero_migration,5yearly,2090,9.84
915,constant_fertility,5yearly,2095,16.942
915,constant_mortality,5yearly,2095,10.481
915,high_variant,5yearly,2095,13.79
915,instant_replacement,5yearly,2095,11.96
915,low_variant,5yearly,2095,5.286
915,medium_variant,5yearly,2095,9.537
