region,variant,freq,year,birthper1000population
941,estimates,5yearly,1950,48.266
941,estimates,5yearly,1955,48.185
941,estimates,5yearly,1960,47.985
941,estimates,5yearly,1965,47.515
941,estimates,5yearly,1970,46.927
941,estimates,5yearly,1975,46.247
941,estimates,5yearly,1980,45.485
941,estimates,5yearly,1985,43.52
941,estimates,5yearly,1990,41.376
941,estimates,5yearly,1995,39.562
941,estimates,5yearly,2000,37.657
941,estimates,5yearly,2005,35.565
941,estimates,5yearly,2010,33.466
941,constant_fertility,5yearly,2015,34.129
941,constant_mortality,5yearly,2015,31.692
941,high_variant,5yearly,2015,33.459
941,instant_replacement,5yearly,2015,18.427
941,low_variant,5yearly,2015,29.835
941,medium_variant,5yearly,2015,31.664
941,momentum,5yearly,2015,18.842
941,no_change,5yearly,2015,34.161
941,zero_migration,5yearly,2015,31.673
941,constant_fertility,5yearly,2020,34.444
941,constant_mortality,5yearly,2020,30.061
941,high_variant,5yearly,2020,32.602
941,instant_replacement,5yearly,2020,19.361
941,low_variant,5yearly,2020,27.228
941,medium_variant,5yearly,2020,29.958
941,momentum,5yearly,2020,20.143
941,no_change,5yearly,2020,34.571
941,zero_migration,5yearly,2020,29.965
941,constant_fertility,5yearly,2025,34.37
941,constant_mortality,5yearly,2025,28.58
941,high_variant,5yearly,2025,31.386
941,instant_replacement,5yearly,2025,20.107
941,low_variant,5yearly,2025,25.172
941,medium_variant,5yearly,2025,28.375
941,momentum,5yearly,2025,21.195
941,no_change,5yearly,2025,34.637
941,zero_migration,5yearly,2025,28.349
941,constant_fertility,5yearly,2030,34.104
941,constant_mortality,5yearly,2030,27.168
941,high_variant,5yearly,2030,29.601
941,instant_replacement,5yearly,2030,20.125
941,low_variant,5yearly,2030,23.907
941,medium_variant,5yearly,2030,26.871
941,momentum,5yearly,2030,21.439
941,no_change,5yearly,2030,34.505
941,zero_migration,5yearly,2030,26.8
941,constant_fertility,5yearly,2035,34.035
941,constant_mortality,5yearly,2035,25.776
941,high_variant,5yearly,2035,28.183
941,instant_replacement,5yearly,2035,18.921
941,low_variant,5yearly,2035,22.466
941,medium_variant,5yearly,2035,25.43
941,momentum,5yearly,2035,20.365
941,no_change,5yearly,2035,34.519
941,zero_migration,5yearly,2035,25.327
941,constant_fertility,5yearly,2040,34.269
941,constant_mortality,5yearly,2040,24.428
941,high_variant,5yearly,2040,27.096
941,instant_replacement,5yearly,2040,17.028
941,low_variant,5yearly,2040,20.897
941,medium_variant,5yearly,2040,24.072
941,momentum,5yearly,2040,18.55
941,no_change,5yearly,2040,34.798
941,zero_migration,5yearly,2040,23.958
941,constant_fertility,5yearly,2045,34.648
941,constant_mortality,5yearly,2045,23.152
941,high_variant,5yearly,2045,26.143
941,instant_replacement,5yearly,2045,15.477
941,low_variant,5yearly,2045,19.343
941,medium_variant,5yearly,2045,22.796
941,momentum,5yearly,2045,17.117
941,no_change,5yearly,2045,35.215
941,zero_migration,5yearly,2045,22.686
941,constant_fertility,5yearly,2050,35.027
941,constant_mortality,5yearly,2050,21.997
941,high_variant,5yearly,2050,25.191
941,instant_replacement,5yearly,2050,14.685
941,low_variant,5yearly,2050,17.965
941,medium_variant,5yearly,2050,21.629
941,momentum,5yearly,2050,16.513
941,no_change,5yearly,2050,35.644
941,zero_migration,5yearly,2050,21.526
941,constant_fertility,5yearly,2055,35.362
941,constant_mortality,5yearly,2055,20.956
941,high_variant,5yearly,2055,24.193
941,instant_replacement,5yearly,2055,14.481
941,low_variant,5yearly,2055,16.8
941,medium_variant,5yearly,2055,20.56
941,momentum,5yearly,2055,16.528
941,no_change,5yearly,2055,36.037
941,zero_migration,5yearly,2055,20.459
941,constant_fertility,5yearly,2060,35.673
941,constant_mortality,5yearly,2060,20.024
941,high_variant,5yearly,2060,23.226
941,instant_replacement,5yearly,2060,14.426
941,low_variant,5yearly,2060,15.803
941,medium_variant,5yearly,2060,19.587
941,momentum,5yearly,2060,16.674
941,no_change,5yearly,2060,36.408
941,zero_migration,5yearly,2060,19.486
