region,variant,freq,year,birthper1000population
927,estimates,5yearly,1950,23.475
927,estimates,5yearly,1955,23.435
927,estimates,5yearly,1960,22.029
927,estimates,5yearly,1965,20.435
927,estimates,5yearly,1970,19.46
927,estimates,5yearly,1975,16.051
927,estimates,5yearly,1980,15.603
927,estimates,5yearly,1985,15.348
927,estimates,5yearly,1990,15.066
927,estimates,5yearly,1995,13.756
927,estimates,5yearly,2000,13.028
927,estimates,5yearly,2005,13.956
927,estimates,5yearly,2010,13.352
927,constant_fertility,5yearly,2015,13.201
927,constant_mortality,5yearly,2015,12.855
927,high_variant,5yearly,2015,14.512
927,instant_replacement,5yearly,2015,14.31
927,low_variant,5yearly,2015,11.159
927,medium_variant,5yearly,2015,12.843
927,momentum,5yearly,2015,14.178
927,no_change,5yearly,2015,13.214
927,zero_migration,5yearly,2015,12.699
927,constant_fertility,5yearly,2020,12.745
927,constant_mortality,5yearly,2020,12.296
927,high_variant,5yearly,2020,14.721
927,instant_replacement,5yearly,2020,13.78
927,low_variant,5yearly,2020,9.703
927,medium_variant,5yearly,2020,12.249
927,momentum,5yearly,2020,13.382
927,no_change,5yearly,2020,12.794
927,zero_migration,5yearly,2020,11.834
927,constant_fertility,5yearly,2025,12.182
927,constant_mortality,5yearly,2025,11.712
927,high_variant,5yearly,2025,14.434
927,instant_replacement,5yearly,2025,13.11
927,low_variant,5yearly,2025,8.639
927,medium_variant,5yearly,2025,11.619
927,momentum,5yearly,2025,12.476
927,no_change,5yearly,2025,12.28
927,zero_migration,5yearly,2025,10.945
927,constant_fertility,5yearly,2030,11.823
927,constant_mortality,5yearly,2030,11.316
927,high_variant,5yearly,2030,13.731
927,instant_replacement,5yearly,2030,12.63
927,low_variant,5yearly,2030,8.382
927,medium_variant,5yearly,2030,11.166
927,momentum,5yearly,2030,11.83
927,no_change,5yearly,2030,11.981
927,zero_migration,5yearly,2030,10.287
927,constant_fertility,5yearly,2035,11.776
927,constant_mortality,5yearly,2035,11.267
927,high_variant,5yearly,2035,13.538
927,instant_replacement,5yearly,2035,12.538
927,low_variant,5yearly,2035,8.329
927,medium_variant,5yearly,2035,11.051
927,momentum,5yearly,2035,11.698
927,no_change,5yearly,2035,12.003
927,zero_migration,5yearly,2035,10.053
927,constant_fertility,5yearly,2040,11.874
927,constant_mortality,5yearly,2040,11.393
927,high_variant,5yearly,2040,13.735
927,instant_replacement,5yearly,2040,12.732
927,low_variant,5yearly,2040,8.287
927,medium_variant,5yearly,2040,11.105
927,momentum,5yearly,2040,11.959
927,no_change,5yearly,2040,12.178
927,zero_migration,5yearly,2040,10.048
927,constant_fertility,5yearly,2045,11.913
927,constant_mortality,5yearly,2045,11.472
927,high_variant,5yearly,2045,14.103
927,instant_replacement,5yearly,2045,12.978
927,low_variant,5yearly,2045,8.049
927,medium_variant,5yearly,2045,11.112
927,momentum,5yearly,2045,12.297
927,no_change,5yearly,2045,12.291
927,zero_migration,5yearly,2045,9.985
927,constant_fertility,5yearly,2050,11.811
927,constant_mortality,5yearly,2050,11.397
927,high_variant,5yearly,2050,14.365
927,instant_replacement,5yearly,2050,13.042
927,low_variant,5yearly,2050,7.622
927,medium_variant,5yearly,2050,10.974
927,momentum,5yearly,2050,12.422
927,no_change,5yearly,2050,12.256
927,zero_migration,5yearly,2050,9.755
927,constant_fertility,5yearly,2055,11.606
927,constant_mortality,5yearly,2055,11.227
927,high_variant,5yearly,2055,14.339
927,instant_replacement,5yearly,2055,12.841
927,low_variant,5yearly,2055,7.224
927,medium_variant,5yearly,2055,10.745
927,momentum,5yearly,2055,12.241
927,no_change,5yearly,2055,12.111
927,zero_migration,5yearly,2055,9.447
927,constant_fertility,5yearly,2060,11.405
927,constant_mortality,5yearly,2060,11.066
927,high_variant,5yearly,2060,14.099
927,instant_replacement,5yearly,2060,12.548
927,low_variant,5yearly,2060,6.991
927,medium_variant,5yearly,2060,10.528
927,momentum,5yearly,2060,11.971
927,no_change,5yearly,2060,11.969
927,zero_migration,5yearly,2060,9.186
927,constant_fertility,5yearly,2065,11.28
