region,variant,freq,year,birthper1000population
954,estimates,5yearly,1950,40.352
954,estimates,5yearly,1955,41.645
954,estimates,5yearly,1960,41.593
954,estimates,5yearly,1965,37.82
954,estimates,5yearly,1970,35.652
954,estimates,5yearly,1975,34.992
954,estimates,5yearly,1980,34.213
954,estimates,5yearly,1985,32.802
954,estimates,5yearly,1990,30.249
954,estimates,5yearly,1995,28.328
954,estimates,5yearly,2000,25.332
954,estimates,5yearly,2005,22.595
954,estimates,5yearly,2010,21.042
954,constant_fertility,5yearly,2015,21.246
954,constant_mortality,5yearly,2015,19.966
954,high_variant,5yearly,2015,21.637
954,instant_replacement,5yearly,2015,15.41
954,low_variant,5yearly,2015,18.254
954,medium_variant,5yearly,2015,19.954
954,momentum,5yearly,2015,15.667
954,no_change,5yearly,2015,21.259
954,zero_migration,5yearly,2015,20.252
954,constant_fertility,5yearly,2020,21.52
954,constant_mortality,5yearly,2020,19.272
954,high_variant,5yearly,2020,21.801
954,instant_replacement,5yearly,2020,15.982
954,low_variant,5yearly,2020,16.571
954,medium_variant,5yearly,2020,19.224
954,momentum,5yearly,2020,16.562
954,no_change,5yearly,2020,21.573
954,zero_migration,5yearly,2020,19.883
954,constant_fertility,5yearly,2025,21.573
954,constant_mortality,5yearly,2025,18.691
954,high_variant,5yearly,2025,21.604
954,instant_replacement,5yearly,2025,16.332
954,low_variant,5yearly,2025,15.38
954,medium_variant,5yearly,2025,18.587
954,momentum,5yearly,2025,17.05
954,no_change,5yearly,2025,21.693
954,zero_migration,5yearly,2025,19.263
954,constant_fertility,5yearly,2030,21.307
954,constant_mortality,5yearly,2030,17.995
954,high_variant,5yearly,2030,20.517
954,instant_replacement,5yearly,2030,16.263
954,low_variant,5yearly,2030,14.859
954,medium_variant,5yearly,2030,17.816
954,momentum,5yearly,2030,16.952
954,no_change,5yearly,2030,21.519
954,zero_migration,5yearly,2030,18.279
954,constant_fertility,5yearly,2035,20.882
954,constant_mortality,5yearly,2035,17.196
954,high_variant,5yearly,2035,19.449
954,instant_replacement,5yearly,2035,15.782
954,low_variant,5yearly,2035,14.156
954,medium_variant,5yearly,2035,16.933
954,momentum,5yearly,2035,16.396
954,no_change,5yearly,2035,21.191
954,zero_migration,5yearly,2035,17.143
954,constant_fertility,5yearly,2040,20.59
954,constant_mortality,5yearly,2040,16.401
954,high_variant,5yearly,2040,18.695
954,instant_replacement,5yearly,2040,14.726
954,low_variant,5yearly,2040,13.238
954,medium_variant,5yearly,2040,16.065
954,momentum,5yearly,2040,15.397
954,no_change,5yearly,2040,20.986
954,zero_migration,5yearly,2040,16.161
954,constant_fertility,5yearly,2045,20.578
954,constant_mortality,5yearly,2045,15.645
954,high_variant,5yearly,2045,18.352
954,instant_replacement,5yearly,2045,13.239
954,low_variant,5yearly,2045,12.084
954,medium_variant,5yearly,2045,15.255
954,momentum,5yearly,2045,14.174
954,no_change,5yearly,2045,21.053
954,zero_migration,5yearly,2045,15.454
954,constant_fertility,5yearly,2050,20.826
954,constant_mortality,5yearly,2050,15.071
954,high_variant,5yearly,2050,18.274
954,instant_replacement,5yearly,2050,12.411
954,low_variant,5yearly,2050,11.002
954,medium_variant,5yearly,2050,14.634
954,momentum,5yearly,2050,13.653
954,no_change,5yearly,2050,21.372
954,zero_migration,5yearly,2050,15.01
954,constant_fertility,5yearly,2055,21.141
954,constant_mortality,5yearly,2055,14.665
954,high_variant,5yearly,2055,18.08
954,instant_replacement,5yearly,2055,12.598
954,low_variant,5yearly,2055,10.268
954,medium_variant,5yearly,2055,14.183
954,momentum,5yearly,2055,13.99
954,no_change,5yearly,2055,21.753
954,zero_migration,5yearly,2055,14.622
954,constant_fertility,5yearly,2060,21.349
954,constant_mortality,5yearly,2060,14.311
954,high_variant,5yearly,2060,17.6
954,instant_replacement,5yearly,2060,12.999
954,low_variant,5yearly,2060,9.837
954,medium_variant,5yearly,2060,13.771
954,momentum,5yearly,2060,14.396
954,no_change,5yearly,2060,22.028
954,zero_migration,5yearly,2060,14.126
954,constant_fertility,5yearly,2065,21.42
954,constant_mortality,5yearly,2065,13.929
954,high_variant,5yearly,2065,16.974
954,instant_replacement,5yearly,2065,13.06
954,low_variant,5yearly,2065,9.51
954,medium_variant,5yearly,2065,13.325
954,momentum,5yearly,2065,14.441
954,no_change,5yearly,2065,22.169
954,zero_migration,5yearly,2065,13.54
