country,variant,gender,freq,year,under60mortalityper1000livebirth
232,estimates,female,5yearly,1950,691.77
232,estimates,male,5yearly,1950,737.77
232,estimates,female,5yearly,1955,655.35
232,estimates,male,5yearly,1955,704.84
232,estimates,female,5yearly,1960,606.59
232,estimates,male,5yearly,1960,660.35
232,estimates,female,5yearly,1965,577.65
232,estimates,male,5yearly,1965,631.78
232,estimates,female,5yearly,1970,551.68008
232,estimates,male,5yearly,1970,608.6792
232,estimates,female,5yearly,1975,530.10199
232,estimates,male,5yearly,1975,584.36762
232,estimates,female,5yearly,1980,512.80718
232,estimates,male,5yearly,1980,566.25425
232,estimates,female,5yearly,1985,497.37399
232,estimates,male,5yearly,1985,547.49089
232,estimates,female,5yearly,1990,467.62698
232,estimates,male,5yearly,1990,525.70266
232,estimates,female,5yearly,1995,430.3592
232,estimates,male,5yearly,1995,489.0796
232,estimates,female,5yearly,2000,393.79138
232,estimates,male,5yearly,2000,474.66979
232,estimates,female,5yearly,2005,330.78832
232,estimates,male,5yearly,2005,404.89339
232,estimates,female,5yearly,2010,282.65568
232,estimates,male,5yearly,2010,361.24103
232,medium_variant,female,5yearly,2015,242.05801
232,medium_variant,male,5yearly,2015,322.10008
232,medium_variant,female,5yearly,2020,207.99328
232,medium_variant,male,5yearly,2020,291.15138
232,medium_variant,female,5yearly,2025,179.56467
232,medium_variant,male,5yearly,2025,263.91825
232,medium_variant,female,5yearly,2030,156.18913
232,medium_variant,male,5yearly,2030,240.93748
232,medium_variant,female,5yearly,2035,136.81933
232,medium_variant,male,5yearly,2035,220.30256
232,medium_variant,female,5yearly,2040,124.07566
232,medium_variant,male,5yearly,2040,204.23062
232,medium_variant,female,5yearly,2045,113.22567
232,medium_variant,male,5yearly,2045,189.45715
232,medium_variant,female,5yearly,2050,103.99833
232,medium_variant,male,5yearly,2050,176.34312
232,medium_variant,female,5yearly,2055,95.9147
232,medium_variant,male,5yearly,2055,163.49658
232,medium_variant,female,5yearly,2060,88.61022
232,medium_variant,male,5yearly,2060,151.01975
232,medium_variant,female,5yearly,2065,82.7334200000001
232,medium_variant,male,5yearly,2065,138.48352
232,medium_variant,female,5yearly,2070,77.1419800000001
232,medium_variant,male,5yearly,2070,126.87734
232,medium_variant,female,5yearly,2075,72.10555
232,medium_variant,male,5yearly,2075,116.02054
232,medium_variant,female,5yearly,2080,67.36711
232,medium_variant,male,5yearly,2080,105.89002
232,medium_variant,female,5yearly,2085,62.9539299999999
232,medium_variant,male,5yearly,2085,95.9093700000001
232,medium_variant,female,5yearly,2090,58.82277
232,medium_variant,male,5yearly,2090,87.2598699999999
232,medium_variant,female,5yearly,2095,54.93647
232,medium_variant,male,5yearly,2095,79.4509299999999
232,estimates,female,5yearly,Regi,Eritrea
232,estimates,male,5yearly,Regi,Eritrea
232,medium_variant,female,5yearly,Regi,Eritrea
232,medium_variant,male,5yearly,Regi,Eritrea
