country,variant,gender,freq,year,under60mortalityper1000livebirth
780,estimates,female,5yearly,1950,372.69576
780,estimates,male,5yearly,1950,409.8618
780,estimates,female,5yearly,1955,305.64027
780,estimates,male,5yearly,1955,373.43832
780,estimates,female,5yearly,1960,257.32294
780,estimates,male,5yearly,1960,325.35676
780,estimates,female,5yearly,1965,241.72505
780,estimates,male,5yearly,1965,317.03946
780,estimates,female,5yearly,1970,225.52286
780,estimates,male,5yearly,1970,314.12677
780,estimates,female,5yearly,1975,211.73188
780,estimates,male,5yearly,1975,296.0241
780,estimates,female,5yearly,1980,203.87838
780,estimates,male,5yearly,1980,292.16508
780,estimates,female,5yearly,1985,197.24661
780,estimates,male,5yearly,1985,283.48585
780,estimates,female,5yearly,1990,188.5666
780,estimates,male,5yearly,1990,276.20594
780,estimates,female,5yearly,1995,178.32108
780,estimates,male,5yearly,1995,285.54557
780,estimates,female,5yearly,2000,168.72983
780,estimates,male,5yearly,2000,279.01582
780,estimates,female,5yearly,2005,163.6673
780,estimates,male,5yearly,2005,267.57892
780,estimates,female,5yearly,2010,152.984
780,estimates,male,5yearly,2010,250.9657
780,medium_variant,female,5yearly,2015,143.97588
780,medium_variant,male,5yearly,2015,242.77906
780,medium_variant,female,5yearly,2020,136.44166
780,medium_variant,male,5yearly,2020,234.59223
780,medium_variant,female,5yearly,2025,129.35229
780,medium_variant,male,5yearly,2025,225.83638
780,medium_variant,female,5yearly,2030,122.54497
780,medium_variant,male,5yearly,2030,216.43832
780,medium_variant,female,5yearly,2035,115.97595
780,medium_variant,male,5yearly,2035,206.35589
780,medium_variant,female,5yearly,2040,109.5825
780,medium_variant,male,5yearly,2040,196.99318
780,medium_variant,female,5yearly,2045,103.65023
780,medium_variant,male,5yearly,2045,187.19021
780,medium_variant,female,5yearly,2050,97.83175
780,medium_variant,male,5yearly,2050,177.38864
780,medium_variant,female,5yearly,2055,92.4874999999999
780,medium_variant,male,5yearly,2055,167.54631
780,medium_variant,female,5yearly,2060,87.1866
780,medium_variant,male,5yearly,2060,157.34813
780,medium_variant,female,5yearly,2065,82.3807799999999
780,medium_variant,male,5yearly,2065,146.83776
780,medium_variant,female,5yearly,2070,77.8346799999999
780,medium_variant,male,5yearly,2070,136.73165
780,medium_variant,female,5yearly,2075,73.41039
780,medium_variant,male,5yearly,2075,125.92487
780,medium_variant,female,5yearly,2080,69.29007
780,medium_variant,male,5yearly,2080,115.8689
780,medium_variant,female,5yearly,2085,65.14076
780,medium_variant,male,5yearly,2085,106.03028
780,medium_variant,female,5yearly,2090,61.0763099999999
780,medium_variant,male,5yearly,2090,96.4438400000001
780,medium_variant,female,5yearly,2095,57.2475199999999
780,medium_variant,male,5yearly,2095,87.74819
