country,variant,gender,freq,year,under60mortalityper1000livebirth
643,estimates,female,5yearly,1950,293.31573
643,estimates,male,5yearly,1950,453.30917
643,estimates,female,5yearly,1955,210.61928
643,estimates,male,5yearly,1955,364.52657
643,estimates,female,5yearly,1960,165.91916
643,estimates,male,5yearly,1960,318.02079
643,estimates,female,5yearly,1965,152.51054
643,estimates,male,5yearly,1965,324.07888
643,estimates,female,5yearly,1970,149.73443
643,estimates,male,5yearly,1970,343.5816
643,estimates,female,5yearly,1975,159.75861
643,estimates,male,5yearly,1975,374.64901
643,estimates,female,5yearly,1980,158.82165
643,estimates,male,5yearly,1980,383.55235
643,estimates,female,5yearly,1985,139.01188
643,estimates,male,5yearly,1985,325.70595
643,estimates,female,5yearly,1990,163.63933
643,estimates,male,5yearly,1990,412.93194
643,estimates,female,5yearly,1995,172.25677
643,estimates,male,5yearly,1995,438.19481
643,estimates,female,5yearly,2000,185.24574
643,estimates,male,5yearly,2000,473.56345
643,estimates,female,5yearly,2005,164.48454
643,estimates,male,5yearly,2005,423.89831
643,estimates,female,5yearly,2010,134.54466
643,estimates,male,5yearly,2010,341.20429
643,medium_variant,female,5yearly,2015,125.46429
643,medium_variant,male,5yearly,2015,322.68007
643,medium_variant,female,5yearly,2020,116.49635
643,medium_variant,male,5yearly,2020,302.76177
643,medium_variant,female,5yearly,2025,108.37928
643,medium_variant,male,5yearly,2025,283.14923
643,medium_variant,female,5yearly,2030,101.04069
643,medium_variant,male,5yearly,2030,263.6448
643,medium_variant,female,5yearly,2035,94.21031
643,medium_variant,male,5yearly,2035,243.87306
643,medium_variant,female,5yearly,2040,88.17056
643,medium_variant,male,5yearly,2040,227.26244
643,medium_variant,female,5yearly,2045,82.67144
643,medium_variant,male,5yearly,2045,210.64134
643,medium_variant,female,5yearly,2050,77.4004700000001
643,medium_variant,male,5yearly,2050,194.39392
643,medium_variant,female,5yearly,2055,72.50163
643,medium_variant,male,5yearly,2055,178.58161
643,medium_variant,female,5yearly,2060,67.87453
643,medium_variant,male,5yearly,2060,163.35593
643,medium_variant,female,5yearly,2065,63.3616499999999
643,medium_variant,male,5yearly,2065,148.22172
643,medium_variant,female,5yearly,2070,59.14867
643,medium_variant,male,5yearly,2070,133.78062
643,medium_variant,female,5yearly,2075,55.1372900000001
643,medium_variant,male,5yearly,2075,120.20006
643,medium_variant,female,5yearly,2080,51.31713
643,medium_variant,male,5yearly,2080,107.80932
643,medium_variant,female,5yearly,2085,47.72993
643,medium_variant,male,5yearly,2085,97.48208
643,medium_variant,female,5yearly,2090,44.37311
643,medium_variant,male,5yearly,2090,88.17155
643,medium_variant,female,5yearly,2095,41.1587699999999
643,medium_variant,male,5yearly,2095,80.6625400000001
643,estimates,female,5yearly,Regi,Russian Federation
643,estimates,male,5yearly,Regi,Russian Federation
643,medium_variant,female,5yearly,Regi,Russian Federation
643,medium_variant,male,5yearly,Regi,Russian Federation
