country,variant,gender,freq,year,under60mortalityper1000livebirth
531,estimates,female,5yearly,1950,326.3518
531,estimates,male,5yearly,1950,378.5657
531,estimates,female,5yearly,1955,267.2429
531,estimates,male,5yearly,1955,319.0112
531,estimates,female,5yearly,1960,227.6691
531,estimates,male,5yearly,1960,292.1244
531,estimates,female,5yearly,1965,200.8887
531,estimates,male,5yearly,1965,267.8853
531,estimates,female,5yearly,1970,164.5283
531,estimates,male,5yearly,1970,252.0109
531,estimates,female,5yearly,1975,128.696
531,estimates,male,5yearly,1975,221.5831
531,estimates,female,5yearly,1980,113.03
531,estimates,male,5yearly,1980,201.2798
531,estimates,female,5yearly,1985,104.8028
531,estimates,male,5yearly,1985,193.0997
531,estimates,female,5yearly,1990,101.6273
531,estimates,male,5yearly,1990,190.1321
531,estimates,female,5yearly,1995,100.9493
531,estimates,male,5yearly,1995,197.8883
531,estimates,female,5yearly,2000,95.5808
531,estimates,male,5yearly,2000,196.547
531,estimates,female,5yearly,2005,88.2442
531,estimates,male,5yearly,2005,177.1122
531,estimates,female,5yearly,2010,78.8542200000001
531,estimates,male,5yearly,2010,155.78298
531,medium_variant,female,5yearly,2015,73.9827000000001
531,medium_variant,male,5yearly,2015,144.21952
531,medium_variant,female,5yearly,2020,69.0611900000001
531,medium_variant,male,5yearly,2020,131.52357
531,medium_variant,female,5yearly,2025,64.43641
531,medium_variant,male,5yearly,2025,119.08856
531,medium_variant,female,5yearly,2030,60.08792
531,medium_variant,male,5yearly,2030,107.30136
531,medium_variant,female,5yearly,2035,55.97096
531,medium_variant,male,5yearly,2035,95.98175
531,medium_variant,female,5yearly,2040,52.10588
531,medium_variant,male,5yearly,2040,85.94157
531,medium_variant,female,5yearly,2045,48.69806
531,medium_variant,male,5yearly,2045,77.20132
531,medium_variant,female,5yearly,2050,45.4405800000001
531,medium_variant,male,5yearly,2050,69.9267600000001
531,medium_variant,female,5yearly,2055,42.23398
531,medium_variant,male,5yearly,2055,63.77299
531,medium_variant,female,5yearly,2060,39.2249
531,medium_variant,male,5yearly,2060,58.44268
531,medium_variant,female,5yearly,2065,36.3625
531,medium_variant,male,5yearly,2065,53.58822
531,medium_variant,female,5yearly,2070,33.69987
531,medium_variant,male,5yearly,2070,49.15702
531,medium_variant,female,5yearly,2075,31.0715399999999
531,medium_variant,male,5yearly,2075,45.2858900000001
531,medium_variant,female,5yearly,2080,28.60237
531,medium_variant,male,5yearly,2080,41.5928200000001
531,medium_variant,female,5yearly,2085,26.21765
531,medium_variant,male,5yearly,2085,38.06351
531,medium_variant,female,5yearly,2090,24.07799
531,medium_variant,male,5yearly,2090,34.90965
531,medium_variant,female,5yearly,2095,22.02853
531,medium_variant,male,5yearly,2095,31.92258
