country,variant,gender,freq,year,under60mortalityper1000livebirth
262,estimates,female,5yearly,1950,596.07365
262,estimates,male,5yearly,1950,644.52763
262,estimates,female,5yearly,1955,569.38111
262,estimates,male,5yearly,1955,617.7669
262,estimates,female,5yearly,1960,538.04534
262,estimates,male,5yearly,1960,586.15441
262,estimates,female,5yearly,1965,507.52935
262,estimates,male,5yearly,1965,555.50608
262,estimates,female,5yearly,1970,454.5341
262,estimates,male,5yearly,1970,507.9136
262,estimates,female,5yearly,1975,430.53254
262,estimates,male,5yearly,1975,484.36973
262,estimates,female,5yearly,1980,399.63457
262,estimates,male,5yearly,1980,453.31528
262,estimates,female,5yearly,1985,378.86292
262,estimates,male,5yearly,1985,431.87546
262,estimates,female,5yearly,1990,367.34826
262,estimates,male,5yearly,1990,425.54269
262,estimates,female,5yearly,1995,378.58336
262,estimates,male,5yearly,1995,438.78138
262,estimates,female,5yearly,2000,386.14179
262,estimates,male,5yearly,2000,437.66111
262,estimates,female,5yearly,2005,354.63858
262,estimates,male,5yearly,2005,403.90281
262,estimates,female,5yearly,2010,310.39852
262,estimates,male,5yearly,2010,361.94667
262,medium_variant,female,5yearly,2015,292.9097
262,medium_variant,male,5yearly,2015,346.87873
262,medium_variant,female,5yearly,2020,275.84113
262,medium_variant,male,5yearly,2020,332.54621
262,medium_variant,female,5yearly,2025,259.95654
262,medium_variant,male,5yearly,2025,319.52736
262,medium_variant,female,5yearly,2030,245.01937
262,medium_variant,male,5yearly,2030,307.35382
262,medium_variant,female,5yearly,2035,230.89614
262,medium_variant,male,5yearly,2035,295.94032
262,medium_variant,female,5yearly,2040,217.25686
262,medium_variant,male,5yearly,2040,285.02045
262,medium_variant,female,5yearly,2045,203.81144
262,medium_variant,male,5yearly,2045,275.55685
262,medium_variant,female,5yearly,2050,191.73721
262,medium_variant,male,5yearly,2050,266.48306
262,medium_variant,female,5yearly,2055,180.40125
262,medium_variant,male,5yearly,2055,257.65297
262,medium_variant,female,5yearly,2060,169.15934
262,medium_variant,male,5yearly,2060,248.85111
262,medium_variant,female,5yearly,2065,158.54143
262,medium_variant,male,5yearly,2065,240.66465
262,medium_variant,female,5yearly,2070,148.47756
262,medium_variant,male,5yearly,2070,232.23463
262,medium_variant,female,5yearly,2075,138.87134
262,medium_variant,male,5yearly,2075,223.3531
262,medium_variant,female,5yearly,2080,130.90249
262,medium_variant,male,5yearly,2080,214.34793
262,medium_variant,female,5yearly,2085,122.99789
262,medium_variant,male,5yearly,2085,205.46281
262,medium_variant,female,5yearly,2090,116.03274
262,medium_variant,male,5yearly,2090,196.62193
262,medium_variant,female,5yearly,2095,109.24938
262,medium_variant,male,5yearly,2095,187.71067
