country,variant,gender,freq,year,under60mortalityper1000livebirth
28,estimates,female,5yearly,1950,357.4303
28,estimates,male,5yearly,1950,402.8666
28,estimates,female,5yearly,1955,325.2164
28,estimates,male,5yearly,1955,367.7335
28,estimates,female,5yearly,1960,295.0909
28,estimates,male,5yearly,1960,338.3977
28,estimates,female,5yearly,1965,267.1125
28,estimates,male,5yearly,1965,314.1442
28,estimates,female,5yearly,1970,242.2522
28,estimates,male,5yearly,1970,292.1544
28,estimates,female,5yearly,1975,220.098
28,estimates,male,5yearly,1975,272.1654
28,estimates,female,5yearly,1980,200.3203
28,estimates,male,5yearly,1980,253.9679
28,estimates,female,5yearly,1985,182.6143
28,estimates,male,5yearly,1985,237.3538
28,estimates,female,5yearly,1990,166.7606
28,estimates,male,5yearly,1990,222.1447
28,estimates,female,5yearly,1995,152.4747
28,estimates,male,5yearly,1995,208.236
28,estimates,female,5yearly,2000,139.6228
28,estimates,male,5yearly,2000,195.439
28,estimates,female,5yearly,2005,127.9901
28,estimates,male,5yearly,2005,183.6605
28,estimates,female,5yearly,2010,119.02002
28,estimates,male,5yearly,2010,173.2659
28,medium_variant,female,5yearly,2015,111.4589
28,medium_variant,male,5yearly,2015,163.28844
28,medium_variant,female,5yearly,2020,103.28586
28,medium_variant,male,5yearly,2020,152.05533
28,medium_variant,female,5yearly,2025,96.30963
28,medium_variant,male,5yearly,2025,139.8993
28,medium_variant,female,5yearly,2030,89.6499000000001
28,medium_variant,male,5yearly,2030,127.98368
28,medium_variant,female,5yearly,2035,83.32004
28,medium_variant,male,5yearly,2035,116.31774
28,medium_variant,female,5yearly,2040,77.43509
28,medium_variant,male,5yearly,2040,104.88494
28,medium_variant,female,5yearly,2045,71.85161
28,medium_variant,male,5yearly,2045,94.06674
28,medium_variant,female,5yearly,2050,66.60718
28,medium_variant,male,5yearly,2050,84.3253599999999
28,medium_variant,female,5yearly,2055,61.67989
28,medium_variant,male,5yearly,2055,75.2152700000001
28,medium_variant,female,5yearly,2060,57.0825100000001
28,medium_variant,male,5yearly,2060,66.81569
28,medium_variant,female,5yearly,2065,52.81685
28,medium_variant,male,5yearly,2065,59.61586
28,medium_variant,female,5yearly,2070,48.82732
28,medium_variant,male,5yearly,2070,53.5307
28,medium_variant,female,5yearly,2075,45.0229600000001
28,medium_variant,male,5yearly,2075,48.5254399999999
28,medium_variant,female,5yearly,2080,41.33509
28,medium_variant,male,5yearly,2080,44.09008
28,medium_variant,female,5yearly,2085,37.86121
28,medium_variant,male,5yearly,2085,40.2798600000001
28,medium_variant,female,5yearly,2090,34.65469
28,medium_variant,male,5yearly,2090,36.8230000000001
28,medium_variant,female,5yearly,2095,31.5979399999999
28,medium_variant,male,5yearly,2095,33.6259200000001
