country,variant,gender,freq,year,under60mortalityper1000livebirth
440,estimates,female,5yearly,1950,273.75639
440,estimates,male,5yearly,1950,392.45992
440,estimates,female,5yearly,1955,196.73093
440,estimates,male,5yearly,1955,307.68507
440,estimates,female,5yearly,1960,155.18055
440,estimates,male,5yearly,1960,264.44497
440,estimates,female,5yearly,1965,133.8097
440,estimates,male,5yearly,1965,254.372
440,estimates,female,5yearly,1970,129.41173
440,estimates,male,5yearly,1970,278.15979
440,estimates,female,5yearly,1975,132.33198
440,estimates,male,5yearly,1975,301.42596
440,estimates,female,5yearly,1980,133.24378
440,estimates,male,5yearly,1980,316.79131
440,estimates,female,5yearly,1985,122.23472
440,estimates,male,5yearly,1985,283.54297
440,estimates,female,5yearly,1990,136.80188
440,estimates,male,5yearly,1990,350.4681
440,estimates,female,5yearly,1995,130.21324
440,estimates,male,5yearly,1995,339.40038
440,estimates,female,5yearly,2000,114.16385
440,estimates,male,5yearly,2000,312.98976
440,estimates,female,5yearly,2005,115.05256
440,estimates,male,5yearly,2005,312.43566
440,estimates,female,5yearly,2010,98.4005899999999
440,estimates,male,5yearly,2010,271.27323
440,medium_variant,female,5yearly,2015,92.4596099999999
440,medium_variant,male,5yearly,2015,252.922
440,medium_variant,female,5yearly,2020,86.7575599999999
440,medium_variant,male,5yearly,2020,236.0227
440,medium_variant,female,5yearly,2025,81.3868799999999
440,medium_variant,male,5yearly,2025,219.20536
440,medium_variant,female,5yearly,2030,76.34555
440,medium_variant,male,5yearly,2030,203.05499
440,medium_variant,female,5yearly,2035,71.59423
440,medium_variant,male,5yearly,2035,186.99997
440,medium_variant,female,5yearly,2040,67.0539
440,medium_variant,male,5yearly,2040,171.469
440,medium_variant,female,5yearly,2045,62.79379
440,medium_variant,male,5yearly,2045,155.57314
440,medium_variant,female,5yearly,2050,58.7449800000001
440,medium_variant,male,5yearly,2050,140.23803
440,medium_variant,female,5yearly,2055,54.81623
440,medium_variant,male,5yearly,2055,126.02003
440,medium_variant,female,5yearly,2060,51.06935
440,medium_variant,male,5yearly,2060,113.74342
440,medium_variant,female,5yearly,2065,47.7695699999999
440,medium_variant,male,5yearly,2065,102.9639
440,medium_variant,female,5yearly,2070,44.5112600000001
440,medium_variant,male,5yearly,2070,93.86757
440,medium_variant,female,5yearly,2075,41.4472
440,medium_variant,male,5yearly,2075,86.16768
440,medium_variant,female,5yearly,2080,38.50992
440,medium_variant,male,5yearly,2080,79.3444400000001
440,medium_variant,female,5yearly,2085,35.71238
440,medium_variant,male,5yearly,2085,73.14753
440,medium_variant,female,5yearly,2090,32.97825
440,medium_variant,male,5yearly,2090,67.5315700000001
440,medium_variant,female,5yearly,2095,30.5194999999999
440,medium_variant,male,5yearly,2095,62.23625
440,estimates,female,5yearly,Regi,Lithuania
440,estimates,male,5yearly,Regi,Lithuania
440,medium_variant,female,5yearly,Regi,Lithuania
440,medium_variant,male,5yearly,Regi,Lithuania
