country,variant,gender,freq,year,under60mortalityper1000livebirth
704,estimates,female,5yearly,1950,382.7333
704,estimates,male,5yearly,1950,485.34372
704,estimates,female,5yearly,1955,324.34587
704,estimates,male,5yearly,1955,429.32626
704,estimates,female,5yearly,1960,274.99605
704,estimates,male,5yearly,1960,381.55929
704,estimates,female,5yearly,1965,245.82468
704,estimates,male,5yearly,1965,368.99066
704,estimates,female,5yearly,1970,285.21969
704,estimates,male,5yearly,1970,483.54621
704,estimates,female,5yearly,1975,192.49233
704,estimates,male,5yearly,1975,326.32332
704,estimates,female,5yearly,1980,170.6401
704,estimates,male,5yearly,1980,297.93746
704,estimates,female,5yearly,1985,151.94175
704,estimates,male,5yearly,1985,274.5997
704,estimates,female,5yearly,1990,134.22198
704,estimates,male,5yearly,1990,259.44899
704,estimates,female,5yearly,1995,118.11741
704,estimates,male,5yearly,1995,245.53127
704,estimates,female,5yearly,2000,105.84284
704,estimates,male,5yearly,2000,235.33582
704,estimates,female,5yearly,2005,96.24405
704,estimates,male,5yearly,2005,229.11624
704,estimates,female,5yearly,2010,90.83997
704,estimates,male,5yearly,2010,215.87157
704,medium_variant,female,5yearly,2015,84.98013
704,medium_variant,male,5yearly,2015,201.36952
704,medium_variant,female,5yearly,2020,79.38658
704,medium_variant,male,5yearly,2020,186.01607
704,medium_variant,female,5yearly,2025,74.1926300000001
704,medium_variant,male,5yearly,2025,171.02947
704,medium_variant,female,5yearly,2030,69.4192100000001
704,medium_variant,male,5yearly,2030,155.83653
704,medium_variant,female,5yearly,2035,64.8742600000001
704,medium_variant,male,5yearly,2035,141.43762
704,medium_variant,female,5yearly,2040,60.7270200000001
704,medium_variant,male,5yearly,2040,128.10379
704,medium_variant,female,5yearly,2045,56.93527
704,medium_variant,male,5yearly,2045,116.33631
704,medium_variant,female,5yearly,2050,53.3305100000001
704,medium_variant,male,5yearly,2050,106.83275
704,medium_variant,female,5yearly,2055,49.86337
704,medium_variant,male,5yearly,2055,99.2039200000001
704,medium_variant,female,5yearly,2060,46.5883100000001
704,medium_variant,male,5yearly,2060,92.48603
704,medium_variant,female,5yearly,2065,43.47574
704,medium_variant,male,5yearly,2065,86.3316099999999
704,medium_variant,female,5yearly,2070,40.40787
704,medium_variant,male,5yearly,2070,80.67624
704,medium_variant,female,5yearly,2075,37.53815
704,medium_variant,male,5yearly,2075,75.2649000000001
704,medium_variant,female,5yearly,2080,34.75131
704,medium_variant,male,5yearly,2080,70.2695
704,medium_variant,female,5yearly,2085,32.1964100000001
704,medium_variant,male,5yearly,2085,65.377
704,medium_variant,female,5yearly,2090,29.75809
704,medium_variant,male,5yearly,2090,60.79652
704,medium_variant,female,5yearly,2095,27.37467
704,medium_variant,male,5yearly,2095,56.5172100000001
704,estimates,female,5yearly,Regi,Viet Nam
704,estimates,male,5yearly,Regi,Viet Nam
704,medium_variant,female,5yearly,Regi,Viet Nam
704,medium_variant,male,5yearly,Regi,Viet Nam
