country,variant,gender,freq,year,under60mortalityper1000livebirth
732,estimates,female,5yearly,1950,679.4837
732,estimates,male,5yearly,1950,737.55536
732,estimates,female,5yearly,1955,652.0125
732,estimates,male,5yearly,1955,711.25137
732,estimates,female,5yearly,1960,625.48141
732,estimates,male,5yearly,1960,684.11232
732,estimates,female,5yearly,1965,597.14168
732,estimates,male,5yearly,1965,656.89567
732,estimates,female,5yearly,1970,566.97724
732,estimates,male,5yearly,1970,628.26251
732,estimates,female,5yearly,1975,503.91638
732,estimates,male,5yearly,1975,565.63466
732,estimates,female,5yearly,1980,441.1153
732,estimates,male,5yearly,1980,501.6422
732,estimates,female,5yearly,1985,375.78359
732,estimates,male,5yearly,1985,435.22695
732,estimates,female,5yearly,1990,337.38452
732,estimates,male,5yearly,1990,395.42214
732,estimates,female,5yearly,1995,298.70407
732,estimates,male,5yearly,1995,355.03507
732,estimates,female,5yearly,2000,255.42027
732,estimates,male,5yearly,2000,314.01786
732,estimates,female,5yearly,2005,220.05702
732,estimates,male,5yearly,2005,273.74647
732,estimates,female,5yearly,2010,185.67038
732,estimates,male,5yearly,2010,237.50491
732,medium_variant,female,5yearly,2015,161.69843
732,medium_variant,male,5yearly,2015,215.02433
732,medium_variant,female,5yearly,2020,142.46912
732,medium_variant,male,5yearly,2020,196.64541
732,medium_variant,female,5yearly,2025,126.85851
732,medium_variant,male,5yearly,2025,180.98703
732,medium_variant,female,5yearly,2030,114.14332
732,medium_variant,male,5yearly,2030,166.86349
732,medium_variant,female,5yearly,2035,103.82696
732,medium_variant,male,5yearly,2035,153.90849
732,medium_variant,female,5yearly,2040,94.6185899999999
732,medium_variant,male,5yearly,2040,141.41994
732,medium_variant,female,5yearly,2045,87.1133000000001
732,medium_variant,male,5yearly,2045,129.98093
732,medium_variant,female,5yearly,2050,80.3313
732,medium_variant,male,5yearly,2050,118.8297
732,medium_variant,female,5yearly,2055,74.41951
732,medium_variant,male,5yearly,2055,108.36612
732,medium_variant,female,5yearly,2060,68.93452
732,medium_variant,male,5yearly,2060,98.9139200000001
732,medium_variant,female,5yearly,2065,64.05422
732,medium_variant,male,5yearly,2065,89.9602700000001
732,medium_variant,female,5yearly,2070,59.2703999999999
732,medium_variant,male,5yearly,2070,81.2778999999999
732,medium_variant,female,5yearly,2075,55.07791
732,medium_variant,male,5yearly,2075,74.0511100000001
732,medium_variant,female,5yearly,2080,51.1360400000001
732,medium_variant,male,5yearly,2080,67.02928
732,medium_variant,female,5yearly,2085,47.3478500000001
732,medium_variant,male,5yearly,2085,60.31542
732,medium_variant,female,5yearly,2090,43.8450699999999
732,medium_variant,male,5yearly,2090,54.37512
732,medium_variant,female,5yearly,2095,40.71019
732,medium_variant,male,5yearly,2095,49.0256600000001
732,estimates,female,5yearly,Regi,Western Sahara
732,estimates,male,5yearly,Regi,Western Sahara
732,medium_variant,female,5yearly,Regi,Western Sahara
732,medium_variant,male,5yearly,Regi,Western Sahara
