country,variant,gender,freq,year,under60mortalityper1000livebirth
222,estimates,female,5yearly,1950,535.91282
222,estimates,male,5yearly,1950,635.14228
222,estimates,female,5yearly,1955,474.89518
222,estimates,male,5yearly,1955,557.47098
222,estimates,female,5yearly,1960,417.42061
222,estimates,male,5yearly,1960,494.03272
222,estimates,female,5yearly,1965,374.42598
222,estimates,male,5yearly,1965,467.54129
222,estimates,female,5yearly,1970,337.20515
222,estimates,male,5yearly,1970,455.58565
222,estimates,female,5yearly,1975,319.77382
222,estimates,male,5yearly,1975,486.08354
222,estimates,female,5yearly,1980,300.26805
222,estimates,male,5yearly,1980,506.6725
222,estimates,female,5yearly,1985,247.88378
222,estimates,male,5yearly,1985,438.808
222,estimates,female,5yearly,1990,194.1581
222,estimates,male,5yearly,1990,364.83423
222,estimates,female,5yearly,1995,172.13148
222,estimates,male,5yearly,1995,343.02849
222,estimates,female,5yearly,2000,156.00086
222,estimates,male,5yearly,2000,327.48311
222,estimates,female,5yearly,2005,141.15547
222,estimates,male,5yearly,2005,311.28341
222,estimates,female,5yearly,2010,126.85417
222,estimates,male,5yearly,2010,291.74448
222,medium_variant,female,5yearly,2015,115.5763
222,medium_variant,male,5yearly,2015,271.06953
222,medium_variant,female,5yearly,2020,104.72221
222,medium_variant,male,5yearly,2020,251.35731
222,medium_variant,female,5yearly,2025,96.0469000000001
222,medium_variant,male,5yearly,2025,231.93259
222,medium_variant,female,5yearly,2030,88.16539
222,medium_variant,male,5yearly,2030,213.01773
222,medium_variant,female,5yearly,2035,81.1041099999999
222,medium_variant,male,5yearly,2035,194.41608
222,medium_variant,female,5yearly,2040,74.5727199999999
222,medium_variant,male,5yearly,2040,175.28916
222,medium_variant,female,5yearly,2045,68.6381600000001
222,medium_variant,male,5yearly,2045,157.20015
222,medium_variant,female,5yearly,2050,63.17209
222,medium_variant,male,5yearly,2050,139.95907
222,medium_variant,female,5yearly,2055,57.9707799999999
222,medium_variant,male,5yearly,2055,124.26296
222,medium_variant,female,5yearly,2060,53.4671000000001
222,medium_variant,male,5yearly,2060,110.9151
222,medium_variant,female,5yearly,2065,49.2047800000001
222,medium_variant,male,5yearly,2065,100.13931
222,medium_variant,female,5yearly,2070,45.19226
222,medium_variant,male,5yearly,2070,90.78565
222,medium_variant,female,5yearly,2075,41.4456299999999
222,medium_variant,male,5yearly,2075,82.61939
222,medium_variant,female,5yearly,2080,37.9598699999999
222,medium_variant,male,5yearly,2080,75.30268
222,medium_variant,female,5yearly,2085,34.67524
222,medium_variant,male,5yearly,2085,68.3802099999999
222,medium_variant,female,5yearly,2090,31.5767600000001
222,medium_variant,male,5yearly,2090,62.0958199999999
222,medium_variant,female,5yearly,2095,28.71874
222,medium_variant,male,5yearly,2095,56.30722
