country,variant,gender,freq,year,under60mortalityper1000livebirth
344,estimates,female,5yearly,1950,247.44135
344,estimates,male,5yearly,1950,365.34294
344,estimates,female,5yearly,1955,210.78157
344,estimates,male,5yearly,1955,319.24015
344,estimates,female,5yearly,1960,167.90921
344,estimates,male,5yearly,1960,272.38833
344,estimates,female,5yearly,1965,143.65979
344,estimates,male,5yearly,1965,238.25931
344,estimates,female,5yearly,1970,124.4728
344,estimates,male,5yearly,1970,215.6152
344,estimates,female,5yearly,1975,108.467
344,estimates,male,5yearly,1975,187.12783
344,estimates,female,5yearly,1980,89.40233
344,estimates,male,5yearly,1980,158.34367
344,estimates,female,5yearly,1985,73.76883
344,estimates,male,5yearly,1985,134.8585
344,estimates,female,5yearly,1990,63.8565
344,estimates,male,5yearly,1990,120.803
344,estimates,female,5yearly,1995,53.1936700000001
344,estimates,male,5yearly,1995,102.08267
344,estimates,female,5yearly,2000,46.18767
344,estimates,male,5yearly,2000,90.11767
344,estimates,female,5yearly,2005,42.578
344,estimates,male,5yearly,2005,79.9544400000001
344,estimates,female,5yearly,2010,40.6340399999999
344,estimates,male,5yearly,2010,74.68851
344,medium_variant,female,5yearly,2015,37.69254
344,medium_variant,male,5yearly,2015,68.87648
344,medium_variant,female,5yearly,2020,34.93069
344,medium_variant,male,5yearly,2020,63.7796700000001
344,medium_variant,female,5yearly,2025,32.3466
344,medium_variant,male,5yearly,2025,58.9158599999999
344,medium_variant,female,5yearly,2030,29.89341
344,medium_variant,male,5yearly,2030,54.45177
344,medium_variant,female,5yearly,2035,27.5628299999999
344,medium_variant,male,5yearly,2035,50.3394
344,medium_variant,female,5yearly,2040,25.5161699999999
344,medium_variant,male,5yearly,2040,46.45246
344,medium_variant,female,5yearly,2045,23.5882399999999
344,medium_variant,male,5yearly,2045,43.05364
344,medium_variant,female,5yearly,2050,21.75646
344,medium_variant,male,5yearly,2050,39.9046799999999
344,medium_variant,female,5yearly,2055,19.99639
344,medium_variant,male,5yearly,2055,36.9798
344,medium_variant,female,5yearly,2060,18.3199700000001
344,medium_variant,male,5yearly,2060,34.18488
344,medium_variant,female,5yearly,2065,16.7532
344,medium_variant,male,5yearly,2065,31.50549
344,medium_variant,female,5yearly,2070,15.23611
344,medium_variant,male,5yearly,2070,29.0197599999999
344,medium_variant,female,5yearly,2075,13.79538
344,medium_variant,male,5yearly,2075,26.6426799999999
344,medium_variant,female,5yearly,2080,12.5231100000001
344,medium_variant,male,5yearly,2080,24.4503500000001
344,medium_variant,female,5yearly,2085,11.29684
344,medium_variant,male,5yearly,2085,22.46012
344,medium_variant,female,5yearly,2090,10.1519800000001
344,medium_variant,male,5yearly,2090,20.6304700000001
344,medium_variant,female,5yearly,2095,9.10426000000009
344,medium_variant,male,5yearly,2095,18.892
