country,variant,gender,freq,year,under60mortalityper1000livebirth
388,estimates,female,5yearly,1950,337.92579
388,estimates,male,5yearly,1950,383.89885
388,estimates,female,5yearly,1955,274.63895
388,estimates,male,5yearly,1955,323.76671
388,estimates,female,5yearly,1960,231.66616
388,estimates,male,5yearly,1960,282.25193
388,estimates,female,5yearly,1965,206.17641
388,estimates,male,5yearly,1965,253.53801
388,estimates,female,5yearly,1970,186.18289
388,estimates,male,5yearly,1970,231.26477
388,estimates,female,5yearly,1975,163.74404
388,estimates,male,5yearly,1975,209.936
388,estimates,female,5yearly,1980,153.82878
388,estimates,male,5yearly,1980,203.08633
388,estimates,female,5yearly,1985,150.9616
388,estimates,male,5yearly,1985,211.97878
388,estimates,female,5yearly,1990,151.09007
388,estimates,male,5yearly,1990,231.66722
388,estimates,female,5yearly,1995,151.46303
388,estimates,male,5yearly,1995,241.25128
388,estimates,female,5yearly,2000,145.87673
388,estimates,male,5yearly,2000,233.83716
388,estimates,female,5yearly,2005,130.79108
388,estimates,male,5yearly,2005,204.81678
388,estimates,female,5yearly,2010,120.35423
388,estimates,male,5yearly,2010,187.37363
388,medium_variant,female,5yearly,2015,113.95695
388,medium_variant,male,5yearly,2015,179.00814
388,medium_variant,female,5yearly,2020,106.56845
388,medium_variant,male,5yearly,2020,168.34862
388,medium_variant,female,5yearly,2025,99.8859
388,medium_variant,male,5yearly,2025,157.11769
388,medium_variant,female,5yearly,2030,93.7913499999999
388,medium_variant,male,5yearly,2030,145.88989
388,medium_variant,female,5yearly,2035,88.06598
388,medium_variant,male,5yearly,2035,134.52062
388,medium_variant,female,5yearly,2040,82.53064
388,medium_variant,male,5yearly,2040,123.4747
388,medium_variant,female,5yearly,2045,77.31663
388,medium_variant,male,5yearly,2045,112.80468
388,medium_variant,female,5yearly,2050,72.3468899999999
388,medium_variant,male,5yearly,2050,102.58818
388,medium_variant,female,5yearly,2055,67.4063300000001
388,medium_variant,male,5yearly,2055,92.9187300000001
388,medium_variant,female,5yearly,2060,62.86758
388,medium_variant,male,5yearly,2060,84.04087
388,medium_variant,female,5yearly,2065,58.49709
388,medium_variant,male,5yearly,2065,75.5872599999999
388,medium_variant,female,5yearly,2070,54.56004
388,medium_variant,male,5yearly,2070,68.12025
388,medium_variant,female,5yearly,2075,50.72287
388,medium_variant,male,5yearly,2075,61.5624300000001
388,medium_variant,female,5yearly,2080,47.06795
388,medium_variant,male,5yearly,2080,56.0634299999999
388,medium_variant,female,5yearly,2085,43.48315
388,medium_variant,male,5yearly,2085,51.23141
388,medium_variant,female,5yearly,2090,40.14314
388,medium_variant,male,5yearly,2090,47.0025999999999
388,medium_variant,female,5yearly,2095,36.94886
388,medium_variant,male,5yearly,2095,43.1662399999999
