global,year,variant,freq,age1yearinterval,lifeexpectancy
900,2060,medium_variant,5yearly,15,65.4343531232236
900,2060,medium_variant,5yearly,20,60.6071932207699
900,2060,medium_variant,5yearly,25,55.8402205196531
900,2060,medium_variant,5yearly,30,51.0929023809263
900,2060,medium_variant,5yearly,35,46.3614234030087
900,2060,medium_variant,5yearly,40,41.6658984285037
900,2060,medium_variant,5yearly,45,37.0293312060824
900,2060,medium_variant,5yearly,50,32.4893997094694
900,2060,medium_variant,5yearly,55,28.0863458338221
900,2060,medium_variant,5yearly,60,23.8649394695239
900,2060,medium_variant,5yearly,65,19.8906221136132
900,2060,medium_variant,5yearly,70,16.2125172269094
900,2060,medium_variant,5yearly,75,12.9026832084886
900,2060,medium_variant,5yearly,80,10.0338567554297
900,2060,medium_variant,5yearly,85,7.63898702035456
900,2060,medium_variant,5yearly,90,5.72189052086122
900,2060,medium_variant,5yearly,95,4.25403619626793
900,2060,medium_variant,5yearly,100plus,3.17905064131937
900,2065,medium_variant,5yearly,0,79.4280830923693
900,2065,medium_variant,5yearly,1,79.3392872146574
900,2065,medium_variant,5yearly,5,75.6319285463762
900,2065,medium_variant,5yearly,10,70.7760689353514
900,2065,medium_variant,5yearly,15,65.8855777136975
900,2065,medium_variant,5yearly,20,61.0485064782049
900,2065,medium_variant,5yearly,25,56.2686328271984
900,2065,medium_variant,5yearly,30,51.507550923915
900,2065,medium_variant,5yearly,35,46.7622381282501
900,2065,medium_variant,5yearly,40,42.0525401062243
900,2065,medium_variant,5yearly,45,37.4011055348856
900,2065,medium_variant,5yearly,50,32.8440477459217
900,2065,medium_variant,5yearly,55,28.4173435687786
900,2065,medium_variant,5yearly,60,24.1625654476831
900,2065,medium_variant,5yearly,65,20.1522914008236
900,2065,medium_variant,5yearly,70,16.4506174598024
900,2065,medium_variant,5yearly,75,13.1132106261349
900,2065,medium_variant,5yearly,80,10.2136563110063
900,2065,medium_variant,5yearly,85,7.78655929341776
900,2065,medium_variant,5yearly,90,5.83786371600149
900,2065,medium_variant,5yearly,95,4.34117660542018
900,2065,medium_variant,5yearly,100plus,3.24174082865412
900,2070,medium_variant,5yearly,0,79.9702662171866
900,2070,medium_variant,5yearly,1,79.8182951155533
900,2070,medium_variant,5yearly,5,76.0847189831415
900,2070,medium_variant,5yearly,10,71.2181689229671
900,2070,medium_variant,5yearly,15,66.3207187509425
900,2070,medium_variant,5yearly,20,61.475205470409
900,2070,medium_variant,5yearly,25,56.6841669248311
900,2070,medium_variant,5yearly,30,51.9104369672641
900,2070,medium_variant,5yearly,35,47.1514589863589
900,2070,medium_variant,5yearly,40,42.4272432638337
900,2070,medium_variant,5yearly,45,37.7605642515179
900,2070,medium_variant,5yearly,50,33.1871558409803
900,2070,medium_variant,5yearly,55,28.7412230950783
900,2070,medium_variant,5yearly,60,24.4578071311955
900,2070,medium_variant,5yearly,65,20.4071539238732
900,2070,medium_variant,5yearly,70,16.6686378637073
900,2070,medium_variant,5yearly,75,13.3007527519762
900,2070,medium_variant,5yearly,80,10.3686905361147
900,2070,medium_variant,5yearly,85,7.90901717954392
900,2070,medium_variant,5yearly,90,5.92986272210163
900,2070,medium_variant,5yearly,95,4.40673651597754
900,2070,medium_variant,5yearly,100plus,3.2860338921331
900,2075,medium_variant,5yearly,0,80.5075184924591
900,2075,medium_variant,5yearly,1,80.2989839495754
900,2075,medium_variant,5yearly,5,76.5424016464378
