variant,region,year,gender,dependencyratio2069
estimates,910,1950,male,122.681
estimates,910,1951,male,123.577
estimates,910,1952,male,124.054
estimates,910,1953,male,124.27
estimates,910,1954,male,124.328
estimates,910,1955,male,124.28
estimates,910,1956,male,125.473
estimates,910,1957,male,126.398
estimates,910,1958,male,127.093
estimates,910,1959,male,127.586
estimates,910,1960,male,127.908
estimates,910,1961,male,129.374
estimates,910,1962,male,130.541
estimates,910,1963,male,131.445
estimates,910,1964,male,132.095
estimates,910,1965,male,132.507
estimates,910,1966,male,133.856
estimates,910,1967,male,134.792
estimates,910,1968,male,135.421
estimates,910,1969,male,135.852
estimates,910,1970,male,136.143
estimates,910,1971,male,137.349
estimates,910,1972,male,138.308
estimates,910,1973,male,139.048
estimates,910,1974,male,139.572
estimates,910,1975,male,139.903
estimates,910,1976,male,140.645
estimates,910,1977,male,141.102
estimates,910,1978,male,141.361
estimates,910,1979,male,141.497
estimates,910,1980,male,141.547
estimates,910,1981,male,142.644
estimates,910,1982,male,143.458
estimates,910,1983,male,144.002
estimates,910,1984,male,144.293
estimates,910,1985,male,144.369
estimates,910,1986,male,145.386
estimates,910,1987,male,146.133
estimates,910,1988,male,146.622
estimates,910,1989,male,146.799
estimates,910,1990,male,146.611
estimates,910,1991,male,146.904
estimates,910,1992,male,146.786
estimates,910,1993,male,146.354
estimates,910,1994,male,145.782
estimates,910,1995,male,145.212
estimates,910,1996,male,145.658
estimates,910,1997,male,145.977
estimates,910,1998,male,146.152
estimates,910,1999,male,146.086
estimates,910,2000,male,145.724
estimates,910,2001,male,145.692
estimates,910,2002,male,145.291
estimates,910,2003,male,144.639
estimates,910,2004,male,143.882
estimates,910,2005,male,143.087
estimates,910,2006,male,142.324
estimates,910,2007,male,141.51
estimates,910,2008,male,140.656
estimates,910,2009,male,139.724
estimates,910,2010,male,138.686
estimates,910,2011,male,137.638
estimates,910,2012,male,136.434
estimates,910,2013,male,135.089
estimates,910,2014,male,133.612
estimates,910,2015,male,132.007
medium_variant,910,2015,male,132.007
medium_variant,910,2016,male,130.436
medium_variant,910,2017,male,128.727
medium_variant,910,2018,male,126.923
