variant,region,year,gender,dependencyratio2069
estimates,921,1950,male,98.253
estimates,921,1951,male,98.888
estimates,921,1952,male,99.682
estimates,921,1953,male,100.285
estimates,921,1954,male,100.622
estimates,921,1955,male,100.793
estimates,921,1956,male,102.13
estimates,921,1957,male,102.945
estimates,921,1958,male,103.538
estimates,921,1959,male,104.158
estimates,921,1960,male,104.892
estimates,921,1961,male,105.958
estimates,921,1962,male,107.14
estimates,921,1963,male,108.355
estimates,921,1964,male,109.448
estimates,921,1965,male,110.351
estimates,921,1966,male,111.907
estimates,921,1967,male,113.189
estimates,921,1968,male,114.139
estimates,921,1969,male,114.703
estimates,921,1970,male,114.85
estimates,921,1971,male,115.07
estimates,921,1972,male,114.864
estimates,921,1973,male,114.349
estimates,921,1974,male,113.662
estimates,921,1975,male,112.899
estimates,921,1976,male,112.844
estimates,921,1977,male,112.565
estimates,921,1978,male,112.103
estimates,921,1979,male,111.498
estimates,921,1980,male,110.784
estimates,921,1981,male,110.578
estimates,921,1982,male,110.246
estimates,921,1983,male,109.798
estimates,921,1984,male,109.22
estimates,921,1985,male,108.511
estimates,921,1986,male,108.369
estimates,921,1987,male,107.984
estimates,921,1988,male,107.415
estimates,921,1989,male,106.717
estimates,921,1990,male,105.909
estimates,921,1991,male,105.349
estimates,921,1992,male,104.64
estimates,921,1993,male,103.799
estimates,921,1994,male,102.831
estimates,921,1995,male,101.745
estimates,921,1996,male,100.876
estimates,921,1997,male,99.9
estimates,921,1998,male,98.784
estimates,921,1999,male,97.491
estimates,921,2000,male,96.012
estimates,921,2001,male,94.666
estimates,921,2002,male,93.139
estimates,921,2003,male,91.484
estimates,921,2004,male,89.767
estimates,921,2005,male,88.032
estimates,921,2006,male,86.636
estimates,921,2007,male,85.222
estimates,921,2008,male,83.802
estimates,921,2009,male,82.369
estimates,921,2010,male,80.921
estimates,921,2011,male,79.636
estimates,921,2012,male,78.283
estimates,921,2013,male,76.9
estimates,921,2014,male,75.533
estimates,921,2015,male,74.205
medium_variant,921,2015,male,74.205
medium_variant,921,2016,male,72.985
medium_variant,921,2017,male,71.835
medium_variant,921,2018,male,70.735
medium_variant,921,2019,male,69.65
medium_variant,921,2020,male,68.568
medium_variant,921,2021,male,67.747
