variant,region,year,gender,dependencyratio2069
estimates,924,1950,male,59.745
estimates,924,1951,male,60.415
estimates,924,1952,male,60.594
estimates,924,1953,male,60.869
estimates,924,1954,male,61.322
estimates,924,1955,male,61.808
estimates,924,1956,male,61.926
estimates,924,1957,male,62.382
estimates,924,1958,male,62.891
estimates,924,1959,male,63.242
estimates,924,1960,male,63.394
estimates,924,1961,male,64.145
estimates,924,1962,male,64.618
estimates,924,1963,male,64.859
estimates,924,1964,male,64.919
estimates,924,1965,male,64.79
estimates,924,1966,male,64.955
estimates,924,1967,male,64.728
estimates,924,1968,male,64.298
estimates,924,1969,male,63.884
estimates,924,1970,male,63.598
estimates,924,1971,male,63.669
estimates,924,1972,male,63.828
estimates,924,1973,male,63.981
estimates,924,1974,male,63.992
estimates,924,1975,male,63.797
estimates,924,1976,male,63.865
estimates,924,1977,male,63.771
estimates,924,1978,male,63.48
estimates,924,1979,male,62.985
estimates,924,1980,male,62.302
estimates,924,1981,male,61.818
estimates,924,1982,male,61.212
estimates,924,1983,male,60.48
estimates,924,1984,male,59.622
estimates,924,1985,male,58.661
estimates,924,1986,male,58.062
estimates,924,1987,male,57.327
estimates,924,1988,male,56.575
estimates,924,1989,male,55.933
estimates,924,1990,male,55.449
estimates,924,1991,male,55.302
estimates,924,1992,male,55.257
estimates,924,1993,male,55.274
estimates,924,1994,male,55.282
estimates,924,1995,male,55.241
estimates,924,1996,male,55.346
estimates,924,1997,male,55.379
estimates,924,1998,male,55.334
estimates,924,1999,male,55.209
estimates,924,2000,male,55.008
estimates,924,2001,male,54.957
estimates,924,2002,male,54.812
estimates,924,2003,male,54.564
estimates,924,2004,male,54.222
estimates,924,2005,male,53.822
estimates,924,2006,male,53.742
estimates,924,2007,male,53.63
estimates,924,2008,male,53.494
estimates,924,2009,male,53.327
estimates,924,2010,male,53.133
estimates,924,2011,male,53.336
estimates,924,2012,male,53.378
estimates,924,2013,male,53.382
estimates,924,2014,male,53.513
estimates,924,2015,male,53.859
medium_variant,924,2015,male,53.859
medium_variant,924,2016,male,54.422
medium_variant,924,2017,male,55.221
medium_variant,924,2018,male,56.131
medium_variant,924,2019,male,56.97
medium_variant,924,2020,male,57.645
medium_variant,924,2021,male,58.419
medium_variant,924,2022,male,59.036
medium_variant,924,2023,male,59.523
medium_variant,924,2024,male,59.931
medium_variant,924,2025,male,60.293
medium_variant,924,2026,male,60.723
medium_variant,924,2027,male,61.049
medium_variant,924,2028,male,61.311
medium_variant,924,2029,male,61.57
medium_variant,924,2030,male,61.871
medium_variant,924,2031,male,62.297
medium_variant,924,2032,male,62.745
medium_variant,924,2033,male,63.2
medium_variant,924,2034,male,63.634
medium_variant,924,2035,male,64.041
medium_variant,924,2036,male,64.52
medium_variant,924,2037,male,64.957
medium_variant,924,2038,male,65.346
medium_variant,924,2039,male,65.677
medium_variant,924,2040,male,65.952
medium_variant,924,2041,male,66.263
medium_variant,924,2042,male,66.478
medium_variant,924,2043,male,66.624
medium_variant,924,2044,male,66.747
medium_variant,924,2045,male,66.892
medium_variant,924,2046,male,67.089
medium_variant,924,2047,male,67.26
medium_variant,924,2048,male,67.433
medium_variant,924,2049,male,67.633
medium_variant,924,2050,male,67.875
medium_variant,924,2051,male,68.155
medium_variant,924,2052,male,68.444
medium_variant,924,2053,male,68.739
medium_variant,924,2054,male,69.045
medium_variant,924,2055,male,69.375
medium_variant,924,2056,male,69.731
medium_variant,924,2057,male,70.063
medium_variant,924,2058,male,70.377
medium_variant,924,2059,male,70.685
medium_variant,924,2060,male,71.006
medium_variant,924,2061,male,71.325
medium_variant,924,2062,male,71.606
medium_variant,924,2063,male,71.848
medium_variant,924,2064,male,72.048
medium_variant,924,2065,male,72.216
medium_variant,924,2066,male,72.298
medium_variant,924,2067,male,72.308
medium_variant,924,2068,male,72.276
medium_variant,924,2069,male,72.237
medium_variant,924,2070,male,72.222
medium_variant,924,2071,male,72.132
medium_variant,924,2072,male,72.017
medium_variant,924,2073,male,71.922
medium_variant,924,2074,male,71.91
medium_variant,924,2075,male,72.03
medium_variant,924,2076,male,72.155
medium_variant,924,2077,male,72.358
medium_variant,924,2078,male,72.632
medium_variant,924,2079,male,72.958
medium_variant,924,2080,male,73.338
medium_variant,924,2081,male,73.627
medium_variant,924,2082,male,73.909
medium_variant,924,2083,male,74.205
medium_variant,924,2084,male,74.545
medium_variant,924,2085,male,74.961
medium_variant,924,2086,male,75.268
medium_variant,924,2087,male,75.573
medium_variant,924,2088,male,75.893
medium_variant,924,2089,male,76.251
medium_variant,924,2090,male,76.679
medium_variant,924,2091,male,76.949
medium_variant,924,2092,male,77.212
medium_variant,924,2093,male,77.492
medium_variant,924,2094,male,77.811
medium_variant,924,2095,male,78.19
medium_variant,924,2096,male,78.348
medium_variant,924,2097,male,78.5
medium_variant,924,2098,male,78.668
medium_variant,924,2099,male,78.883
medium_variant,924,2100,male,79.174
estimates,924,1950,female,56.968
estimates,924,1951,female,57.518
