agebroad,population,country,variant,year
"Region, subregion, country or area *",Jordan,400,estimates,1950
0_1,38.78,400,estimates,1950
0_4,89.595,400,estimates,1950
0_14,220.305,400,estimates,1950
0_17,250.09,400,estimates,1950
0_19,267.599,400,estimates,1950
0_24,304.373,400,estimates,1950
3_4,33.008,400,estimates,1950
3_5,48.399,400,estimates,1950
3_6,63.154,400,estimates,1950
4_5,31.494,400,estimates,1950
4_6,46.249,400,estimates,1950
5_14,130.71,400,estimates,1950
5_10,83.958,400,estimates,1950
5_11,96.344,400,estimates,1950
6_9,55.802,400,estimates,1950
6_10,68.567,400,estimates,1950
6_11,80.953,400,estimates,1950
6_12,92.922,400,estimates,1950
7_10,53.812,400,estimates,1950
7_12,78.167,400,estimates,1950
11_16,67.092,400,estimates,1950
11_17,76.537,400,estimates,1950
11_18,85.516,400,estimates,1950
12_14,34.366,400,estimates,1950
12_16,54.706,400,estimates,1950
12_17,64.151,400,estimates,1950
12_18,73.13,400,estimates,1950
13_17,52.182,400,estimates,1950
13_18,61.161,400,estimates,1950
13_19,69.691,400,estimates,1950
15_17,29.785,400,estimates,1950
18_23,47.54,400,estimates,1950
15_24,84.068,400,estimates,1950
15_49,194.869,400,estimates,1950
15_59,225.569,400,estimates,1950
15_64,237.911,400,estimates,1950
20_64,190.617,400,estimates,1950
20_69,200.227,400,estimates,1950
25_49,110.801,400,estimates,1950
25_64,153.843,400,estimates,1950
25_69,163.453,400,estimates,1950
15plus,261.016,400,estimates,1950
16plus,250.601,400,estimates,1950
17plus,240.676,400,estimates,1950
18plus,231.231,400,estimates,1950
20plus,213.722,400,estimates,1950
21plus,205.629,400,estimates,1950
25plus,176.948,400,estimates,1950
50plus,66.147,400,estimates,1950
60plus,35.447,400,estimates,1950
65plus,23.105,400,estimates,1950
70plus,13.495,400,estimates,1950
75plus,6.068,400,estimates,1950
80plus,2.056,400,estimates,1950
85plus,0.633,400,estimates,1950
90plus,0.13,400,estimates,1950
total,481.321,400,estimates,1950
"Region, subregion, country or area *",Jordan,400,estimates,1951
0_1,41.75,400,estimates,1951
0_4,98.181,400,estimates,1951
0_14,244.983,400,estimates,1951
0_17,278.871,400,estimates,1951
0_19,298.87,400,estimates,1951
0_24,340.807,400,estimates,1951
3_4,36.704,400,estimates,1951
3_5,53.886,400,estimates,1951
3_6,70.405,400,estimates,1951
4_5,35.112,400,estimates,1951
4_6,51.631,400,estimates,1951
5_14,146.802,400,estimates,1951
5_10,94.197,400,estimates,1951
5_11,108.043,400,estimates,1951
6_9,62.69,400,estimates,1951
6_10,77.015,400,estimates,1951
6_11,90.861,400,estimates,1951
6_12,104.271,400,estimates,1951
7_10,60.496,400,estimates,1951
7_12,87.752,400,estimates,1951
11_16,75.729,400,estimates,1951
11_17,86.493,400,estimates,1951
11_18,96.743,400,estimates,1951
12_14,38.759,400,estimates,1951
12_16,61.883,400,estimates,1951
12_17,72.647,400,estimates,1951
12_18,82.897,400,estimates,1951
13_17,59.237,400,estimates,1951
