agebroad,population,country,variant,year
0_1,2699.934,50,estimates,1950
0_4,6237.853,50,estimates,1950
0_14,15629.552,50,estimates,1950
0_17,17992.596,50,estimates,1950
0_19,19459.564,50,estimates,1950
0_24,22759.919,50,estimates,1950
3_4,2298.985,50,estimates,1950
3_5,3373.938,50,estimates,1950
3_6,4407.813,50,estimates,1950
4_5,2197.247,50,estimates,1950
4_6,3231.122,50,estimates,1950
5_14,9391.699,50,estimates,1950
5_10,5931.823,50,estimates,1950
5_11,6829.279,50,estimates,1950
6_9,3939.811,50,estimates,1950
6_10,4856.87,50,estimates,1950
6_11,5754.326,50,estimates,1950
6_12,6631.678,50,estimates,1950
7_10,3822.995,50,estimates,1950
7_12,5597.803,50,estimates,1950
11_16,5056.095,50,estimates,1950
11_17,5822.92,50,estimates,1950
11_18,6567.671,50,estimates,1950
12_14,2562.42,50,estimates,1950
12_16,4158.639,50,estimates,1950
12_17,4925.464,50,estimates,1950
12_18,5670.215,50,estimates,1950
13_17,4048.112,50,estimates,1950
13_18,4792.863,50,estimates,1950
13_19,5515.08,50,estimates,1950
15_17,2363.044,50,estimates,1950
18_23,4144.453,50,estimates,1950
15_24,7130.367,50,estimates,1950
15_49,17867.435,50,estimates,1950
15_59,20066.104,50,estimates,1950
15_64,20782.696,50,estimates,1950
20_64,16952.684,50,estimates,1950
20_69,17529.265,50,estimates,1950
25_49,10737.068,50,estimates,1950
25_64,13652.329,50,estimates,1950
25_69,14228.91,50,estimates,1950
15plus,22265.129,50,estimates,1950
16plus,21456.746,50,estimates,1950
17plus,20668.91,50,estimates,1950
18plus,19902.085,50,estimates,1950
20plus,18435.117,50,estimates,1950
21plus,17734.793,50,estimates,1950
25plus,15134.762,50,estimates,1950
50plus,4397.694,50,estimates,1950
60plus,2199.025,50,estimates,1950
65plus,1482.433,50,estimates,1950
70plus,905.852,50,estimates,1950
75plus,426.101,50,estimates,1950
80plus,126.545,50,estimates,1950
85plus,23.564,50,estimates,1950
90plus,2.424,50,estimates,1950
total,37894.681,50,estimates,1950
0_1,2720.456,50,estimates,1951
0_4,6365.628,50,estimates,1951
0_14,15987.266,50,estimates,1951
0_17,18401.687,50,estimates,1951
0_19,19904.748,50,estimates,1951
0_24,23284.39,50,estimates,1951
3_4,2368.61,50,estimates,1951
3_5,3475.406,50,estimates,1951
3_6,4539.195,50,estimates,1951
4_5,2262.935,50,estimates,1951
4_6,3326.724,50,estimates,1951
5_14,9621.638,50,estimates,1951
5_10,6091.362,50,estimates,1951
5_11,7005.032,50,estimates,1951
6_9,4047.526,50,estimates,1951
6_10,4984.566,50,estimates,1951
6_11,5898.236,50,estimates,1951
6_12,6791.712,50,estimates,1951
7_10,3920.777,50,estimates,1951
7_12,5727.923,50,estimates,1951
