agebroad,population,country,variant,year
0_1,381.229,36,estimates,1950
0_4,888.742,36,estimates,1950
0_14,2175.213,36,estimates,1950
0_17,2500.557,36,estimates,1950
0_19,2727.395,36,estimates,1950
0_24,3365.92,36,estimates,1950
3_4,330.134,36,estimates,1950
3_5,483.726,36,estimates,1950
3_6,630.282,36,estimates,1950
4_5,314.689,36,estimates,1950
4_6,461.245,36,estimates,1950
5_14,1286.471,36,estimates,1950
5_10,826.559,36,estimates,1950
5_11,946.185,36,estimates,1950
6_9,549.191,36,estimates,1950
6_10,672.967,36,estimates,1950
6_11,792.593,36,estimates,1950
6_12,908.691,36,estimates,1950
7_10,526.411,36,estimates,1950
7_12,762.135,36,estimates,1950
11_16,677.043,36,estimates,1950
11_17,785.256,36,estimates,1950
11_18,896.396,36,estimates,1950
12_14,340.286,36,estimates,1950
12_16,557.417,36,estimates,1950
12_17,665.63,36,estimates,1950
12_18,776.77,36,estimates,1950
13_17,549.532,36,estimates,1950
13_18,660.672,36,estimates,1950
13_19,776.37,36,estimates,1950
15_17,325.344,36,estimates,1950
18_23,732.452,36,estimates,1950
15_24,1190.707,36,estimates,1950
15_49,4131.305,36,estimates,1950
15_59,4977.773,36,estimates,1950
15_64,5334.21,36,estimates,1950
20_64,4782.028,36,estimates,1950
20_69,5049.059,36,estimates,1950
25_49,2940.598,36,estimates,1950
25_64,4143.503,36,estimates,1950
25_69,4410.534,36,estimates,1950
15plus,6002.129,36,estimates,1950
16plus,5892.828,36,estimates,1950
17plus,5784.998,36,estimates,1950
18plus,5676.785,36,estimates,1950
20plus,5449.947,36,estimates,1950
21plus,5329.725,36,estimates,1950
25plus,4811.422,36,estimates,1950
50plus,1870.824,36,estimates,1950
60plus,1024.356,36,estimates,1950
65plus,667.919,36,estimates,1950
70plus,400.888,36,estimates,1950
75plus,216.329,36,estimates,1950
80plus,101.072,36,estimates,1950
85plus,36.203,36,estimates,1950
90plus,9.598,36,estimates,1950
total,8177.342,36,estimates,1950
0_1,384.926,36,estimates,1951
0_4,926.831,36,estimates,1951
0_14,2284.191,36,estimates,1951
0_17,2618.226,36,estimates,1951
0_19,2842.199,36,estimates,1951
0_24,3478.545,36,estimates,1951
3_4,353.015,36,estimates,1951
3_5,517.355,36,estimates,1951
3_6,673.828,36,estimates,1951
4_5,336.739,36,estimates,1951
4_6,493.212,36,estimates,1951
