agebroad,population,country,variant,year
0_1,5.242,784,estimates,1950
0_4,12.03,784,estimates,1950
0_14,29.406,784,estimates,1950
0_17,33.684,784,estimates,1950
0_19,36.34,784,estimates,1950
0_24,42.312,784,estimates,1950
3_4,4.399,784,estimates,1950
3_5,6.438,784,estimates,1950
3_6,8.386,784,estimates,1950
4_5,4.18,784,estimates,1950
4_6,6.128,784,estimates,1950
5_14,17.376,784,estimates,1950
5_10,11.081,784,estimates,1950
5_11,12.722,784,estimates,1950
6_9,7.356,784,estimates,1950
6_10,9.042,784,estimates,1950
6_11,10.683,784,estimates,1950
6_12,12.28,784,estimates,1950
7_10,7.094,784,estimates,1950
7_12,10.332,784,estimates,1950
11_16,9.185,784,estimates,1950
11_17,10.573,784,estimates,1950
11_18,11.921,784,estimates,1950
12_14,4.654,784,estimates,1950
12_16,7.544,784,estimates,1950
12_17,8.932,784,estimates,1950
12_18,10.28,784,estimates,1950
13_17,7.335,784,estimates,1950
13_18,8.683,784,estimates,1950
13_19,9.991,784,estimates,1950
15_17,4.278,784,estimates,1950
18_23,7.507,784,estimates,1950
15_24,12.906,784,estimates,1950
15_49,31.945,784,estimates,1950
15_59,36.248,784,estimates,1950
15_64,37.799,784,estimates,1950
20_64,30.865,784,estimates,1950
20_69,31.998,784,estimates,1950
25_49,19.039,784,estimates,1950
25_64,24.893,784,estimates,1950
25_69,26.026,784,estimates,1950
15plus,40.182,784,estimates,1950
16plus,38.718,784,estimates,1950
17plus,37.292,784,estimates,1950
18plus,35.904,784,estimates,1950
20plus,33.248,784,estimates,1950
21plus,31.979,784,estimates,1950
25plus,27.276,784,estimates,1950
50plus,8.237,784,estimates,1950
60plus,3.934,784,estimates,1950
65plus,2.383,784,estimates,1950
70plus,1.25,784,estimates,1950
75plus,0.528,784,estimates,1950
80plus,0.158,784,estimates,1950
85plus,0.045,784,estimates,1950
90plus,0.009,784,estimates,1950
total,69.588,784,estimates,1950
0_1,5.18,784,estimates,1951
0_4,11.822,784,estimates,1951
0_14,28.657,784,estimates,1951
0_17,32.768,784,estimates,1951
0_19,35.324,784,estimates,1951
0_24,41.074,784,estimates,1951
3_4,4.302,784,estimates,1951
3_5,6.292,784,estimates,1951
3_6,8.192,784,estimates,1951
4_5,4.083,784,estimates,1951
4_6,5.983,784,estimates,1951
5_14,16.835,784,estimates,1951
5_10,10.775,784,estimates,1951
5_11,12.354,784,estimates,1951
6_9,7.156,784,estimates,1951
6_10,8.785,784,estimates,1951
6_11,10.364,784,estimates,1951
6_12,11.9,784,estimates,1951
7_10,6.885,784,estimates,1951
7_12,10,784,estimates,1951
11_16,8.838,784,estimates,1951
11_17,10.171,784,estimates,1951
11_18,11.468,784,estimates,1951
12_14,4.481,784,estimates,1951
12_16,7.259,784,estimates,1951
12_17,8.592,784,estimates,1951
12_18,9.889,784,estimates,1951
13_17,7.056,784,estimates,1951
13_18,8.353,784,estimates,1951
13_19,9.612,784,estimates,1951
15_17,4.111,784,estimates,1951
18_23,7.226,784,estimates,1951
15_24,12.417,784,estimates,1951
15_49,30.74,784,estimates,1951
15_59,34.86,784,estimates,1951
15_64,36.346,784,estimates,1951
20_64,29.679,784,estimates,1951
20_69,30.764,784,estimates,1951
25_49,18.323,784,estimates,1951
25_64,23.929,784,estimates,1951
25_69,25.014,784,estimates,1951
15plus,38.663,784,estimates,1951
16plus,37.254,784,estimates,1951
17plus,35.885,784,estimates,1951
18plus,34.552,784,estimates,1951
20plus,31.996,784,estimates,1951
21plus,30.775,784,estimates,1951
25plus,26.246,784,estimates,1951
50plus,7.923,784,estimates,1951
60plus,3.803,784,estimates,1951
65plus,2.317,784,estimates,1951
70plus,1.232,784,estimates,1951
75plus,0.535,784,estimates,1951
80plus,0.169,784,estimates,1951
85plus,0.045,784,estimates,1951
90plus,0.009,784,estimates,1951
total,67.32,784,estimates,1951
0_1,5.384,784,estimates,1952
0_4,12.263,784,estimates,1952
0_14,29.578,784,estimates,1952
0_17,33.776,784,estimates,1952
0_19,36.385,784,estimates,1952
0_24,42.259,784,estimates,1952
3_4,4.454,784,estimates,1952
3_5,6.512,784,estimates,1952
3_6,8.474,784,estimates,1952
4_5,4.224,784,estimates,1952
4_6,6.186,784,estimates,1952
5_14,17.315,784,estimates,1952
5_10,11.116,784,estimates,1952
5_11,12.736,784,estimates,1952
6_9,7.382,784,estimates,1952
6_10,9.058,784,estimates,1952
6_11,10.678,784,estimates,1952
6_12,12.248,784,estimates,1952
7_10,7.096,784,estimates,1952
7_12,10.286,784,estimates,1952
11_16,9.038,784,estimates,1952
11_17,10.397,784,estimates,1952
11_18,11.72,784,estimates,1952
12_14,4.579,784,estimates,1952
12_16,7.418,784,estimates,1952
