agebroad,population,country,variant,year
"Region, subregion, country or area *",Algeria,12,estimates,1950
0_1,607.121,12,estimates,1950
0_4,1403.134,12,estimates,1950
0_14,3602.755,12,estimates,1950
0_17,4184.582,12,estimates,1950
0_19,4544.976,12,estimates,1950
0_24,5327.186,12,estimates,1950
3_4,517.767,12,estimates,1950
3_5,761.331,12,estimates,1950
3_6,996.977,12,estimates,1950
4_5,496.707,12,estimates,1950
4_6,732.353,12,estimates,1950
5_14,2199.621,12,estimates,1950
5_10,1367.613,12,estimates,1950
5_11,1580.828,12,estimates,1950
6_9,908.097,12,estimates,1950
6_10,1124.049,12,estimates,1950
6_11,1337.264,12,estimates,1950
6_12,1547.497,12,estimates,1950
7_10,888.403,12,estimates,1950
7_12,1311.851,12,estimates,1950
11_16,1224.289,12,estimates,1950
11_17,1413.835,12,estimates,1950
11_18,1597.432,12,estimates,1950
12_14,618.793,12,estimates,1950
12_16,1011.074,12,estimates,1950
12_17,1200.62,12,estimates,1950
12_18,1384.217,12,estimates,1950
13_17,990.387,12,estimates,1950
13_18,1173.984,12,estimates,1950
13_19,1350.781,12,estimates,1950
15_17,581.827,12,estimates,1950
18_23,1000.558,12,estimates,1950
15_24,1724.431,12,estimates,1950
15_49,4193.107,12,estimates,1950
15_59,4768.384,12,estimates,1950
15_64,4954.994,12,estimates,1950
20_64,4012.773,12,estimates,1950
20_69,4144.623,12,estimates,1950
25_49,2468.676,12,estimates,1950
25_64,3230.563,12,estimates,1950
25_69,3362.413,12,estimates,1950
15plus,5269.492,12,estimates,1950
16plus,5071.437,12,estimates,1950
17plus,4877.211,12,estimates,1950
18plus,4687.665,12,estimates,1950
20plus,4327.271,12,estimates,1950
21plus,4157.116,12,estimates,1950
25plus,3545.061,12,estimates,1950
50plus,1076.385,12,estimates,1950
60plus,501.108,12,estimates,1950
65plus,314.498,12,estimates,1950
70plus,182.648,12,estimates,1950
75plus,88.151,12,estimates,1950
80plus,45.292,12,estimates,1950
85plus,17.481,12,estimates,1950
90plus,7.211,12,estimates,1950
total,8872.247,12,estimates,1950
"Region, subregion, country or area *",Algeria,12,estimates,1951
0_1,662.666,12,estimates,1951
0_4,1479.094,12,estimates,1951
0_14,3707.615,12,estimates,1951
0_17,4293.702,12,estimates,1951
0_19,4660.169,12,estimates,1951
0_24,5458.498,12,estimates,1951
3_4,529.854,12,estimates,1951
3_5,778.054,12,estimates,1951
3_6,1017.956,12,estimates,1951
4_5,506.786,12,estimates,1951
4_6,746.688,12,estimates,1951
5_14,2228.521,12,estimates,1951
5_10,1390.64,12,estimates,1951
5_11,1605.016,12,estimates,1951
6_9,924.284,12,estimates,1951
6_10,1142.44,12,estimates,1951
6_11,1356.816,12,estimates,1951
6_12,1568.162,12,estimates,1951
7_10,902.538,12,estimates,1951
7_12,1328.26,12,estimates,1951
11_16,1232.761,12,estimates,1951
11_17,1423.968,12,estimates,1951
11_18,1610.262,12,estimates,1951
12_14,623.505,12,estimates,1951
12_16,1018.385,12,estimates,1951
12_17,1209.592,12,estimates,1951
12_18,1395.886,12,estimates,1951
13_17,998.246,12,estimates,1951
13_18,1184.54,12,estimates,1951
13_19,1364.713,12,estimates,1951
15_17,586.087,12,estimates,1951
18_23,1019.1,12,estimates,1951
15_24,1750.883,12,estimates,1951
15_49,4235.435,12,estimates,1951
15_59,4828.082,12,estimates,1951
15_64,5014.387,12,estimates,1951
20_64,4061.833,12,estimates,1951
20_69,4196.192,12,estimates,1951
25_49,2484.552,12,estimates,1951
25_64,3263.504,12,estimates,1951
25_69,3397.863,12,estimates,1951
15plus,5332.295,12,estimates,1951
16plus,5132.716,12,estimates,1951
17plus,4937.415,12,estimates,1951
18plus,4746.208,12,estimates,1951
20plus,4379.741,12,estimates,1951
21plus,4206.492,12,estimates,1951
25plus,3581.412,12,estimates,1951
50plus,1096.86,12,estimates,1951
60plus,504.213,12,estimates,1951
65plus,317.908,12,estimates,1951
70plus,183.549,12,estimates,1951
75plus,88.694,12,estimates,1951
80plus,43.35,12,estimates,1951
85plus,17.419,12,estimates,1951
90plus,6.603,12,estimates,1951
total,9039.91,12,estimates,1951
"Region, subregion, country or area *",Algeria,12,estimates,1952
0_1,743.079,12,estimates,1952
0_4,1581.21,12,estimates,1952
0_14,3833.327,12,estimates,1952
0_17,4423.312,12,estimates,1952
0_19,4793.711,12,estimates,1952
0_24,5606.455,12,estimates,1952
3_4,541.99,12,estimates,1952
3_5,793.979,12,estimates,1952
3_6,1036.693,12,estimates,1952
4_5,515.695,12,estimates,1952
4_6,758.409,12,estimates,1952
5_14,2252.117,12,estimates,1952
5_10,1408.997,12,estimates,1952
5_11,1625.351,12,estimates,1952
6_9,935.583,12,estimates,1952
6_10,1157.008,12,estimates,1952
6_11,1373.362,12,estimates,1952
6_12,1585.678,12,estimates,1952
7_10,914.294,12,estimates,1952
7_12,1342.964,12,estimates,1952
11_16,1240.991,12,estimates,1952
11_17,1433.105,12,estimates,1952
11_18,1620.87,12,estimates,1952
12_14,626.766,12,estimates,1952
12_16,1024.637,12,estimates,1952
12_17,1216.751,12,estimates,1952
12_18,1404.516,12,estimates,1952
13_17,1004.435,12,estimates,1952
13_18,1192.2,12,estimates,1952
13_19,1374.834,12,estimates,1952
15_17,589.985,12,estimates,1952
18_23,1034.309,12,estimates,1952
15_24,1773.128,12,estimates,1952
15_49,4272.524,12,estimates,1952
15_59,4878.887,12,estimates,1952
15_64,5062.193,12,estimates,1952
20_64,4101.809,12,estimates,1952
20_69,4240.273,12,estimates,1952
25_49,2499.396,12,estimates,1952
25_64,3289.065,12,estimates,1952
25_69,3427.529,12,estimates,1952
15plus,5383.07,12,estimates,1952
16plus,5181.806,12,estimates,1952
17plus,4985.199,12,estimates,1952
18plus,4793.085,12,estimates,1952
20plus,4422.686,12,estimates,1952
21plus,4246.331,12,estimates,1952
25plus,3609.942,12,estimates,1952
50plus,1110.546,12,estimates,1952
60plus,504.183,12,estimates,1952
65plus,320.877,12,estimates,1952
70plus,182.413,12,estimates,1952
75plus,88.873,12,estimates,1952
80plus,40.046,12,estimates,1952
85plus,17.065,12,estimates,1952
90plus,5.824,12,estimates,1952
total,9216.397,12,estimates,1952
"Region, subregion, country or area *",Algeria,12,estimates,1953
0_1,790.819,12,estimates,1953
0_4,1677.569,12,estimates,1953
0_14,3958.01,12,estimates,1953
0_17,4554.445,12,estimates,1953
0_19,4928.671,12,estimates,1953
0_24,5757.853,12,estimates,1953
3_4,558.956,12,estimates,1953
3_5,815.794,12,estimates,1953
3_6,1061.844,12,estimates,1953
4_5,527.566,12,estimates,1953
4_6,773.616,12,estimates,1953
5_14,2280.441,12,estimates,1953
5_10,1426.844,12,estimates,1953
5_11,1647.365,12,estimates,1953
6_9,944.745,12,estimates,1953
6_10,1170.006,12,estimates,1953
6_11,1390.527,12,estimates,1953
6_12,1605.623,12,estimates,1953
7_10,923.956,12,estimates,1953
7_12,1359.573,12,estimates,1953
11_16,1255.895,12,estimates,1953
11_17,1450.032,12,estimates,1953
11_18,1639.451,12,estimates,1953
12_14,633.076,12,estimates,1953
12_16,1035.374,12,estimates,1953
12_17,1229.511,12,estimates,1953
12_18,1418.93,12,estimates,1953
13_17,1014.415,12,estimates,1953
13_18,1203.834,12,estimates,1953
13_19,1388.641,12,estimates,1953
15_17,596.435,12,estimates,1953
18_23,1051.354,12,estimates,1953
15_24,1799.843,12,estimates,1953
15_49,4322.437,12,estimates,1953
15_59,4941.874,12,estimates,1953
15_64,5123.268,12,estimates,1953
20_64,4152.607,12,estimates,1953
20_69,4296.187,12,estimates,1953
25_49,2522.594,12,estimates,1953
25_64,3323.425,12,estimates,1953
25_69,3467.005,12,estimates,1953
15plus,5447.433,12,estimates,1953
16plus,5244.089,12,estimates,1953
17plus,5045.135,12,estimates,1953
18plus,4850.998,12,estimates,1953
20plus,4476.772,12,estimates,1953
21plus,4297.328,12,estimates,1953
25plus,3647.59,12,estimates,1953
50plus,1124.996,12,estimates,1953
60plus,505.559,12,estimates,1953
65plus,324.165,12,estimates,1953
70plus,180.585,12,estimates,1953
75plus,88.297,12,estimates,1953
80plus,36.049,12,estimates,1953
85plus,15.89,12,estimates,1953
90plus,4.899,12,estimates,1953
total,9405.443,12,estimates,1953
"Region, subregion, country or area *",Algeria,12,estimates,1954
0_1,826.117,12,estimates,1954
0_4,1758.923,12,estimates,1954
0_14,4076.157,12,estimates,1954
0_17,4681.738,12,estimates,1954
0_19,5061.591,12,estimates,1954
0_24,5910.207,12,estimates,1954
3_4,589.463,12,estimates,1954
3_5,853.664,12,estimates,1954
3_6,1104.61,12,estimates,1954
4_5,545.612,12,estimates,1954
4_6,796.558,12,estimates,1954
5_14,2317.234,12,estimates,1954
5_10,1447.013,12,estimates,1954
5_11,1672.044,12,estimates,1954
6_9,955.323,12,estimates,1954
6_10,1182.812,12,estimates,1954
6_11,1407.843,12,estimates,1954
6_12,1628.301,12,estimates,1954
7_10,931.866,12,estimates,1954
7_12,1377.355,12,estimates,1954
11_16,1278.4,12,estimates,1954
11_17,1475.802,12,estimates,1954
11_18,1668.209,12,estimates,1954
12_14,645.19,12,estimates,1954
12_16,1053.369,12,estimates,1954
12_17,1250.771,12,estimates,1954
12_18,1443.178,12,estimates,1954
13_17,1030.313,12,estimates,1954
13_18,1222.72,12,estimates,1954
13_19,1410.166,12,estimates,1954
15_17,605.581,12,estimates,1954
18_23,1072.618,12,estimates,1954
15_24,1834.05,12,estimates,1954
15_49,4387.885,12,estimates,1954
15_59,5021.249,12,estimates,1954
15_64,5206.209,12,estimates,1954
20_64,4220.775,12,estimates,1954
20_69,4369.02,12,estimates,1954
25_49,2553.835,12,estimates,1954
25_64,3372.159,12,estimates,1954
25_69,3520.404,12,estimates,1954
15plus,5533.348,12,estimates,1954
16plus,5327.185,12,estimates,1954
17plus,5125.169,12,estimates,1954
18plus,4927.767,12,estimates,1954
20plus,4547.914,12,estimates,1954
21plus,4365.362,12,estimates,1954
25plus,3699.298,12,estimates,1954
50plus,1145.463,12,estimates,1954
60plus,512.099,12,estimates,1954
65plus,327.139,12,estimates,1954
70plus,178.894,12,estimates,1954
75plus,86.321,12,estimates,1954
80plus,31.862,12,estimates,1954
85plus,13.371,12,estimates,1954
90plus,3.695,12,estimates,1954
total,9609.505,12,estimates,1954
"Region, subregion, country or area *",Algeria,12,estimates,1955
0_1,849.294,12,estimates,1955
0_4,1830.633,12,estimates,1955
0_14,4192.871,12,estimates,1955
0_17,4809.775,12,estimates,1955
0_19,5197.381,12,estimates,1955
0_24,6067.699,12,estimates,1955
3_4,622.295,12,estimates,1955
3_5,897.634,12,estimates,1955
3_6,1156.007,12,estimates,1955
4_5,572.651,12,estimates,1955
4_6,831.024,12,estimates,1955
5_14,2362.238,12,estimates,1955
5_10,1474.059,12,estimates,1955
5_11,1700.958,12,estimates,1955
6_9,971.372,12,estimates,1955
6_10,1198.72,12,estimates,1955
6_11,1425.619,12,estimates,1955
6_12,1651.054,12,estimates,1955
7_10,940.347,12,estimates,1955
7_12,1392.681,12,estimates,1955
11_16,1303.834,12,estimates,1955
11_17,1505.083,12,estimates,1955
11_18,1701.48,12,estimates,1955
12_14,661.28,12,estimates,1955
