agebroad,population,country,variant,year
0_1,320.956,112,estimates,1950
0_4,659.154,112,estimates,1950
0_14,2044.701,112,estimates,1950
0_17,2516.659,112,estimates,1950
0_19,2830.384,112,estimates,1950
0_24,3616.96,112,estimates,1950
3_4,213.899,112,estimates,1950
3_5,315.646,112,estimates,1950
3_6,420.401,112,estimates,1950
4_5,205.1,112,estimates,1950
4_6,309.855,112,estimates,1950
5_14,1385.547,112,estimates,1950
5_10,715.302,112,estimates,1950
5_11,876.106,112,estimates,1950
6_9,468.62,112,estimates,1950
6_10,613.555,112,estimates,1950
6_11,774.359,112,estimates,1950
6_12,945.43,112,estimates,1950
7_10,508.8,112,estimates,1950
7_12,840.675,112,estimates,1950
11_16,988.808,112,estimates,1950
11_17,1142.203,112,estimates,1950
11_18,1297.083,112,estimates,1950
12_14,509.441,112,estimates,1950
12_16,828.004,112,estimates,1950
12_17,981.399,112,estimates,1950
12_18,1136.279,112,estimates,1950
13_17,810.328,112,estimates,1950
13_18,965.208,112,estimates,1950
13_19,1124.053,112,estimates,1950
15_17,471.958,112,estimates,1950
18_23,955.501,112,estimates,1950
15_24,1572.259,112,estimates,1950
15_49,4053.451,112,estimates,1950
15_59,4726.61,112,estimates,1950
15_64,5033.693,112,estimates,1950
20_64,4248.01,112,estimates,1950
20_69,4499.973,112,estimates,1950
25_49,2481.192,112,estimates,1950
25_64,3461.434,112,estimates,1950
25_69,3713.397,112,estimates,1950
15plus,5700.301,112,estimates,1950
16plus,5538.264,112,estimates,1950
17plus,5381.738,112,estimates,1950
18plus,5228.343,112,estimates,1950
20plus,4914.618,112,estimates,1950
21plus,4753.349,112,estimates,1950
25plus,4128.042,112,estimates,1950
50plus,1646.85,112,estimates,1950
60plus,973.691,112,estimates,1950
65plus,666.608,112,estimates,1950
70plus,414.645,112,estimates,1950
75plus,226.542,112,estimates,1950
80plus,99.419,112,estimates,1950
85plus,40.369,112,estimates,1950
90plus,12.437,112,estimates,1950
total,7745.002,112,estimates,1950
0_1,335.35,112,estimates,1951
0_4,712.117,112,estimates,1951
0_14,2016.182,112,estimates,1951
0_17,2493.424,112,estimates,1951
0_19,2796.355,112,estimates,1951
0_24,3583.646,112,estimates,1951
3_4,234.778,112,estimates,1951
3_5,339.165,112,estimates,1951
3_6,441.183,112,estimates,1951
4_5,215.626,112,estimates,1951
4_6,317.644,112,estimates,1951
5_14,1304.065,112,estimates,1951
5_10,665.072,112,estimates,1951
5_11,807.78,112,estimates,1951
6_9,431.311,112,estimates,1951
6_10,560.685,112,estimates,1951
6_11,703.393,112,estimates,1951
6_12,861.821,112,estimates,1951
7_10,458.667,112,estimates,1951
7_12,759.803,112,estimates,1951
11_16,962.35,112,estimates,1951
11_17,1116.235,112,estimates,1951
11_18,1266.969,112,estimates,1951
12_14,496.285,112,estimates,1951
12_16,819.642,112,estimates,1951
12_17,973.527,112,estimates,1951
12_18,1124.261,112,estimates,1951
13_17,815.099,112,estimates,1951
13_18,965.833,112,estimates,1951
13_19,1118.03,112,estimates,1951
15_17,477.242,112,estimates,1951
18_23,937.619,112,estimates,1951
15_24,1567.464,112,estimates,1951
15_49,4055.53,112,estimates,1951
15_59,4731.162,112,estimates,1951
15_64,5030.776,112,estimates,1951
20_64,4250.603,112,estimates,1951
20_69,4502.232,112,estimates,1951
25_49,2488.066,112,estimates,1951
25_64,3463.312,112,estimates,1951
25_69,3714.941,112,estimates,1951
15plus,5700.89,112,estimates,1951
16plus,5536.951,112,estimates,1951
17plus,5377.533,112,estimates,1951
18plus,5223.648,112,estimates,1951
20plus,4920.717,112,estimates,1951
21plus,4764.572,112,estimates,1951
25plus,4133.426,112,estimates,1951
50plus,1645.36,112,estimates,1951
60plus,969.728,112,estimates,1951
65plus,670.114,112,estimates,1951
70plus,418.485,112,estimates,1951
75plus,231.061,112,estimates,1951
80plus,103.506,112,estimates,1951
85plus,41.099,112,estimates,1951
90plus,13.162,112,estimates,1951
total,7717.072,112,estimates,1951
0_1,313.414,112,estimates,1952
0_4,736.3,112,estimates,1952
0_14,1974.338,112,estimates,1952
0_17,2462.018,112,estimates,1952
0_19,2763.074,112,estimates,1952
0_24,3540.993,112,estimates,1952
3_4,262.689,112,estimates,1952
3_5,375.239,112,estimates,1952
3_6,481.237,112,estimates,1952
4_5,236.026,112,estimates,1952
4_6,342.024,112,estimates,1952
5_14,1238.038,112,estimates,1952
5_10,645.001,112,estimates,1952
5_11,772.752,112,estimates,1952
6_9,417.138,112,estimates,1952
6_10,532.451,112,estimates,1952
6_11,660.202,112,estimates,1952
6_12,801.495,112,estimates,1952
7_10,426.453,112,estimates,1952
7_12,695.497,112,estimates,1952
11_16,923.008,112,estimates,1952
11_17,1080.717,112,estimates,1952
11_18,1232.839,112,estimates,1952
12_14,465.286,112,estimates,1952
12_16,795.257,112,estimates,1952
12_17,952.966,112,estimates,1952
12_18,1105.088,112,estimates,1952
13_17,811.673,112,estimates,1952
13_18,963.795,112,estimates,1952
13_19,1112.729,112,estimates,1952
15_17,487.68,112,estimates,1952
18_23,921.425,112,estimates,1952
15_24,1566.655,112,estimates,1952
15_49,4079.802,112,estimates,1952
15_59,4768.009,112,estimates,1952
15_64,5059.994,112,estimates,1952
20_64,4271.258,112,estimates,1952
20_69,4524.545,112,estimates,1952
25_49,2513.147,112,estimates,1952
25_64,3493.339,112,estimates,1952
25_69,3746.626,112,estimates,1952
15plus,5735.749,112,estimates,1952
16plus,5568.063,112,estimates,1952
17plus,5405.778,112,estimates,1952
18plus,5248.069,112,estimates,1952
20plus,4947.013,112,estimates,1952
21plus,4796.63,112,estimates,1952
