agebroad,population,country,variant,year
0_1,1908.122,250,estimates,1950
0_4,3994.897,250,estimates,1950
0_14,9485.816,250,estimates,1950
0_17,11363.287,250,estimates,1950
0_19,12644.775,250,estimates,1950
0_24,15846.842,250,estimates,1950
3_4,1310.311,250,estimates,1950
3_5,1882.843,250,estimates,1950
3_6,2422.557,250,estimates,1950
4_5,1194.051,250,estimates,1950
4_6,1733.765,250,estimates,1950
5_14,5490.919,250,estimates,1950
5_10,3193.676,250,estimates,1950
5_11,3743.338,250,estimates,1950
6_9,2091.924,250,estimates,1950
6_10,2621.144,250,estimates,1950
6_11,3170.806,250,estimates,1950
6_12,3740.252,250,estimates,1950
7_10,2081.43,250,estimates,1950
7_12,3200.538,250,estimates,1950
11_16,3534.485,250,estimates,1950
11_17,4174.714,250,estimates,1950
11_18,4817.324,250,estimates,1950
12_14,1747.581,250,estimates,1950
12_16,2984.823,250,estimates,1950
12_17,3625.052,250,estimates,1950
12_18,4267.662,250,estimates,1950
13_17,3055.606,250,estimates,1950
13_18,3698.216,250,estimates,1950
13_19,4337.094,250,estimates,1950
15_17,1877.471,250,estimates,1950
18_23,3802.976,250,estimates,1950
15_24,6361.026,250,estimates,1950
15_49,20691.391,250,estimates,1950
15_59,25583.017,250,estimates,1950
15_64,27621.426,250,estimates,1950
20_64,24462.467,250,estimates,1950
20_69,26210.607,250,estimates,1950
25_49,14330.365,250,estimates,1950
25_64,21260.4,250,estimates,1950
25_69,23008.54,250,estimates,1950
15plus,32393.789,250,estimates,1950
16plus,31784.428,250,estimates,1950
17plus,31156.547,250,estimates,1950
18plus,30516.318,250,estimates,1950
20plus,29234.83,250,estimates,1950
21plus,28601.587,250,estimates,1950
25plus,26032.763,250,estimates,1950
50plus,11702.398,250,estimates,1950
60plus,6810.772,250,estimates,1950
65plus,4772.363,250,estimates,1950
70plus,3024.223,250,estimates,1950
75plus,1598.274,250,estimates,1950
80plus,663.894,250,estimates,1950
85plus,203.506,250,estimates,1950
90plus,37.844,250,estimates,1950
total,41879.605,250,estimates,1950
0_1,1822.715,250,estimates,1951
0_4,4178.853,250,estimates,1951
0_14,9691.635,250,estimates,1951
0_17,11515.308,250,estimates,1951
0_19,12792.251,250,estimates,1951
0_24,15936.595,250,estimates,1951
3_4,1479.846,250,estimates,1951
3_5,2113.968,250,estimates,1951
3_6,2695.327,250,estimates,1951
4_5,1333.81,250,estimates,1951
4_6,1915.169,250,estimates,1951
5_14,5512.782,250,estimates,1951
5_10,3289.676,250,estimates,1951
5_11,3816.938,250,estimates,1951
6_9,2141.579,250,estimates,1951
6_10,2655.554,250,estimates,1951
6_11,3182.816,250,estimates,1951
6_12,3730.321,250,estimates,1951
7_10,2074.195,250,estimates,1951
7_12,3148.962,250,estimates,1951
11_16,3421.68,250,estimates,1951
11_17,4046.779,250,estimates,1951
11_18,4684.116,250,estimates,1951
12_14,1695.844,250,estimates,1951
12_16,2894.418,250,estimates,1951
12_17,3519.517,250,estimates,1951
12_18,4156.854,250,estimates,1951
13_17,2972.012,250,estimates,1951
13_18,3609.349,250,estimates,1951
13_19,4248.955,250,estimates,1951
15_17,1823.673,250,estimates,1951
18_23,3778.8,250,estimates,1951
15_24,6244.96,250,estimates,1951
15_49,20570.34,250,estimates,1951
15_59,25540.225,250,estimates,1951
15_64,27561.854,250,estimates,1951
20_64,24461.238,250,estimates,1951
20_69,26202.331,250,estimates,1951
25_49,14325.38,250,estimates,1951
25_64,21316.894,250,estimates,1951
25_69,23057.987,250,estimates,1951
15plus,32379.284,250,estimates,1951
16plus,31787.403,250,estimates,1951
17plus,31180.71,250,estimates,1951
18plus,30555.611,250,estimates,1951
20plus,29278.668,250,estimates,1951
21plus,28642.896,250,estimates,1951
25plus,26134.324,250,estimates,1951
50plus,11808.944,250,estimates,1951
60plus,6839.059,250,estimates,1951
65plus,4817.43,250,estimates,1951
70plus,3076.337,250,estimates,1951
75plus,1658.408,250,estimates,1951
80plus,706.768,250,estimates,1951
85plus,225.367,250,estimates,1951
90plus,46.012,250,estimates,1951
total,42070.919,250,estimates,1951
0_1,1482.016,250,estimates,1952
0_4,4106.564,250,estimates,1952
0_14,9785.2,250,estimates,1952
0_17,11569.744,250,estimates,1952
0_19,12835.323,250,estimates,1952
0_24,15982.938,250,estimates,1952
3_4,1661.351,250,estimates,1952
3_5,2376.791,250,estimates,1952
3_6,3027.91,250,estimates,1952
4_5,1504.725,250,estimates,1952
4_6,2155.844,250,estimates,1952
5_14,5678.636,250,estimates,1952
5_10,3517.338,250,estimates,1952
5_11,4031.75,250,estimates,1952
6_9,2298.401,250,estimates,1952
6_10,2801.898,250,estimates,1952
6_11,3316.31,250,estimates,1952
6_12,3845.296,250,estimates,1952
7_10,2150.779,250,estimates,1952
7_12,3194.177,250,estimates,1952
11_16,3337.58,250,estimates,1952
11_17,3945.842,250,estimates,1952
11_18,4572.526,250,estimates,1952
12_14,1646.886,250,estimates,1952
12_16,2823.168,250,estimates,1952
12_17,3431.43,250,estimates,1952
12_18,4058.114,250,estimates,1952
13_17,2902.444,250,estimates,1952
13_18,3529.128,250,estimates,1952
13_19,4168.023,250,estimates,1952
15_17,1784.544,250,estimates,1952
18_23,3793.592,250,estimates,1952
15_24,6197.738,250,estimates,1952
