agebroad,population,country,variant,year
"Region, subregion, country or area *",Ecuador,218,estimates,1950
0_1,227.908,218,estimates,1950
0_4,543.002,218,estimates,1950
0_14,1379.953,218,estimates,1950
0_17,1583.528,218,estimates,1950
0_19,1709.903,218,estimates,1950
0_24,1994.044,218,estimates,1950
3_4,206.493,218,estimates,1950
3_5,304.442,218,estimates,1950
3_6,398.929,218,estimates,1950
4_5,199.417,218,estimates,1950
4_6,293.904,218,estimates,1950
5_14,836.951,218,estimates,1950
5_10,537.54,218,estimates,1950
5_11,616.056,218,estimates,1950
6_9,358.041,218,estimates,1950
6_10,439.591,218,estimates,1950
6_11,518.107,218,estimates,1950
6_12,593.91,218,estimates,1950
7_10,345.104,218,estimates,1950
7_12,499.423,218,estimates,1950
11_16,436.932,218,estimates,1950
11_17,502.986,218,estimates,1950
11_18,567.143,218,estimates,1950
12_14,220.895,218,estimates,1950
12_16,358.416,218,estimates,1950
12_17,424.47,218,estimates,1950
12_18,488.627,218,estimates,1950
13_17,348.667,218,estimates,1950
13_18,412.824,218,estimates,1950
13_19,475.042,218,estimates,1950
15_17,203.575,218,estimates,1950
18_23,357.312,218,estimates,1950
15_24,614.091,218,estimates,1950
15_49,1568.134,218,estimates,1950
15_59,1808.705,218,estimates,1950
15_64,1906.295,218,estimates,1950
20_64,1576.345,218,estimates,1950
20_69,1654.552,218,estimates,1950
25_49,954.043,218,estimates,1950
25_64,1292.204,218,estimates,1950
25_69,1370.411,218,estimates,1950
15plus,2090.206,218,estimates,1950
16plus,2020.546,218,estimates,1950
17plus,1952.685,218,estimates,1950
18plus,1886.631,218,estimates,1950
20plus,1760.256,218,estimates,1950
21plus,1699.873,218,estimates,1950
25plus,1476.115,218,estimates,1950
50plus,522.072,218,estimates,1950
60plus,281.501,218,estimates,1950
65plus,183.911,218,estimates,1950
70plus,105.704,218,estimates,1950
75plus,51.016,218,estimates,1950
80plus,19.751,218,estimates,1950
85plus,12.533,218,estimates,1950
90plus,6.699,218,estimates,1950
total,3470.159,218,estimates,1950
"Region, subregion, country or area *",Ecuador,218,estimates,1951
0_1,249.563,218,estimates,1951
0_4,570.725,218,estimates,1951
0_14,1433.315,218,estimates,1951
0_17,1641.644,218,estimates,1951
0_19,1771.313,218,estimates,1951
0_24,2063.013,218,estimates,1951
3_4,210.404,218,estimates,1951
3_5,310.461,218,estimates,1951
3_6,407.365,218,estimates,1951
4_5,203.481,218,estimates,1951
4_6,300.385,218,estimates,1951
5_14,862.59,218,estimates,1951
5_10,554.192,218,estimates,1951
