agebroad,population,country,variant,year
0_1,623.827,408,estimates,1950
0_4,1553.976,408,estimates,1950
0_14,4582.413,408,estimates,1950
0_17,5306.627,408,estimates,1950
0_19,5730.576,408,estimates,1950
0_24,6648.307,408,estimates,1950
3_4,620.103,408,estimates,1950
3_5,930.836,408,estimates,1950
3_6,1242.018,408,estimates,1950
4_5,620.945,408,estimates,1950
4_6,932.127,408,estimates,1950
5_14,3028.437,408,estimates,1950
5_10,1860.923,408,estimates,1950
5_11,2166.98,408,estimates,1950
6_9,1242.589,408,estimates,1950
6_10,1550.19,408,estimates,1950
6_11,1856.247,408,estimates,1950
6_12,2156.565,408,estimates,1950
7_10,1239.008,408,estimates,1950
7_12,1845.383,408,estimates,1950
11_16,1665.301,408,estimates,1950
11_17,1891.728,408,estimates,1950
11_18,2107.673,408,estimates,1950
12_14,861.457,408,estimates,1950
12_16,1359.244,408,estimates,1950
12_17,1585.671,408,estimates,1950
12_18,1801.616,408,estimates,1950
13_17,1285.353,408,estimates,1950
13_18,1501.298,408,estimates,1950
13_19,1709.302,408,estimates,1950
15_17,724.214,408,estimates,1950
18_23,1173.229,408,estimates,1950
15_24,2065.894,408,estimates,1950
15_49,4789.783,408,estimates,1950
15_59,5425.476,408,estimates,1950
15_64,5644.909,408,estimates,1950
20_64,4496.746,408,estimates,1950
20_69,4663.322,408,estimates,1950
25_49,2723.889,408,estimates,1950
25_64,3579.015,408,estimates,1950
25_69,3745.591,408,estimates,1950
15plus,5967.059,408,estimates,1950
16plus,5709.995,408,estimates,1950
17plus,5469.272,408,estimates,1950
18plus,5242.845,408,estimates,1950
20plus,4818.896,408,estimates,1950
21plus,4619.374,408,estimates,1950
25plus,3901.165,408,estimates,1950
50plus,1177.276,408,estimates,1950
60plus,541.583,408,estimates,1950
65plus,322.15,408,estimates,1950
70plus,155.574,408,estimates,1950
75plus,69.959,408,estimates,1950
80plus,21.757,408,estimates,1950
85plus,6.352,408,estimates,1950
90plus,1.138,408,estimates,1950
total,10549.472,408,estimates,1950
0_1,529.641,408,estimates,1951
0_4,1423.242,408,estimates,1951
0_14,4385.655,408,estimates,1951
0_17,5120.914,408,estimates,1951
0_19,5538.885,408,estimates,1951
0_24,6437.424,408,estimates,1951
