agebroad,population,country,variant,year
0_1,4.336,678,estimates,1950
0_4,9.757,678,estimates,1950
0_14,19.758,678,estimates,1950
0_17,21.442,678,estimates,1950
0_19,23.159,678,estimates,1950
0_24,30.705,678,estimates,1950
3_4,3.468,678,estimates,1950
3_5,4.986,678,estimates,1950
3_6,6.364,678,estimates,1950
4_5,3.179,678,estimates,1950
4_6,4.557,678,estimates,1950
5_14,10.001,678,estimates,1950
5_10,7.159,678,estimates,1950
5_11,7.972,678,estimates,1950
6_9,4.742,678,estimates,1950
6_10,5.641,678,estimates,1950
6_11,6.454,678,estimates,1950
6_12,7.192,678,estimates,1950
7_10,4.263,678,estimates,1950
7_12,5.814,678,estimates,1950
11_16,3.954,678,estimates,1950
11_17,4.526,678,estimates,1950
11_18,5.264,678,estimates,1950
12_14,2.029,678,estimates,1950
12_16,3.141,678,estimates,1950
12_17,3.713,678,estimates,1950
12_18,4.451,678,estimates,1950
13_17,2.975,678,estimates,1950
13_18,3.713,678,estimates,1950
13_19,4.692,678,estimates,1950
15_17,1.684,678,estimates,1950
18_23,7.664,678,estimates,1950
15_24,10.947,678,estimates,1950
15_49,33.218,678,estimates,1950
15_59,36.779,678,estimates,1950
15_64,37.861,678,estimates,1950
20_64,34.46,678,estimates,1950
20_69,35.3,678,estimates,1950
25_49,22.271,678,estimates,1950
25_64,26.914,678,estimates,1950
25_69,27.754,678,estimates,1950
15plus,40.244,678,estimates,1950
16plus,39.665,678,estimates,1950
17plus,39.132,678,estimates,1950
18plus,38.56,678,estimates,1950
20plus,36.843,678,estimates,1950
21plus,35.632,678,estimates,1950
25plus,29.297,678,estimates,1950
50plus,7.026,678,estimates,1950
60plus,3.465,678,estimates,1950
65plus,2.383,678,estimates,1950
70plus,1.543,678,estimates,1950
75plus,0.884,678,estimates,1950
80plus,0.431,678,estimates,1950
85plus,0.107,678,estimates,1950
90plus,0.015,678,estimates,1950
total,60.002,678,estimates,1950
0_1,4.271,678,estimates,1951
0_4,9.608,678,estimates,1951
0_14,19.694,678,estimates,1951
0_17,21.762,678,estimates,1951
0_19,23.427,678,estimates,1951
0_24,30.33,678,estimates,1951
3_4,3.419,678,estimates,1951
3_5,4.921,678,estimates,1951
3_6,6.291,678,estimates,1951
4_5,3.142,678,estimates,1951
4_6,4.512,678,estimates,1951
5_14,10.086,678,estimates,1951
5_10,7.159,678,estimates,1951
5_11,7.979,678,estimates,1951
6_9,4.748,678,estimates,1951
6_10,5.657,678,estimates,1951
6_11,6.477,678,estimates,1951
6_12,7.221,678,estimates,1951
7_10,4.287,678,estimates,1951
7_12,5.851,678,estimates,1951
11_16,4.294,678,estimates,1951
11_17,4.995,678,estimates,1951
11_18,5.759,678,estimates,1951
12_14,2.107,678,estimates,1951
12_16,3.474,678,estimates,1951
12_17,4.175,678,estimates,1951
12_18,4.939,678,estimates,1951
13_17,3.431,678,estimates,1951
13_18,4.195,678,estimates,1951
13_19,5.096,678,estimates,1951
15_17,2.068,678,estimates,1951
18_23,6.993,678,estimates,1951
15_24,10.636,678,estimates,1951
15_49,32.583,678,estimates,1951
15_59,36.07,678,estimates,1951
15_64,37.149,678,estimates,1951
20_64,33.416,678,estimates,1951
20_69,34.243,678,estimates,1951
25_49,21.947,678,estimates,1951
25_64,26.513,678,estimates,1951
25_69,27.34,678,estimates,1951
15plus,39.508,678,estimates,1951
16plus,38.831,678,estimates,1951
17plus,38.141,678,estimates,1951
18plus,37.44,678,estimates,1951
20plus,35.775,678,estimates,1951
21plus,34.695,678,estimates,1951
25plus,28.872,678,estimates,1951
50plus,6.925,678,estimates,1951
60plus,3.438,678,estimates,1951
65plus,2.359,678,estimates,1951
70plus,1.532,678,estimates,1951
75plus,0.886,678,estimates,1951
80plus,0.439,678,estimates,1951
85plus,0.129,678,estimates,1951
