agebroad,population,country,variant,year
"Region, subregion, country or area *",Albania,8,estimates,1950
0_1,76.913,8,estimates,1950
0_4,180.78,8,estimates,1950
0_14,485.309,8,estimates,1950
0_17,560.468,8,estimates,1950
0_19,606.832,8,estimates,1950
0_24,714.078,8,estimates,1950
3_4,68.014,8,estimates,1950
3_5,100.658,8,estimates,1950
3_6,132.644,8,estimates,1950
4_5,66.123,8,estimates,1950
4_6,98.109,8,estimates,1950
5_14,304.529,8,estimates,1950
5_10,188.194,8,estimates,1950
5_11,218.44,8,estimates,1950
6_9,125.16,8,estimates,1950
6_10,155.55,8,estimates,1950
6_11,185.796,8,estimates,1950
6_12,215.581,8,estimates,1950
7_10,123.564,8,estimates,1950
7_12,183.595,8,estimates,1950
11_16,167.562,8,estimates,1950
11_17,191.494,8,estimates,1950
11_18,214.836,8,estimates,1950
12_14,86.089,8,estimates,1950
12_16,137.316,8,estimates,1950
12_17,161.248,8,estimates,1950
12_18,184.59,8,estimates,1950
13_17,131.463,8,estimates,1950
13_18,154.805,8,estimates,1950
13_19,177.827,8,estimates,1950
15_17,75.159,8,estimates,1950
18_23,133.991,8,estimates,1950
15_24,228.769,8,estimates,1950
15_49,572.369,8,estimates,1950
15_59,654.932,8,estimates,1950
15_64,691.223,8,estimates,1950
20_64,569.7,8,estimates,1950
20_69,598.577,8,estimates,1950
25_49,343.6,8,estimates,1950
25_64,462.454,8,estimates,1950
25_69,491.331,8,estimates,1950
15plus,777.865,8,estimates,1950
16plus,751.604,8,estimates,1950
17plus,726.638,8,estimates,1950
18plus,702.706,8,estimates,1950
20plus,656.342,8,estimates,1950
21plus,633.688,8,estimates,1950
25plus,549.096,8,estimates,1950
50plus,205.496,8,estimates,1950
60plus,122.933,8,estimates,1950
65plus,86.642,8,estimates,1950
70plus,57.765,8,estimates,1950
75plus,36.994,8,estimates,1950
80plus,23.985,8,estimates,1950
85plus,15.535,8,estimates,1950
90plus,7.835,8,estimates,1950
total,1263.174,8,estimates,1950
"Region, subregion, country or area *",Albania,8,estimates,1951
0_1,80.125,8,estimates,1951
0_4,186.637,8,estimates,1951
0_14,495.603,8,estimates,1951
0_17,573.955,8,estimates,1951
0_19,620.968,8,estimates,1951
0_24,730.96,8,estimates,1951
3_4,69.569,8,estimates,1951
3_5,102.748,8,estimates,1951
3_6,135.157,8,estimates,1951
4_5,67.343,8,estimates,1951
4_6,99.752,8,estimates,1951
5_14,308.966,8,estimates,1951
5_10,190.232,8,estimates,1951
5_11,220.51,8,estimates,1951
6_9,126.494,8,estimates,1951
6_10,157.053,8,estimates,1951
6_11,187.331,8,estimates,1951
6_12,217.456,8,estimates,1951
7_10,124.644,8,estimates,1951
7_12,185.047,8,estimates,1951
11_16,172.248,8,estimates,1951
11_17,197.086,8,estimates,1951
11_18,220.888,8,estimates,1951
12_14,88.456,8,estimates,1951
12_16,141.97,8,estimates,1951
12_17,166.808,8,estimates,1951
12_18,190.61,8,estimates,1951
13_17,136.683,8,estimates,1951
13_18,160.485,8,estimates,1951
13_19,183.696,8,estimates,1951
15_17,78.352,8,estimates,1951
18_23,136.306,8,estimates,1951
15_24,235.357,8,estimates,1951
15_49,586.292,8,estimates,1951
15_59,670.471,8,estimates,1951
15_64,705.784,8,estimates,1951
20_64,580.419,8,estimates,1951
20_69,609.97,8,estimates,1951
25_49,350.935,8,estimates,1951
25_64,470.427,8,estimates,1951
25_69,499.978,8,estimates,1951
15plus,791.894,8,estimates,1951
16plus,764.516,8,estimates,1951
17plus,738.38,8,estimates,1951
18plus,713.542,8,estimates,1951
20plus,666.529,8,estimates,1951
21plus,643.638,8,estimates,1951
25plus,556.537,8,estimates,1951
50plus,205.602,8,estimates,1951
60plus,121.423,8,estimates,1951
65plus,86.11,8,estimates,1951
70plus,56.559,8,estimates,1951
75plus,35.343,8,estimates,1951
80plus,22.063,8,estimates,1951
85plus,13.995,8,estimates,1951
90plus,7.108,8,estimates,1951
total,1287.497,8,estimates,1951
"Region, subregion, country or area *",Albania,8,estimates,1952
0_1,84.182,8,estimates,1952
0_4,193.968,8,estimates,1952
0_14,507.225,8,estimates,1952
0_17,589.189,8,estimates,1952
0_19,637.663,8,estimates,1952
0_24,749.716,8,estimates,1952
3_4,71.507,8,estimates,1952
3_5,105.365,8,estimates,1952
3_6,138.306,8,estimates,1952
4_5,68.882,8,estimates,1952
4_6,101.823,8,estimates,1952
5_14,313.257,8,estimates,1952
5_10,192.886,8,estimates,1952
5_11,223.392,8,estimates,1952
6_9,128.149,8,estimates,1952
6_10,159.028,8,estimates,1952
6_11,189.534,8,estimates,1952
6_12,219.755,8,estimates,1952
7_10,126.087,8,estimates,1952
7_12,186.814,8,estimates,1952
11_16,176.275,8,estimates,1952
11_17,202.335,8,estimates,1952
11_18,227.092,8,estimates,1952
12_14,89.865,8,estimates,1952
12_16,145.769,8,estimates,1952
12_17,171.829,8,estimates,1952
12_18,196.586,8,estimates,1952
13_17,141.608,8,estimates,1952
13_18,166.365,8,estimates,1952
13_19,190.082,8,estimates,1952
15_17,81.964,8,estimates,1952
18_23,138.955,8,estimates,1952
15_24,242.491,8,estimates,1952
15_49,602.853,8,estimates,1952
15_59,688.972,8,estimates,1952
15_64,722.719,8,estimates,1952
20_64,592.281,8,estimates,1952
20_69,622.771,8,estimates,1952
25_49,360.362,8,estimates,1952
25_64,480.228,8,estimates,1952
25_69,510.718,8,estimates,1952
15plus,808.864,8,estimates,1952
16plus,780.264,8,estimates,1952
17plus,752.96,8,estimates,1952
18plus,726.9,8,estimates,1952
20plus,678.426,8,estimates,1952
21plus,655.303,8,estimates,1952
25plus,566.373,8,estimates,1952
50plus,206.011,8,estimates,1952
60plus,119.892,8,estimates,1952
65plus,86.145,8,estimates,1952
70plus,55.655,8,estimates,1952
