agebroad,population,country,variant,year
"Region, subregion, country or area *",Djibouti,262,estimates,1950
0_1,5.381,262,estimates,1950
0_4,12.193,262,estimates,1950
0_14,29.017,262,estimates,1950
0_17,33.037,262,estimates,1950
0_19,35.502,262,estimates,1950
0_24,40.964,262,estimates,1950
3_4,4.394,262,estimates,1950
3_5,6.407,262,estimates,1950
3_6,8.318,262,estimates,1950
4_5,4.143,262,estimates,1950
4_6,6.054,262,estimates,1950
5_14,16.824,262,estimates,1950
5_10,10.802,262,estimates,1950
5_11,12.381,262,estimates,1950
6_9,7.164,262,estimates,1950
6_10,8.789,262,estimates,1950
6_11,10.368,262,estimates,1950
6_12,11.9,262,estimates,1950
7_10,6.878,262,estimates,1950
7_12,9.989,262,estimates,1950
11_16,8.745,262,estimates,1950
11_17,10.042,262,estimates,1950
11_18,11.296,262,estimates,1950
12_14,4.443,262,estimates,1950
12_16,7.166,262,estimates,1950
12_17,8.463,262,estimates,1950
12_18,9.717,262,estimates,1950
13_17,6.931,262,estimates,1950
13_18,8.185,262,estimates,1950
13_19,9.396,262,estimates,1950
15_17,4.02,262,estimates,1950
18_23,6.911,262,estimates,1950
15_24,11.947,262,estimates,1950
15_49,27.987,262,estimates,1950
15_59,30.848,262,estimates,1950
15_64,31.757,262,estimates,1950
20_64,25.272,262,estimates,1950
20_69,25.884,262,estimates,1950
25_49,16.04,262,estimates,1950
25_64,19.81,262,estimates,1950
25_69,20.422,262,estimates,1950
15plus,32.984,262,estimates,1950
16plus,31.601,262,estimates,1950
17plus,30.261,262,estimates,1950
18plus,28.964,262,estimates,1950
20plus,26.499,262,estimates,1950
21plus,25.329,262,estimates,1950
25plus,21.037,262,estimates,1950
50plus,4.997,262,estimates,1950
60plus,2.136,262,estimates,1950
65plus,1.227,262,estimates,1950
70plus,0.615,262,estimates,1950
75plus,0.252,262,estimates,1950
80plus,0.078,262,estimates,1950
85plus,0.019,262,estimates,1950
90plus,0.003,262,estimates,1950
total,62.001,262,estimates,1950
"Region, subregion, country or area *",Djibouti,262,estimates,1951
0_1,4.983,262,estimates,1951
0_4,12.095,262,estimates,1951
0_14,29.458,262,estimates,1951
0_17,33.575,262,estimates,1951
0_19,36.102,262,estimates,1951
0_24,41.7,262,estimates,1951
3_4,4.596,262,estimates,1951
3_5,6.702,262,estimates,1951
3_6,8.696,262,estimates,1951
4_5,4.336,262,estimates,1951
4_6,6.33,262,estimates,1951
5_14,17.363,262,estimates,1951
5_10,11.194,262,estimates,1951
5_11,12.808,262,estimates,1951
6_9,7.419,262,estimates,1951
6_10,9.088,262,estimates,1951
6_11,10.702,262,estimates,1951
6_12,12.268,262,estimates,1951
7_10,7.094,262,estimates,1951
7_12,10.274,262,estimates,1951
11_16,8.958,262,estimates,1951
11_17,10.286,262,estimates,1951
11_18,11.571,262,estimates,1951
12_14,4.555,262,estimates,1951
12_16,7.344,262,estimates,1951
12_17,8.672,262,estimates,1951
12_18,9.957,262,estimates,1951
13_17,7.106,262,estimates,1951
13_18,8.391,262,estimates,1951
13_19,9.633,262,estimates,1951
15_17,4.117,262,estimates,1951
18_23,7.083,262,estimates,1951
15_24,12.242,262,estimates,1951
15_49,28.699,262,estimates,1951
15_59,31.635,262,estimates,1951
15_64,32.57,262,estimates,1951
20_64,25.926,262,estimates,1951
20_69,26.557,262,estimates,1951
25_49,16.457,262,estimates,1951
25_64,20.328,262,estimates,1951
25_69,20.959,262,estimates,1951
15plus,33.848,262,estimates,1951
16plus,32.43,262,estimates,1951
17plus,31.059,262,estimates,1951
18plus,29.731,262,estimates,1951
20plus,27.204,262,estimates,1951
21plus,26.005,262,estimates,1951
25plus,21.606,262,estimates,1951
50plus,5.149,262,estimates,1951
60plus,2.213,262,estimates,1951
65plus,1.278,262,estimates,1951
70plus,0.647,262,estimates,1951
75plus,0.27,262,estimates,1951
80plus,0.086,262,estimates,1951
85plus,0.022,262,estimates,1951
90plus,0.003,262,estimates,1951
total,63.306,262,estimates,1951
"Region, subregion, country or area *",Djibouti,262,estimates,1952
