agebroad,population,country,variant,year
"Region, subregion, country or area *","China, Taiwan Province of China",158,estimates,1950
0_1,488.244,158,estimates,1950
0_4,1256.631,158,estimates,1950
0_14,3200.589,158,estimates,1950
0_17,3675.363,158,estimates,1950
0_19,3984.357,158,estimates,1950
0_24,4693.838,158,estimates,1950
3_4,512.037,158,estimates,1950
3_5,759.84,158,estimates,1950
3_6,998.112,158,estimates,1950
4_5,502.277,158,estimates,1950
4_6,740.549,158,estimates,1950
5_14,1943.958,158,estimates,1950
5_10,1310.675,158,estimates,1950
5_11,1478.744,158,estimates,1950
6_9,878.121,158,estimates,1950
6_10,1062.872,158,estimates,1950
6_11,1230.941,158,estimates,1950
6_12,1387.466,158,estimates,1950
7_10,824.6,158,estimates,1950
7_12,1149.194,158,estimates,1950
11_16,948.821,158,estimates,1950
11_17,1108.057,158,estimates,1950
11_18,1264.768,158,estimates,1950
12_14,465.214,158,estimates,1950
12_16,780.752,158,estimates,1950
12_17,939.988,158,estimates,1950
12_18,1096.699,158,estimates,1950
13_17,783.463,158,estimates,1950
13_18,940.174,158,estimates,1950
13_19,1092.457,158,estimates,1950
15_17,474.774,158,estimates,1950
18_23,883.984,158,estimates,1950
15_24,1493.249,158,estimates,1950
15_49,3774.151,158,estimates,1950
15_59,4137.84,158,estimates,1950
15_64,4257.584,158,estimates,1950
20_64,3473.816,158,estimates,1950
20_69,3553.744,158,estimates,1950
25_49,2280.902,158,estimates,1950
25_64,2764.335,158,estimates,1950
25_69,2844.263,158,estimates,1950
15plus,4422.771,158,estimates,1950
16plus,4265.971,158,estimates,1950
17plus,4107.233,158,estimates,1950
18plus,3947.997,158,estimates,1950
20plus,3639.003,158,estimates,1950
21plus,3490.265,158,estimates,1950
25plus,2929.522,158,estimates,1950
50plus,648.62,158,estimates,1950
60plus,284.931,158,estimates,1950
65plus,165.187,158,estimates,1950
70plus,85.259,158,estimates,1950
75plus,36.174,158,estimates,1950
80plus,12.542,158,estimates,1950
85plus,1.092,158,estimates,1950
90plus,0.083,158,estimates,1950
total,7623.36,158,estimates,1950
"Region, subregion, country or area *","China, Taiwan Province of China",158,estimates,1951
0_1,547.662,158,estimates,1951
0_4,1310.322,158,estimates,1951
0_14,3335.959,158,estimates,1951
0_17,3808.836,158,estimates,1951
0_19,4121.447,158,estimates,1951
0_24,4849.18,158,estimates,1951
3_4,509.166,158,estimates,1951
3_5,758.15,158,estimates,1951
3_6,999.841,158,estimates,1951
4_5,502.726,158,estimates,1951
4_6,744.417,158,estimates,1951
5_14,2025.637,158,estimates,1951
5_10,1352.339,158,estimates,1951
5_11,1537.167,158,estimates,1951
6_9,905.614,158,estimates,1951
6_10,1103.355,158,estimates,1951
6_11,1288.183,158,estimates,1951
6_12,1458.948,158,estimates,1951
7_10,861.664,158,estimates,1951
7_12,1217.257,158,estimates,1951
11_16,988.248,158,estimates,1951
11_17,1146.175,158,estimates,1951
11_18,1303.685,158,estimates,1951
12_14,488.47,158,estimates,1951
12_16,803.42,158,estimates,1951
12_17,961.347,158,estimates,1951
12_18,1118.857,158,estimates,1951
13_17,790.582,158,estimates,1951
13_18,948.092,158,estimates,1951
13_19,1103.193,158,estimates,1951
15_17,472.877,158,estimates,1951
18_23,901.198,158,estimates,1951
15_24,1513.221,158,estimates,1951
15_49,3875.437,158,estimates,1951
15_59,4256.691,158,estimates,1951
15_64,4380.764,158,estimates,1951
20_64,3595.276,158,estimates,1951
20_69,3679.79,158,estimates,1951
25_49,2362.216,158,estimates,1951
25_64,2867.543,158,estimates,1951
25_69,2952.057,158,estimates,1951
15plus,4557.101,158,estimates,1951
16plus,4399.627,158,estimates,1951
17plus,4242.151,158,estimates,1951
18plus,4084.224,158,estimates,1951
20plus,3771.613,158,estimates,1951
21plus,3620.179,158,estimates,1951
25plus,3043.88,158,estimates,1951
50plus,681.664,158,estimates,1951
60plus,300.41,158,estimates,1951
65plus,176.337,158,estimates,1951
70plus,91.823,158,estimates,1951
75plus,39.703,158,estimates,1951
80plus,14.11,158,estimates,1951
85plus,2.014,158,estimates,1951
90plus,0.065,158,estimates,1951
total,7893.06,158,estimates,1951
"Region, subregion, country or area *","China, Taiwan Province of China",158,estimates,1952
0_1,670.747,158,estimates,1952
0_4,1431.963,158,estimates,1952
0_14,3510.063,158,estimates,1952
0_17,3984.209,158,estimates,1952
0_19,4294.238,158,estimates,1952
0_24,5029.3,158,estimates,1952
3_4,506.749,158,estimates,1952
3_5,754.357,158,estimates,1952
3_6,995.579,158,estimates,1952
4_5,499.782,158,estimates,1952
4_6,741.004,158,estimates,1952
5_14,2078.1,158,estimates,1952
5_10,1365.599,158,estimates,1952
5_11,1559.548,158,estimates,1952
6_9,913.639,158,estimates,1952
6_10,1117.991,158,estimates,1952
6_11,1311.94,158,estimates,1952
6_12,1495.165,158,estimates,1952
7_10,876.769,158,estimates,1952
7_12,1253.943,158,estimates,1952
11_16,1029.926,158,estimates,1952
11_17,1186.647,158,estimates,1952
11_18,1342.326,158,estimates,1952
12_14,518.552,158,estimates,1952
12_16,835.977,158,estimates,1952
12_17,992.698,158,estimates,1952
12_18,1148.377,158,estimates,1952
13_17,809.473,158,estimates,1952
13_18,965.152,158,estimates,1952
13_19,1119.502,158,estimates,1952
15_17,474.146,158,estimates,1952
18_23,902.924,158,estimates,1952
15_24,1519.237,158,estimates,1952
15_49,3942.804,158,estimates,1952
15_59,4340.677,158,estimates,1952
15_64,4467.934,158,estimates,1952
20_64,3683.759,158,estimates,1952
20_69,3772.046,158,estimates,1952
25_49,2423.567,158,estimates,1952
25_64,2948.697,158,estimates,1952
25_69,3036.984,158,estimates,1952
15plus,4653.87,158,estimates,1952
16plus,4494.561,158,estimates,1952
17plus,4336.445,158,estimates,1952
18plus,4179.724,158,estimates,1952
20plus,3869.695,158,estimates,1952
21plus,3717.616,158,estimates,1952
25plus,3134.633,158,estimates,1952
50plus,711.066,158,estimates,1952
60plus,313.193,158,estimates,1952
65plus,185.936,158,estimates,1952
70plus,97.649,158,estimates,1952
75plus,42.889,158,estimates,1952
80plus,15.23,158,estimates,1952
85plus,3.029,158,estimates,1952
90plus,0.054,158,estimates,1952
total,8163.933,158,estimates,1952
"Region, subregion, country or area *","China, Taiwan Province of China",158,estimates,1953
0_1,728.945,158,estimates,1953
0_4,1561.466,158,estimates,1953
0_14,3678.958,158,estimates,1953
0_17,4165.529,158,estimates,1953
0_19,4475.022,158,estimates,1953
0_24,5211.398,158,estimates,1953
3_4,517.233,158,estimates,1953
3_5,766.238,158,estimates,1953
3_6,1007.814,158,estimates,1953
4_5,504.712,158,estimates,1953
4_6,746.288,158,estimates,1953
5_14,2117.492,158,estimates,1953
5_10,1373.592,158,estimates,1953
5_11,1572.493,158,estimates,1953
6_9,916.85,158,estimates,1953
6_10,1124.587,158,estimates,1953
6_11,1323.488,158,estimates,1953
6_12,1513.718,158,estimates,1953
7_10,883.011,158,estimates,1953
7_12,1272.142,158,estimates,1953
11_16,1071.68,158,estimates,1953
11_17,1230.471,158,estimates,1953
11_18,1386.48,158,estimates,1953
12_14,544.999,158,estimates,1953
12_16,872.779,158,estimates,1953
12_17,1031.57,158,estimates,1953
12_18,1187.579,158,estimates,1953
13_17,841.34,158,estimates,1953
13_18,997.349,158,estimates,1953
13_19,1150.833,158,estimates,1953
15_17,486.571,158,estimates,1953
18_23,902.11,158,estimates,1953
15_24,1532.44,158,estimates,1953
15_49,4018.797,158,estimates,1953
15_59,4435.288,158,estimates,1953
15_64,4565.942,158,estimates,1953
20_64,3769.878,158,estimates,1953
20_69,3861.599,158,estimates,1953
25_49,2486.357,158,estimates,1953
25_64,3033.502,158,estimates,1953
25_69,3125.223,158,estimates,1953
15plus,4761.302,158,estimates,1953
16plus,4595.152,158,estimates,1953
17plus,4433.522,158,estimates,1953
18plus,4274.731,158,estimates,1953
20plus,3965.238,158,estimates,1953
21plus,3813.99,158,estimates,1953
25plus,3228.862,158,estimates,1953
50plus,742.505,158,estimates,1953
60plus,326.014,158,estimates,1953
65plus,195.36,158,estimates,1953
70plus,103.639,158,estimates,1953
75plus,45.976,158,estimates,1953
80plus,16.135,158,estimates,1953
85plus,3.891,158,estimates,1953
90plus,0.048,158,estimates,1953
total,8440.26,158,estimates,1953
"Region, subregion, country or area *","China, Taiwan Province of China",158,estimates,1954
0_1,767.315,158,estimates,1954
0_4,1671.161,158,estimates,1954
0_14,3829.318,158,estimates,1954
0_17,4338.062,158,estimates,1954
0_19,4653.867,158,estimates,1954
0_24,5390.457,158,estimates,1954
3_4,572.393,158,estimates,1954
3_5,830.075,158,estimates,1954
3_6,1076.749,158,estimates,1954
4_5,527.107,158,estimates,1954
4_6,773.781,158,estimates,1954
5_14,2158.157,158,estimates,1954
5_10,1394.585,158,estimates,1954
5_11,1596.139,158,estimates,1954
6_9,927.505,158,estimates,1954
6_10,1136.903,158,estimates,1954
6_11,1338.457,158,estimates,1954
