agebroad,population,country,variant,year
0_1,3.989,462,estimates,1950
0_4,10.157,462,estimates,1950
0_14,30.697,462,estimates,1950
0_17,36.114,462,estimates,1950
0_19,39.361,462,estimates,1950
0_24,46.173,462,estimates,1950
3_4,4.133,462,estimates,1950
3_5,6.222,462,estimates,1950
3_6,8.32,462,estimates,1950
4_5,4.165,462,estimates,1950
4_6,6.263,462,estimates,1950
5_14,20.54,462,estimates,1950
5_10,12.55,462,estimates,1950
5_11,14.606,462,estimates,1950
6_9,8.386,462,estimates,1950
6_10,10.461,462,estimates,1950
6_11,12.517,462,estimates,1950
6_12,14.543,462,estimates,1950
7_10,8.363,462,estimates,1950
7_12,12.445,462,estimates,1950
11_16,11.666,462,estimates,1950
11_17,13.407,462,estimates,1950
11_18,15.071,462,estimates,1950
12_14,5.934,462,estimates,1950
12_16,9.61,462,estimates,1950
12_17,11.351,462,estimates,1950
12_18,13.015,462,estimates,1950
13_17,9.325,462,estimates,1950
13_18,10.989,462,estimates,1950
13_19,12.572,462,estimates,1950
15_17,5.417,462,estimates,1950
18_23,8.802,462,estimates,1950
15_24,15.476,462,estimates,1950
15_49,35.456,462,estimates,1950
15_59,39.314,462,estimates,1950
15_64,40.714,462,estimates,1950
20_64,32.05,462,estimates,1950
20_69,33.07,462,estimates,1950
25_49,19.98,462,estimates,1950
25_64,25.238,462,estimates,1950
25_69,26.258,462,estimates,1950
15plus,43.017,462,estimates,1950
16plus,41.149,462,estimates,1950
17plus,39.341,462,estimates,1950
18plus,37.6,462,estimates,1950
20plus,34.353,462,estimates,1950
21plus,32.852,462,estimates,1950
25plus,27.541,462,estimates,1950
50plus,7.561,462,estimates,1950
60plus,3.703,462,estimates,1950
65plus,2.303,462,estimates,1950
70plus,1.283,462,estimates,1950
75plus,0.62,462,estimates,1950
80plus,0.253,462,estimates,1950
85plus,0.057,462,estimates,1950
90plus,0.008,462,estimates,1950
total,73.714,462,estimates,1950
0_1,4.046,462,estimates,1951
0_4,9.939,462,estimates,1951
0_14,30.326,462,estimates,1951
0_17,35.864,462,estimates,1951
0_19,39.228,462,estimates,1951
0_24,46.271,462,estimates,1951
3_4,3.95,462,estimates,1951
3_5,5.962,462,estimates,1951
3_6,7.999,462,estimates,1951
