agebroad,population,country,variant,year
"Region, subregion, country or area *",Solomon Islands,90,estimates,1950
0_1,5.47,90,estimates,1950
0_4,14.201,90,estimates,1950
0_14,38.201,90,estimates,1950
0_17,44.461,90,estimates,1950
0_19,48.301,90,estimates,1950
0_24,56.001,90,estimates,1950
3_4,5.841,90,estimates,1950
3_5,8.711,90,estimates,1950
3_6,11.505,90,estimates,1950
4_5,5.786,90,estimates,1950
4_6,8.58,90,estimates,1950
5_14,24.0,90,estimates,1950
5_10,15.719,90,estimates,1950
5_11,17.876,90,estimates,1950
6_9,10.53,90,estimates,1950
6_10,12.849,90,estimates,1950
6_11,15.006,90,estimates,1950
6_12,17.053,90,estimates,1950
7_10,10.055,90,estimates,1950
7_12,14.259,90,estimates,1950
11_16,12.456,90,estimates,1950
11_17,14.541,90,estimates,1950
11_18,16.532,90,estimates,1950
12_14,6.124,90,estimates,1950
12_16,10.299,90,estimates,1950
12_17,12.384,90,estimates,1950
12_18,14.375,90,estimates,1950
13_17,10.337,90,estimates,1950
13_18,12.328,90,estimates,1950
13_19,14.177,90,estimates,1950
15_17,6.26,90,estimates,1950
18_23,10.083,90,estimates,1950
15_24,17.8,90,estimates,1950
15_49,41.901,90,estimates,1950
15_59,48.7,90,estimates,1950
15_64,49.801,90,estimates,1950
20_64,39.701,90,estimates,1950
20_69,40.501,90,estimates,1950
25_49,24.101,90,estimates,1950
25_64,32.001,90,estimates,1950
25_69,32.801,90,estimates,1950
15plus,51.593,90,estimates,1950
16plus,49.52,90,estimates,1950
17plus,47.418,90,estimates,1950
18plus,45.333,90,estimates,1950
20plus,41.493,90,estimates,1950
21plus,39.773,90,estimates,1950
25plus,33.793,90,estimates,1950
50plus,9.692,90,estimates,1950
60plus,2.893,90,estimates,1950
65plus,1.792,90,estimates,1950
70plus,0.992,90,estimates,1950
75plus,0.493,90,estimates,1950
80plus,0.117,90,estimates,1950
85plus,0.032,90,estimates,1950
90plus,0.005,90,estimates,1950
total,89.794,90,estimates,1950
"Region, subregion, country or area *",Solomon Islands,90,estimates,1951
0_1,5.574,90,estimates,1951
0_4,14.152,90,estimates,1951
0_14,38.914,90,estimates,1951
0_17,45.089,90,estimates,1951
0_19,49.133,90,estimates,1951
0_24,57.154,90,estimates,1951
3_4,5.768,90,estimates,1951
3_5,8.654,90,estimates,1951
3_6,11.503,90,estimates,1951
4_5,5.782,90,estimates,1951
4_6,8.631,90,estimates,1951
5_14,24.762,90,estimates,1951
5_10,16.279,90,estimates,1951
5_11,18.587,90,estimates,1951
6_9,10.939,90,estimates,1951
6_10,13.393,90,estimates,1951
6_11,15.701,90,estimates,1951
6_12,17.842,90,estimates,1951
7_10,10.544,90,estimates,1951
7_12,14.993,90,estimates,1951
11_16,12.573,90,estimates,1951
11_17,14.658,90,estimates,1951
11_18,16.727,90,estimates,1951
12_14,6.175,90,estimates,1951
12_16,10.265,90,estimates,1951
12_17,12.35,90,estimates,1951
12_18,14.419,90,estimates,1951
13_17,10.209,90,estimates,1951
13_18,12.278,90,estimates,1951
13_19,14.253,90,estimates,1951
15_17,6.175,90,estimates,1951
18_23,10.626,90,estimates,1951
15_24,18.24,90,estimates,1951
15_49,42.806,90,estimates,1951
15_59,49.803,90,estimates,1951
15_64,51.047,90,estimates,1951
20_64,40.828,90,estimates,1951
20_69,41.63,90,estimates,1951
25_49,24.566,90,estimates,1951
25_64,32.807,90,estimates,1951
25_69,33.609,90,estimates,1951
15plus,52.895,90,estimates,1951
16plus,50.86,90,estimates,1951
17plus,48.805,90,estimates,1951
18plus,46.72,90,estimates,1951
20plus,42.676,90,estimates,1951
21plus,40.842,90,estimates,1951
25plus,34.655,90,estimates,1951
50plus,10.089,90,estimates,1951
60plus,3.092,90,estimates,1951
65plus,1.848,90,estimates,1951
70plus,1.046,90,estimates,1951
75plus,0.528,90,estimates,1951
80plus,0.151,90,estimates,1951
85plus,0.034,90,estimates,1951
90plus,0.007,90,estimates,1951
total,91.809,90,estimates,1951
"Region, subregion, country or area *",Solomon Islands,90,estimates,1952
0_1,6.027,90,estimates,1952
0_4,14.438,90,estimates,1952
0_14,39.973,90,estimates,1952
0_17,46.011,90,estimates,1952
0_19,50.131,90,estimates,1952
0_24,58.611,90,estimates,1952
3_4,5.665,90,estimates,1952
3_5,8.531,90,estimates,1952
3_6,11.386,90,estimates,1952
4_5,5.718,90,estimates,1952
4_6,8.573,90,estimates,1952
5_14,25.535,90,estimates,1952
5_10,16.654,90,estimates,1952
5_11,19.104,90,estimates,1952
6_9,11.191,90,estimates,1952
6_10,13.788,90,estimates,1952
6_11,16.238,90,estimates,1952
6_12,18.535,90,estimates,1952
