country,year,variant,agebroad,population
512,2025,medium variant,3_5,233.739
512,2025,medium variant,3_6,314.746
512,2025,medium variant,4_5,157.952
512,2025,medium variant,4_6,238.959
512,2025,medium variant,5_10,486.382
512,2025,medium variant,5_11,566.367
512,2025,constant-fertility,5_14,844.503
512,2025,constant-mortality,5_14,791.149
512,2025,high variant,5_14,832.434
512,2025,instant-replacement,5_14,722.608
512,2025,low variant,5_14,752.076
512,2025,medium variant,5_14,792.254
512,2025,no change,5_14,843.287
512,2025,zero-migration,5_14,787.904
512,2025,medium variant,6_9,325.798
512,2025,medium variant,6_10,406.54
512,2025,medium variant,6_11,486.525
512,2025,medium variant,6_12,564.867
512,2025,medium variant,7_10,325.533
512,2025,medium variant,7_12,483.86
512,2025,medium variant,11_16,440.113
512,2025,medium variant,11_17,503.211
512,2025,medium variant,11_18,565.159
512,2025,medium variant,12_14,225.887
512,2025,medium variant,12_16,360.128
512,2025,medium variant,12_17,423.226
512,2025,medium variant,12_18,485.174
512,2025,medium variant,13_17,344.884
512,2025,medium variant,13_18,406.832
512,2025,medium variant,13_19,468.672
512,2025,constant-fertility,15plus,3905.001
512,2025,constant-mortality,15plus,3885.429
512,2025,high variant,15plus,3905.001
512,2025,instant-replacement,15plus,3905.001
512,2025,low variant,15plus,3905.001
512,2025,medium variant,15plus,3905.001
512,2025,no change,15plus,3885.429
512,2025,zero-migration,15plus,3976.294
512,2025,medium variant,15_17,197.339
512,2025,constant-fertility,15_24,648.778
512,2025,constant-mortality,15_24,648.23
512,2025,high variant,15_24,648.778
512,2025,instant-replacement,15_24,648.778
512,2025,low variant,15_24,648.778
512,2025,medium variant,15_24,648.778
512,2025,no change,15_24,648.23
512,2025,zero-migration,15_24,534.319
512,2025,constant-fertility,15_49,3085.278
512,2025,constant-mortality,15_49,3079.846
512,2025,high variant,15_49,3085.278
512,2025,instant-replacement,15_49,3085.278
512,2025,low variant,15_49,3085.278
512,2025,medium variant,15_49,3085.278
512,2025,no change,15_49,3079.846
512,2025,zero-migration,15_49,3097.677
512,2025,constant-fertility,15_59,3553.049
512,2025,constant-mortality,15_59,3544.555
512,2025,high variant,15_59,3553.049
512,2025,instant-replacement,15_59,3553.049
512,2025,low variant,15_59,3553.049
512,2025,medium variant,15_59,3553.049
512,2025,no change,15_59,3544.555
512,2025,zero-migration,15_59,3609.649
512,2025,constant-fertility,15_64,3680.261
512,2025,constant-mortality,15_64,3670
512,2025,high variant,15_64,3680.261
512,2025,instant-replacement,15_64,3680.261
512,2025,low variant,15_64,3680.261
512,2025,medium variant,15_64,3680.261
512,2025,no change,15_64,3670
512,2025,zero-migration,15_64,3746.432
512,2025,medium variant,16plus,3836.272
512,2025,medium variant,17plus,3770.76
512,2025,medium variant,18plus,3707.662
512,2025,medium variant,18_23,379.231
512,2025,constant-fertility,20plus,3583.874
512,2025,constant-mortality,20plus,3564.534
512,2025,high variant,20plus,3583.874
512,2025,instant-replacement,20plus,3583.874
512,2025,low variant,20plus,3583.874
512,2025,medium variant,20plus,3583.874
512,2025,no change,20plus,3564.534
512,2025,zero-migration,20plus,3670.838
512,2025,constant-fertility,20_64,3359.134
512,2025,constant-mortality,20_64,3349.105
512,2025,high variant,20_64,3359.134
512,2025,instant-replacement,20_64,3359.134
512,2025,low variant,20_64,3359.134
512,2025,medium variant,20_64,3359.134
512,2025,no change,20_64,3349.105
512,2025,zero-migration,20_64,3440.976
512,2025,constant-fertility,20_69,3452.553
512,2025,constant-mortality,20_69,3440.169
512,2025,high variant,20_69,3452.553
512,2025,instant-replacement,20_69,3452.553
512,2025,low variant,20_69,3452.553
512,2025,medium variant,20_69,3452.553
512,2025,no change,20_69,3440.169
512,2025,zero-migration,20_69,3538.267
512,2025,medium variant,21plus,3521.94
512,2025,constant-fertility,25plus,3256.223
512,2025,constant-mortality,25plus,3237.199
512,2025,high variant,25plus,3256.223
512,2025,instant-replacement,25plus,3256.223
512,2025,low variant,25plus,3256.223
512,2025,medium variant,25plus,3256.223
512,2025,no change,25plus,3237.199
512,2025,zero-migration,25plus,3441.975
512,2025,constant-fertility,25_49,2436.5
512,2025,constant-mortality,25_49,2431.616
512,2025,high variant,25_49,2436.5
512,2025,instant-replacement,25_49,2436.5
512,2025,low variant,25_49,2436.5
512,2025,medium variant,25_49,2436.5
512,2025,no change,25_49,2431.616
512,2025,zero-migration,25_49,2563.358
512,2025,constant-fertility,25_64,3031.483
512,2025,constant-mortality,25_64,3021.77
512,2025,high variant,25_64,3031.483
512,2025,instant-replacement,25_64,3031.483
512,2025,low variant,25_64,3031.483
512,2025,medium variant,25_64,3031.483
512,2025,no change,25_64,3021.77
512,2025,zero-migration,25_64,3212.113
512,2025,constant-fertility,25_69,3124.902
512,2025,constant-mortality,25_69,3112.834
512,2025,high variant,25_69,3124.902
512,2025,instant-replacement,25_69,3124.902
512,2025,low variant,25_69,3124.902
512,2025,medium variant,25_69,3124.902
512,2025,no change,25_69,3112.834
512,2025,zero-migration,25_69,3309.404
512,2025,constant-fertility,50plus,819.723
512,2025,constant-mortality,50plus,805.583
512,2025,high variant,50plus,819.723
512,2025,instant-replacement,50plus,819.723
512,2025,low variant,50plus,819.723
512,2025,medium variant,50plus,819.723
512,2025,no change,50plus,805.583
512,2025,zero-migration,50plus,878.617
512,2025,constant-fertility,60plus,351.952
512,2025,constant-mortality,60plus,340.874
512,2025,high variant,60plus,351.952
512,2025,instant-replacement,60plus,351.952
512,2025,low variant,60plus,351.952
512,2025,medium variant,60plus,351.952
512,2025,no change,60plus,340.874
512,2025,zero-migration,60plus,366.645
512,2025,constant-fertility,65plus,224.74
512,2025,constant-mortality,65plus,215.429
512,2025,high variant,65plus,224.74
512,2025,instant-replacement,65plus,224.74
512,2025,low variant,65plus,224.74
512,2025,medium variant,65plus,224.74
512,2025,no change,65plus,215.429
512,2025,zero-migration,65plus,229.862
512,2025,constant-fertility,70plus,131.321
512,2025,constant-mortality,70plus,124.365
512,2025,high variant,70plus,131.321
512,2025,instant-replacement,70plus,131.321
512,2025,low variant,70plus,131.321
512,2025,medium variant,70plus,131.321
512,2025,no change,70plus,124.365
512,2025,zero-migration,70plus,132.571
512,2025,constant-fertility,75plus,67.571
512,2025,constant-mortality,75plus,63.066
512,2025,high variant,75plus,67.571
512,2025,instant-replacement,75plus,67.571
512,2025,low variant,75plus,67.571
512,2025,medium variant,75plus,67.571
512,2025,no change,75plus,63.066
512,2025,zero-migration,75plus,67.785
512,2025,constant-fertility,80plus,33.459
512,2025,constant-mortality,80plus,30.725
512,2025,high variant,80plus,33.459
512,2025,instant-replacement,80plus,33.459
512,2025,low variant,80plus,33.459
512,2025,medium variant,80plus,33.459
512,2025,no change,80plus,30.725
512,2025,zero-migration,80plus,33.459
512,2025,constant-fertility,85plus,12.34
512,2025,constant-mortality,85plus,11.158
512,2025,high variant,85plus,12.34
512,2025,instant-replacement,85plus,12.34
512,2025,low variant,85plus,12.34
512,2025,medium variant,85plus,12.34
512,2025,no change,85plus,11.158
512,2025,zero-migration,85plus,12.34
512,2025,constant-fertility,90plus,4.188
512,2025,constant-mortality,90plus,3.766
512,2025,high variant,90plus,4.188
512,2025,instant-replacement,90plus,4.188
512,2025,low variant,90plus,4.188
512,2025,medium variant,90plus,4.188
512,2025,no change,90plus,3.766
512,2025,zero-migration,90plus,4.188
512,2030,constant-fertility,total,5500.512
512,2030,constant-mortality,total,5191.534
512,2030,high variant,total,5416.898
512,2030,instant-replacement,total,5141.776
512,2030,low variant,total,5058.97
512,2030,medium variant,total,5237.931
512,2030,no change,total,5453.214
512,2030,zero-migration,total,5323.097
512,2030,medium variant,0_1,119.262
512,2030,constant-fertility,0_4,430.967
512,2030,constant-mortality,0_4,308.622
512,2030,high variant,0_4,384.775
512,2030,instant-replacement,0_4,311.703
512,2030,low variant,0_4,234.809
512,2030,medium variant,0_4,309.79
512,2030,no change,0_4,429.335
512,2030,zero-migration,0_4,290.486
512,2030,constant-fertility,0_14,1340.506
512,2030,constant-mortality,0_14,1074.484
512,2030,high variant,0_14,1256.892
512,2030,instant-replacement,0_14,981.77
512,2030,low variant,0_14,898.964
512,2030,medium variant,0_14,1077.925
512,2030,no change,0_14,1336.164
512,2030,zero-migration,0_14,1046.255
512,2030,medium variant,0_17,1319.13
512,2030,constant-fertility,0_19,1736.858
512,2030,constant-mortality,0_19,1470.274
512,2030,high variant,0_19,1653.244
512,2030,instant-replacement,0_19,1378.122
512,2030,low variant,0_19,1295.316
512,2030,medium variant,0_19,1474.277
512,2030,no change,0_19,1731.954
512,2030,zero-migration,0_19,1430.113
512,2030,constant-fertility,0_24,2109.2
512,2030,constant-mortality,0_24,1841.948
512,2030,high variant,0_24,2025.586
512,2030,instant-replacement,0_24,1750.464
512,2030,low variant,0_24,1667.658
512,2030,medium variant,0_24,1846.619
512,2030,no change,0_24,2103.628
512,2030,zero-migration,0_24,1734.863
512,2030,medium variant,3_4,128.9
512,2030,medium variant,3_5,196.603
512,2030,medium variant,3_6,266.631
512,2030,medium variant,4_5,133.178
512,2030,medium variant,4_6,203.206
512,2030,medium variant,5_10,440.532
512,2030,medium variant,5_11,521.55
512,2030,constant-fertility,5_14,909.539
512,2030,constant-mortality,5_14,765.862
512,2030,high variant,5_14,872.117
512,2030,instant-replacement,5_14,670.067
512,2030,low variant,5_14,664.155
512,2030,medium variant,5_14,768.135
512,2030,no change,5_14,906.829
512,2030,zero-migration,5_14,755.769
512,2030,medium variant,6_9,293.905
512,2030,medium variant,6_10,372.829
512,2030,medium variant,6_11,453.847
512,2030,medium variant,6_12,536.166
512,2030,medium variant,7_10,302.801
512,2030,medium variant,7_12,466.138
512,2030,medium variant,11_16,489.265
512,2030,medium variant,11_17,568.808
512,2030,medium variant,11_18,647.079
512,2030,medium variant,12_14,246.585
512,2030,medium variant,12_16,408.247
512,2030,medium variant,12_17,487.79
512,2030,medium variant,12_18,566.061
512,2030,medium variant,13_17,405.471
512,2030,medium variant,13_18,483.742
512,2030,medium variant,13_19,560.618
512,2030,constant-fertility,15plus,4160.006
512,2030,constant-mortality,15plus,4117.05
512,2030,high variant,15plus,4160.006
512,2030,instant-replacement,15plus,4160.006
512,2030,low variant,15plus,4160.006
512,2030,medium variant,15plus,4160.006
512,2030,no change,15plus,4117.05
512,2030,zero-migration,15plus,4276.842
512,2030,medium variant,15_17,241.205
512,2030,constant-fertility,15_24,768.694
512,2030,constant-mortality,15_24,767.464
512,2030,high variant,15_24,768.694
512,2030,instant-replacement,15_24,768.694
512,2030,low variant,15_24,768.694
512,2030,medium variant,15_24,768.694
512,2030,no change,15_24,767.464
512,2030,zero-migration,15_24,688.608
512,2030,constant-fertility,15_49,3074.631
512,2030,constant-mortality,15_49,3064.525
512,2030,high variant,15_49,3074.631
512,2030,instant-replacement,15_49,3074.631
512,2030,low variant,15_49,3074.631
512,2030,medium variant,15_49,3074.631
512,2030,no change,15_49,3064.525
512,2030,zero-migration,15_49,3038.836
512,2030,constant-fertility,15_59,3665.686
512,2030,constant-mortality,15_59,3649.233
512,2030,high variant,15_59,3665.686
512,2030,instant-replacement,15_59,3665.686
512,2030,low variant,15_59,3665.686
512,2030,medium variant,15_59,3665.686
512,2030,no change,15_59,3649.233
512,2030,zero-migration,15_59,3749.088
512,2030,constant-fertility,15_64,3859.47
512,2030,constant-mortality,15_64,3838.374
512,2030,high variant,15_64,3859.47
512,2030,instant-replacement,15_64,3859.47
512,2030,low variant,15_64,3859.47
512,2030,medium variant,15_64,3859.47
512,2030,no change,15_64,3838.374
512,2030,zero-migration,15_64,3961.278
512,2030,medium variant,16plus,4078.845
512,2030,medium variant,17plus,3998.344
512,2030,medium variant,18plus,3918.801
512,2030,medium variant,18_23,452.017
512,2030,constant-fertility,20plus,3763.654
512,2030,constant-mortality,20plus,3721.26
512,2030,high variant,20plus,3763.654
512,2030,instant-replacement,20plus,3763.654
512,2030,low variant,20plus,3763.654
512,2030,medium variant,20plus,3763.654
512,2030,no change,20plus,3721.26
512,2030,zero-migration,20plus,3892.984
512,2030,constant-fertility,20_64,3463.118
512,2030,constant-mortality,20_64,3442.584
512,2030,high variant,20_64,3463.118
512,2030,instant-replacement,20_64,3463.118
512,2030,low variant,20_64,3463.118
512,2030,medium variant,20_64,3463.118
512,2030,no change,20_64,3442.584
512,2030,zero-migration,20_64,3577.42
512,2030,constant-fertility,20_69,3580.497
512,2030,constant-mortality,20_69,3555.044
512,2030,high variant,20_69,3580.497
512,2030,instant-replacement,20_69,3580.497
512,2030,low variant,20_69,3580.497
512,2030,medium variant,20_69,3580.497
512,2030,no change,20_69,3555.044
512,2030,zero-migration,20_69,3705.063
512,2030,medium variant,21plus,3688.16
512,2030,constant-fertility,25plus,3391.312
512,2030,constant-mortality,25plus,3349.586
512,2030,high variant,25plus,3391.312
512,2030,instant-replacement,25plus,3391.312
512,2030,low variant,25plus,3391.312
512,2030,medium variant,25plus,3391.312
512,2030,no change,25plus,3349.586
512,2030,zero-migration,25plus,3588.234
512,2030,constant-fertility,25_49,2305.937
512,2030,constant-mortality,25_49,2297.061
512,2030,high variant,25_49,2305.937
512,2030,instant-replacement,25_49,2305.937
512,2030,low variant,25_49,2305.937
512,2030,medium variant,25_49,2305.937
512,2030,no change,25_49,2297.061
512,2030,zero-migration,25_49,2350.228
512,2030,constant-fertility,25_64,3090.776
512,2030,constant-mortality,25_64,3070.91
512,2030,high variant,25_64,3090.776
512,2030,instant-replacement,25_64,3090.776
512,2030,low variant,25_64,3090.776
512,2030,medium variant,25_64,3090.776
512,2030,no change,25_64,3070.91
512,2030,zero-migration,25_64,3272.67
512,2030,constant-fertility,25_69,3208.155
512,2030,constant-mortality,25_69,3183.37
512,2030,high variant,25_69,3208.155
512,2030,instant-replacement,25_69,3208.155
512,2030,low variant,25_69,3208.155
512,2030,medium variant,25_69,3208.155
512,2030,no change,25_69,3183.37
512,2030,zero-migration,25_69,3400.313
512,2030,constant-fertility,50plus,1085.375
512,2030,constant-mortality,50plus,1052.525
512,2030,high variant,50plus,1085.375
512,2030,instant-replacement,50plus,1085.375
512,2030,low variant,50plus,1085.375
512,2030,medium variant,50plus,1085.375
512,2030,no change,50plus,1052.525
512,2030,zero-migration,50plus,1238.006
512,2030,constant-fertility,60plus,494.32
512,2030,constant-mortality,60plus,467.817
512,2030,high variant,60plus,494.32
512,2030,instant-replacement,60plus,494.32
512,2030,low variant,60plus,494.32
512,2030,medium variant,60plus,494.32
512,2030,no change,60plus,467.817
512,2030,zero-migration,60plus,527.754
512,2030,constant-fertility,65plus,300.536
512,2030,constant-mortality,65plus,278.676
512,2030,high variant,65plus,300.536
512,2030,instant-replacement,65plus,300.536
512,2030,low variant,65plus,300.536
512,2030,medium variant,65plus,300.536
512,2030,no change,65plus,278.676
512,2030,zero-migration,65plus,315.564
512,2030,constant-fertility,70plus,183.157
512,2030,constant-mortality,70plus,166.216
512,2030,high variant,70plus,183.157
512,2030,instant-replacement,70plus,183.157
512,2030,low variant,70plus,183.157
512,2030,medium variant,70plus,183.157
512,2030,no change,70plus,166.216
512,2030,zero-migration,70plus,187.921
512,2030,constant-fertility,75plus,99.608
512,2030,constant-mortality,75plus,88.158
512,2030,high variant,75plus,99.608
512,2030,instant-replacement,75plus,99.608
512,2030,low variant,75plus,99.608
512,2030,medium variant,75plus,99.608
512,2030,no change,75plus,88.158
512,2030,zero-migration,75plus,100.638
512,2030,constant-fertility,80plus,45.62
512,2030,constant-mortality,80plus,39.119
512,2030,high variant,80plus,45.62
512,2030,instant-replacement,80plus,45.62
512,2030,low variant,80plus,45.62
512,2030,medium variant,80plus,45.62
512,2030,no change,80plus,39.119
512,2030,zero-migration,80plus,45.779
512,2030,constant-fertility,85plus,19.698
512,2030,constant-mortality,85plus,16.435
512,2030,high variant,85plus,19.698
512,2030,instant-replacement,85plus,19.698
512,2030,low variant,85plus,19.698
512,2030,medium variant,85plus,19.698
512,2030,no change,85plus,16.435
512,2030,zero-migration,85plus,19.698
512,2030,constant-fertility,90plus,5.899
512,2030,constant-mortality,90plus,4.83
512,2030,high variant,90plus,5.899
512,2030,instant-replacement,90plus,5.899
512,2030,low variant,90plus,5.899
512,2030,medium variant,90plus,5.899
512,2030,no change,90plus,4.83
512,2030,zero-migration,90plus,5.899
512,2035,constant-fertility,total,5792.177
512,2035,constant-mortality,total,5292.874
512,2035,high variant,total,5629.013
512,2035,instant-replacement,total,5303.74
512,2035,low variant,total,5123.202
512,2035,medium variant,total,5376.076
512,2035,no change,total,5707.13
512,2035,zero-migration,total,5477.037
512,2035,medium variant,0_1,112.828
512,2035,constant-fertility,0_4,437.072
512,2035,constant-mortality,0_4,281.961
512,2035,high variant,0_4,357.447
512,2035,instant-replacement,0_4,307.034
512,2035,low variant,0_4,209.237
512,2035,medium variant,0_4,283.313
512,2035,no change,0_4,434.973
512,2035,zero-migration,0_4,257.421
512,2035,constant-fertility,0_14,1320.357
512,2035,constant-mortality,0_14,952.206
512,2035,high variant,0_14,1169.237
512,2035,instant-replacement,0_14,953.569
512,2035,low variant,0_14,743.621
512,2035,medium variant,0_14,956.399
512,2035,no change,0_14,1314.508
512,2035,zero-migration,0_14,899.963
512,2035,medium variant,0_17,1198.053
512,2035,constant-fertility,0_19,1783.816
512,2035,constant-mortality,0_19,1362.065
512,2035,high variant,0_19,1620.652
512,2035,instant-replacement,0_19,1295.379
512,2035,low variant,0_19,1114.841
512,2035,medium variant,0_19,1367.715
512,2035,no change,0_19,1776.321
512,2035,zero-migration,0_19,1302.684
512,2035,constant-fertility,0_24,2226.353
512,2035,constant-mortality,0_24,1803.388
512,2035,high variant,0_24,2063.189
512,2035,instant-replacement,0_24,1737.916
512,2035,low variant,0_24,1557.378
512,2035,medium variant,0_24,1810.252
512,2035,no change,0_24,2217.644
512,2035,zero-migration,0_24,1685.77
512,2035,medium variant,3_4,114.247
512,2035,medium variant,3_5,172.97
512,2035,medium variant,3_6,233.16
512,2035,medium variant,4_5,116.267
512,2035,medium variant,4_6,176.457
512,2035,medium variant,5_10,378.578
512,2035,medium variant,5_11,448.956
512,2035,constant-fertility,5_14,883.285
512,2035,constant-mortality,5_14,670.245
512,2035,high variant,5_14,811.79
512,2035,instant-replacement,5_14,646.535
512,2035,low variant,5_14,534.384
512,2035,medium variant,5_14,673.086
512,2035,no change,5_14,879.535
512,2035,zero-migration,5_14,642.542
512,2035,medium variant,6_9,251.782
512,2035,medium variant,6_10,319.855
512,2035,medium variant,6_11,390.233
512,2035,medium variant,6_12,462.866
512,2035,medium variant,7_10,259.665
512,2035,medium variant,7_12,402.676
512,2035,medium variant,11_16,453.8
512,2035,medium variant,11_17,536.162
512,2035,medium variant,11_18,620.218
512,2035,medium variant,12_14,224.13
512,2035,medium variant,12_16,383.422
512,2035,medium variant,12_17,465.784
512,2035,medium variant,12_18,549.84
512,2035,medium variant,13_17,393.151
512,2035,medium variant,13_18,477.207
512,2035,medium variant,13_19,562.813
512,2035,constant-fertility,15plus,4471.82
512,2035,constant-mortality,15plus,4340.668
512,2035,high variant,15plus,4459.776
512,2035,instant-replacement,15plus,4350.171
512,2035,low variant,15plus,4379.581
512,2035,medium variant,15plus,4419.677
512,2035,no change,15plus,4392.622
512,2035,zero-migration,15plus,4577.074
512,2035,medium variant,15_17,241.654
512,2035,constant-fertility,15_24,905.996
512,2035,constant-mortality,15_24,851.182
512,2035,high variant,15_24,893.952
512,2035,instant-replacement,15_24,784.347
512,2035,low variant,15_24,813.757
512,2035,medium variant,15_24,853.853
512,2035,no change,15_24,903.136
512,2035,zero-migration,15_24,785.807
512,2035,constant-fertility,15_49,3042.466
512,2035,constant-mortality,15_49,2975.251
512,2035,high variant,15_49,3030.422
512,2035,instant-replacement,15_49,2920.817
512,2035,low variant,15_49,2950.227
512,2035,medium variant,15_49,2990.323
512,2035,no change,15_49,3027.205
512,2035,zero-migration,15_49,2764.15
512,2035,constant-fertility,15_59,3800.106
512,2035,constant-mortality,15_59,3721.344
512,2035,high variant,15_59,3788.062
512,2035,instant-replacement,15_59,3678.457
512,2035,low variant,15_59,3707.867
512,2035,medium variant,15_59,3747.963
512,2035,no change,15_59,3773.298
512,2035,zero-migration,15_59,3841.077
512,2035,constant-fertility,15_64,4044.016
512,2035,constant-mortality,15_64,3957.045
512,2035,high variant,15_64,4031.972
512,2035,instant-replacement,15_64,3922.367
512,2035,low variant,15_64,3951.777
512,2035,medium variant,15_64,3991.873
512,2035,no change,15_64,4008.999
512,2035,zero-migration,15_64,4117.097
512,2035,medium variant,16plus,4340.966
512,2035,medium variant,17plus,4260.385
512,2035,medium variant,18plus,4178.023
512,2035,medium variant,18_23,523.19
512,2035,constant-fertility,20plus,4008.361
512,2035,constant-mortality,20plus,3930.809
512,2035,high variant,20plus,4008.361
512,2035,instant-replacement,20plus,4008.361
512,2035,low variant,20plus,4008.361
512,2035,medium variant,20plus,4008.361
512,2035,no change,20plus,3930.809
512,2035,zero-migration,20plus,4174.353
512,2035,constant-fertility,20_64,3580.557
512,2035,constant-mortality,20_64,3547.186
512,2035,high variant,20_64,3580.557
512,2035,instant-replacement,20_64,3580.557
512,2035,low variant,20_64,3580.557
512,2035,medium variant,20_64,3580.557
512,2035,no change,20_64,3547.186
512,2035,zero-migration,20_64,3714.376
512,2035,constant-fertility,20_69,3761.395
512,2035,constant-mortality,20_69,3717.217
512,2035,high variant,20_69,3761.395
512,2035,instant-replacement,20_69,3761.395
512,2035,low variant,20_69,3761.395
512,2035,medium variant,20_69,3761.395
512,2035,no change,20_69,3717.217
512,2035,zero-migration,20_69,3913.859
512,2035,medium variant,21plus,3921.372
512,2035,constant-fertility,25plus,3565.824
512,2035,constant-mortality,25plus,3489.486
512,2035,high variant,25plus,3565.824
512,2035,instant-replacement,25plus,3565.824
512,2035,low variant,25plus,3565.824
512,2035,medium variant,25plus,3565.824
512,2035,no change,25plus,3489.486
512,2035,zero-migration,25plus,3791.267
512,2035,constant-fertility,25_49,2136.47
512,2035,constant-mortality,25_49,2124.069
512,2035,high variant,25_49,2136.47
512,2035,instant-replacement,25_49,2136.47
512,2035,low variant,25_49,2136.47
512,2035,medium variant,25_49,2136.47
512,2035,no change,25_49,2124.069
512,2035,zero-migration,25_49,1978.343
512,2035,constant-fertility,25_64,3138.02
512,2035,constant-mortality,25_64,3105.863
512,2035,high variant,25_64,3138.02
512,2035,instant-replacement,25_64,3138.02
512,2035,low variant,25_64,3138.02
512,2035,medium variant,25_64,3138.02
512,2035,no change,25_64,3105.863
512,2035,zero-migration,25_64,3331.29
512,2035,constant-fertility,25_69,3318.858
512,2035,constant-mortality,25_69,3275.894
512,2035,high variant,25_69,3318.858
512,2035,instant-replacement,25_69,3318.858
512,2035,low variant,25_69,3318.858
512,2035,medium variant,25_69,3318.858
512,2035,no change,25_69,3275.894
512,2035,zero-migration,25_69,3530.773
512,2035,constant-fertility,50plus,1429.354
512,2035,constant-mortality,50plus,1365.417
512,2035,high variant,50plus,1429.354
512,2035,instant-replacement,50plus,1429.354
512,2035,low variant,50plus,1429.354
512,2035,medium variant,50plus,1429.354
512,2035,no change,50plus,1365.417
512,2035,zero-migration,50plus,1812.924
512,2035,constant-fertility,60plus,671.714
512,2035,constant-mortality,60plus,619.324
512,2035,high variant,60plus,671.714
512,2035,instant-replacement,60plus,671.714
512,2035,low variant,60plus,671.714
512,2035,medium variant,60plus,671.714
512,2035,no change,60plus,619.324
512,2035,zero-migration,60plus,735.997
512,2035,constant-fertility,65plus,427.804
512,2035,constant-mortality,65plus,383.623
512,2035,high variant,65plus,427.804
512,2035,instant-replacement,65plus,427.804
512,2035,low variant,65plus,427.804
512,2035,medium variant,65plus,427.804
512,2035,no change,65plus,383.623
512,2035,zero-migration,65plus,459.977
512,2035,constant-fertility,70plus,246.966
512,2035,constant-mortality,70plus,213.592
512,2035,high variant,70plus,246.966
512,2035,instant-replacement,70plus,246.966
512,2035,low variant,70plus,246.966
512,2035,medium variant,70plus,246.966
512,2035,no change,70plus,213.592
512,2035,zero-migration,70plus,260.494
512,2035,constant-fertility,75plus,140.722
512,2035,constant-mortality,75plus,117.133
512,2035,high variant,75plus,140.722
512,2035,instant-replacement,75plus,140.722
512,2035,low variant,75plus,140.722
512,2035,medium variant,75plus,140.722
512,2035,no change,75plus,117.133
512,2035,zero-migration,75plus,144.68
512,2035,constant-fertility,80plus,68.956
512,2035,constant-mortality,80plus,54.835
512,2035,high variant,80plus,68.956
512,2035,instant-replacement,80plus,68.956
512,2035,low variant,80plus,68.956
512,2035,medium variant,80plus,68.956
512,2035,no change,80plus,54.835
512,2035,zero-migration,80plus,69.722
512,2035,constant-fertility,85plus,27.24
512,2035,constant-mortality,85plus,20.732
512,2035,high variant,85plus,27.24
512,2035,instant-replacement,85plus,27.24
512,2035,low variant,85plus,27.24
512,2035,medium variant,85plus,27.24
512,2035,no change,85plus,20.732
512,2035,zero-migration,85plus,27.342
512,2035,constant-fertility,90plus,9.815
512,2035,constant-mortality,90plus,7.237
512,2035,high variant,90plus,9.815
512,2035,instant-replacement,90plus,9.815
512,2035,low variant,90plus,9.815
512,2035,medium variant,90plus,9.815
512,2035,no change,90plus,7.237
512,2035,zero-migration,90plus,9.815
512,2040,constant-fertility,total,6111.19
512,2040,constant-mortality,total,5372.152
512,2040,high variant,total,5843.906
512,2040,instant-replacement,total,5474.351
512,2040,low variant,total,5171.167
512,2040,medium variant,total,5506.877
512,2040,no change,total,5973.05
512,2040,zero-migration,total,5616.385
512,2040,medium variant,0_1,121.583
512,2040,constant-fertility,0_4,482.472
512,2040,constant-mortality,0_4,292.149
512,2040,high variant,0_4,378.209
512,2040,instant-replacement,0_4,333.556
512,2040,low variant,0_4,210.794
512,2040,medium variant,0_4,293.873
512,2040,no change,0_4,479.591
512,2040,zero-migration,0_4,266.033
512,2040,constant-fertility,0_14,1352.715
512,2040,constant-mortality,0_14,884.567
512,2040,high variant,0_14,1122.776
512,2040,instant-replacement,0_14,954.794
512,2040,low variant,0_14,657.544
512,2040,medium variant,0_14,889.5
512,2040,no change,0_14,1345.109
512,2040,zero-migration,0_14,813.267
512,2040,medium variant,0_17,1100.911
512,2040,constant-fertility,0_19,1806.66
512,2040,constant-mortality,0_19,1247.612
512,2040,high variant,0_19,1551.4
512,2040,instant-replacement,0_19,1291.258
512,2040,low variant,0_19,958.716
512,2040,medium variant,0_19,1254.4
512,2040,no change,0_19,1796.743
512,2040,zero-migration,0_19,1165.244
512,2040,constant-fertility,0_24,2286.23
512,2040,constant-mortality,0_24,1672.901
512,2040,high variant,0_24,2018.946
512,2040,instant-replacement,0_24,1649.391
512,2040,low variant,0_24,1346.207
512,2040,medium variant,0_24,1681.917
512,2040,no change,0_24,2273.799
512,2040,zero-migration,0_24,1567.262
512,2040,medium variant,3_4,113.905
512,2040,medium variant,3_5,170.148
512,2040,medium variant,3_6,226.37
512,2040,medium variant,4_5,112.841
512,2040,medium variant,4_6,169.063
512,2040,medium variant,5_10,343.191
512,2040,medium variant,5_11,403.657
512,2040,constant-fertility,5_14,870.243
512,2040,constant-mortality,5_14,592.418
512,2040,high variant,5_14,744.567
512,2040,instant-replacement,5_14,621.238
512,2040,low variant,5_14,446.75
512,2040,medium variant,5_14,595.627
512,2040,no change,5_14,865.518
512,2040,zero-migration,5_14,547.234
512,2040,medium variant,6_9,227.836
512,2040,medium variant,6_10,286.948
512,2040,medium variant,6_11,347.414
512,2040,medium variant,6_12,409.482
512,2040,medium variant,7_10,230.726
512,2040,medium variant,7_12,353.26
512,2040,medium variant,11_16,391.013
512,2040,medium variant,11_17,463.847
512,2040,medium variant,11_18,539.26
512,2040,medium variant,12_14,191.97
512,2040,medium variant,12_16,330.547
512,2040,medium variant,12_17,403.381
512,2040,medium variant,12_18,478.794
512,2040,medium variant,13_17,341.313
