agebroad,population,country,variant,year
"Region, subregion, country or area *",Mali,466,estimates,1950
0_1,317.086,466,estimates,1950
0_4,740.901,466,estimates,1950
0_14,1831.196,466,estimates,1950
0_17,2106.791,466,estimates,1950
0_19,2283.396,466,estimates,1950
0_24,2700.172,466,estimates,1950
3_4,276.01,466,estimates,1950
3_5,404.98,466,estimates,1950
3_6,528.444,466,estimates,1950
4_5,263.835,466,estimates,1950
4_6,387.299,466,estimates,1950
5_14,1090.295,466,estimates,1950
5_10,699.123,466,estimates,1950
5_11,800.772,466,estimates,1950
6_9,464.793,466,estimates,1950
6_10,570.153,466,estimates,1950
6_11,671.802,466,estimates,1950
6_12,770.385,466,estimates,1950
7_10,446.689,466,estimates,1950
7_12,646.921,466,estimates,1950
11_16,576.171,466,estimates,1950
11_17,666.767,466,estimates,1950
11_18,755.871,466,estimates,1950
12_14,289.523,466,estimates,1950
12_16,474.522,466,estimates,1950
12_17,565.118,466,estimates,1950
12_18,654.222,466,estimates,1950
13_17,466.535,466,estimates,1950
13_18,555.639,466,estimates,1950
13_19,643.14,466,estimates,1950
15_17,275.595,466,estimates,1950
18_23,512.897,466,estimates,1950
15_24,868.976,466,estimates,1950
15_49,2377.443,466,estimates,1950
15_59,2651.85,466,estimates,1950
15_64,2743.778,466,estimates,1950
20_64,2291.578,466,estimates,1950
20_69,2356.748,466,estimates,1950
25_49,1508.467,466,estimates,1950
25_64,1874.802,466,estimates,1950
25_69,1939.972,466,estimates,1950
15plus,2877.233,466,estimates,1950
16plus,2784.108,466,estimates,1950
17plus,2692.234,466,estimates,1950
18plus,2601.638,466,estimates,1950
20plus,2425.033,466,estimates,1950
21plus,2338.956,466,estimates,1950
25plus,2008.257,466,estimates,1950
50plus,499.79,466,estimates,1950
60plus,225.383,466,estimates,1950
65plus,133.455,466,estimates,1950
70plus,68.285,466,estimates,1950
75plus,27.055,466,estimates,1950
80plus,7.106,466,estimates,1950
85plus,0.814,466,estimates,1950
90plus,0.049,466,estimates,1950
total,4708.429,466,estimates,1950
"Region, subregion, country or area *",Mali,466,estimates,1951
0_1,333.3,466,estimates,1951
0_4,758.921,466,estimates,1951
0_14,1871.718,466,estimates,1951
0_17,2146.971,466,estimates,1951
0_19,2323.276,466,estimates,1951
0_24,2738.218,466,estimates,1951
3_4,277.428,466,estimates,1951
3_5,407.822,466,estimates,1951
3_6,533.422,466,estimates,1951
4_5,266.154,466,estimates,1951
4_6,391.754,466,estimates,1951
5_14,1112.797,466,estimates,1951
5_10,715.737,466,estimates,1951
5_11,820.009,466,estimates,1951
6_9,477.022,466,estimates,1951
6_10,585.343,466,estimates,1951
6_11,689.615,466,estimates,1951
6_12,790.093,466,estimates,1951
7_10,459.743,466,estimates,1951
7_12,664.493,466,estimates,1951
11_16,582.01,466,estimates,1951
11_17,672.313,466,estimates,1951
11_18,761.236,466,estimates,1951
12_14,292.788,466,estimates,1951
12_16,477.738,466,estimates,1951
