country,variant,freq,year,mortality15to60per1000aliveat15
4,estimates,5yearly,1950,630.17885234675
4,estimates,5yearly,1955,597.6321618581
4,estimates,5yearly,1960,568.791020220091
4,estimates,5yearly,1965,541.554862738899
4,estimates,5yearly,1970,513.952642137421
4,estimates,5yearly,1975,483.007991683166
4,estimates,5yearly,1980,445.298217115433
4,estimates,5yearly,1985,397.849245310322
4,estimates,5yearly,1990,355.521037420225
4,estimates,5yearly,1995,329.35992328584
4,estimates,5yearly,2000,299.400200518234
4,estimates,5yearly,2005,265.280799431528
4,estimates,5yearly,2010,241.331377296826
4,medium_variant,5yearly,2015,220.259367937807
4,medium_variant,5yearly,2020,202.838112939646
4,medium_variant,5yearly,2025,187.886295618889
4,medium_variant,5yearly,2030,175.212770592553
4,medium_variant,5yearly,2035,163.811778939889
4,medium_variant,5yearly,2040,153.552683612192
4,medium_variant,5yearly,2045,144.403315555285
4,medium_variant,5yearly,2050,136.089886588015
4,medium_variant,5yearly,2055,128.058213815842
4,medium_variant,5yearly,2060,120.800198597246
4,medium_variant,5yearly,2065,113.887981084831
4,medium_variant,5yearly,2070,106.995324327535
4,medium_variant,5yearly,2075,100.594357888065
4,medium_variant,5yearly,2080,94.2021987795601
4,medium_variant,5yearly,2085,88.0766456511389
4,medium_variant,5yearly,2090,81.9641314832988
4,medium_variant,5yearly,2095,75.9602024523538
