country,variant,freq,year,mortality15to60per1000aliveat15
830,estimates,5yearly,1950,164.104729546483
830,estimates,5yearly,1955,150.593545211442
830,estimates,5yearly,1960,145.749975521
830,estimates,5yearly,1965,138.111827881496
830,estimates,5yearly,1970,132.876749246294
830,estimates,5yearly,1975,124.320515003597
830,estimates,5yearly,1980,111.948050898943
830,estimates,5yearly,1985,102.650231611664
830,estimates,5yearly,1990,91.432814184531
830,estimates,5yearly,1995,82.464337893187
830,estimates,5yearly,2000,71.2241109890235
830,estimates,5yearly,2005,60.4429888090101
830,estimates,5yearly,2010,54.0543588789772
830,medium_variant,5yearly,2015,49.5482754144256
830,medium_variant,5yearly,2020,44.9931129994272
830,medium_variant,5yearly,2025,40.6332630093809
830,medium_variant,5yearly,2030,36.7231581494856
830,medium_variant,5yearly,2035,33.3539223358845
830,medium_variant,5yearly,2040,30.4984483271542
830,medium_variant,5yearly,2045,27.9817235427832
830,medium_variant,5yearly,2050,25.7519965351984
830,medium_variant,5yearly,2055,23.6962097407811
830,medium_variant,5yearly,2060,21.8078145127492
830,medium_variant,5yearly,2065,20.0799998850995
830,medium_variant,5yearly,2070,18.422552466166
830,medium_variant,5yearly,2075,16.8615106176087
830,medium_variant,5yearly,2080,15.3948949515306
830,medium_variant,5yearly,2085,14.0415553073984
830,medium_variant,5yearly,2090,12.7921501506928
830,medium_variant,5yearly,2095,11.6269301854977
