country,variant,freq,year,mortality15to60per1000aliveat15
288,estimates,5yearly,1950,429.79232143293
288,estimates,5yearly,1955,402.165334681918
288,estimates,5yearly,1960,379.043713578531
288,estimates,5yearly,1965,362.372307602355
288,estimates,5yearly,1970,348.683718879849
288,estimates,5yearly,1975,333.265776615601
288,estimates,5yearly,1980,318.820404052453
288,estimates,5yearly,1985,296.140021267144
288,estimates,5yearly,1990,271.420544910772
288,estimates,5yearly,1995,297.839049752572
288,estimates,5yearly,2000,300.702377527016
288,estimates,5yearly,2005,265.053926327196
288,estimates,5yearly,2010,254.337103619342
288,medium_variant,5yearly,2015,237.010225620538
288,medium_variant,5yearly,2020,220.608332337916
288,medium_variant,5yearly,2025,205.784860470283
288,medium_variant,5yearly,2030,194.103396008118
288,medium_variant,5yearly,2035,183.954823215117
288,medium_variant,5yearly,2040,174.780143191243
288,medium_variant,5yearly,2045,166.38969370215
288,medium_variant,5yearly,2050,158.482995410939
288,medium_variant,5yearly,2055,151.001047568124
288,medium_variant,5yearly,2060,143.855202761761
288,medium_variant,5yearly,2065,137.067232872199
288,medium_variant,5yearly,2070,131.507652914
288,medium_variant,5yearly,2075,125.868429508054
288,medium_variant,5yearly,2080,120.191258989689
288,medium_variant,5yearly,2085,114.844906239821
288,medium_variant,5yearly,2090,109.161327347829
288,medium_variant,5yearly,2095,103.484276252965
288,estimates,5yearly,Regi,Ghana
288,medium_variant,5yearly,Regi,Ghana
