country,variant,freq,year,mortality15to60per1000aliveat15
270,estimates,5yearly,1950,572.342906956804
270,estimates,5yearly,1955,557.827856115083
270,estimates,5yearly,1960,542.607397645674
270,estimates,5yearly,1965,520.714659939777
270,estimates,5yearly,1970,462.19405729494
270,estimates,5yearly,1975,408.772046481359
270,estimates,5yearly,1980,361.097660611185
270,estimates,5yearly,1985,325.805380151277
270,estimates,5yearly,1990,321.475946972035
270,estimates,5yearly,1995,310.696140652051
270,estimates,5yearly,2000,297.646526238118
270,estimates,5yearly,2005,283.445834918339
270,estimates,5yearly,2010,269.933964151118
270,medium_variant,5yearly,2015,255.390504311092
270,medium_variant,5yearly,2020,242.740966490832
270,medium_variant,5yearly,2025,231.712884894828
270,medium_variant,5yearly,2030,221.965278602332
270,medium_variant,5yearly,2035,213.087316270242
270,medium_variant,5yearly,2040,205.010084469155
270,medium_variant,5yearly,2045,197.545548472493
270,medium_variant,5yearly,2050,190.538691154084
270,medium_variant,5yearly,2055,184.616481159032
270,medium_variant,5yearly,2060,178.923573323913
270,medium_variant,5yearly,2065,173.457221674222
270,medium_variant,5yearly,2070,167.927270586328
270,medium_variant,5yearly,2075,162.429784634179
270,medium_variant,5yearly,2080,157.318158850821
270,medium_variant,5yearly,2085,152.260448016291
270,medium_variant,5yearly,2090,147.041896906097
270,medium_variant,5yearly,2095,141.976375607629
