country,variant,freq,year,mortality15to60per1000aliveat15
148,estimates,5yearly,1950,498.961676335549
148,estimates,5yearly,1955,483.891536740136
148,estimates,5yearly,1960,468.529585494948
148,estimates,5yearly,1965,452.194769551114
148,estimates,5yearly,1970,425.513729191408
148,estimates,5yearly,1975,409.648883735587
148,estimates,5yearly,1980,395.112668462916
148,estimates,5yearly,1985,386.341674608236
148,estimates,5yearly,1990,389.933579791087
148,estimates,5yearly,1995,397.767297514521
148,estimates,5yearly,2000,412.648793536649
148,estimates,5yearly,2005,397.972163342422
148,estimates,5yearly,2010,371.041347421028
148,medium_variant,5yearly,2015,357.723369930026
148,medium_variant,5yearly,2020,342.298977776957
148,medium_variant,5yearly,2025,323.238468295702
148,medium_variant,5yearly,2030,304.502939800307
148,medium_variant,5yearly,2035,285.778820632137
148,medium_variant,5yearly,2040,267.573967305775
148,medium_variant,5yearly,2045,251.314221240354
148,medium_variant,5yearly,2050,235.653183976812
148,medium_variant,5yearly,2055,221.248953361394
148,medium_variant,5yearly,2060,207.880640292513
148,medium_variant,5yearly,2065,196.804983124906
148,medium_variant,5yearly,2070,186.752495652045
148,medium_variant,5yearly,2075,177.309738597626
148,medium_variant,5yearly,2080,168.281142230644
148,medium_variant,5yearly,2085,159.635876271417
148,medium_variant,5yearly,2090,151.561163120196
148,medium_variant,5yearly,2095,144.254466886231
148,estimates,5yearly,Regi,Chad
148,medium_variant,5yearly,Regi,Chad
