country,variant,freq,year,mortality15to60per1000aliveat15
300,estimates,5yearly,1950,199.950942244501
300,estimates,5yearly,1955,184.408119718988
300,estimates,5yearly,1960,153.498037015716
300,estimates,5yearly,1965,147.022274892817
300,estimates,5yearly,1970,137.083790983002
300,estimates,5yearly,1975,130.891405104483
300,estimates,5yearly,1980,117.508298142553
300,estimates,5yearly,1985,107.461769463027
300,estimates,5yearly,1990,86.4415823116249
300,estimates,5yearly,1995,85.1650823628614
300,estimates,5yearly,2000,80.9758653362838
300,estimates,5yearly,2005,78.5894191709083
300,estimates,5yearly,2010,75.6899333375686
300,medium_variant,5yearly,2015,62.5574254746847
300,medium_variant,5yearly,2020,56.1402895654811
300,medium_variant,5yearly,2025,50.2986291353515
300,medium_variant,5yearly,2030,45.5520678928902
300,medium_variant,5yearly,2035,41.5509935016183
300,medium_variant,5yearly,2040,37.9054371553523
300,medium_variant,5yearly,2045,34.6599153408839
300,medium_variant,5yearly,2050,31.5912343879562
300,medium_variant,5yearly,2055,28.8112204062594
300,medium_variant,5yearly,2060,26.1485741290128
300,medium_variant,5yearly,2065,23.8074255452699
300,medium_variant,5yearly,2070,21.4978186732417
300,medium_variant,5yearly,2075,19.3918857830443
300,medium_variant,5yearly,2080,17.3988488766895
300,medium_variant,5yearly,2085,15.5534636442078
300,medium_variant,5yearly,2090,13.8873590850469
300,medium_variant,5yearly,2095,12.3184114466648
300,estimates,5yearly,Regi,Greece
300,medium_variant,5yearly,Regi,Greece
