country,variant,freq,year,mortality15to60per1000aliveat15
156,estimates,5yearly,1950,459.498517339134
156,estimates,5yearly,1955,455.565628893648
156,estimates,5yearly,1960,447.480966226553
156,estimates,5yearly,1965,294.712881667801
156,estimates,5yearly,1970,210.97984595065
156,estimates,5yearly,1975,164.860324371934
156,estimates,5yearly,1980,148.597281224114
156,estimates,5yearly,1985,132.57299178321
156,estimates,5yearly,1990,128.221405313273
156,estimates,5yearly,1995,120.123336522799
156,estimates,5yearly,2000,100.497287132548
156,estimates,5yearly,2005,91.7583616587916
156,estimates,5yearly,2010,84.5352646433333
156,medium_variant,5yearly,2015,78.8000784435132
156,medium_variant,5yearly,2020,73.5493420635221
156,medium_variant,5yearly,2025,68.5697742074213
156,medium_variant,5yearly,2030,63.9850661635215
156,medium_variant,5yearly,2035,59.7954125691852
156,medium_variant,5yearly,2040,55.7832352006328
156,medium_variant,5yearly,2045,52.0267008354004
156,medium_variant,5yearly,2050,48.5065346196368
156,medium_variant,5yearly,2055,45.0644710211251
156,medium_variant,5yearly,2060,41.8037760812288
156,medium_variant,5yearly,2065,38.781369426457
156,medium_variant,5yearly,2070,36.0880870401312
156,medium_variant,5yearly,2075,33.5576348578783
156,medium_variant,5yearly,2080,31.2196106087211
156,medium_variant,5yearly,2085,29.0634836151968
156,medium_variant,5yearly,2090,26.9719789557463
156,medium_variant,5yearly,2095,24.9563767244865
