country,variant,freq,year,mortality15to60per1000aliveat15
8,estimates,5yearly,1950,227.781237018335
8,estimates,5yearly,1955,186.663299788376
8,estimates,5yearly,1960,135.071834795449
8,estimates,5yearly,1965,141.889154630324
8,estimates,5yearly,1970,143.774953215788
8,estimates,5yearly,1975,127.136280512422
8,estimates,5yearly,1980,116.69315885357
8,estimates,5yearly,1985,105.183176342944
8,estimates,5yearly,1990,114.83840099807
8,estimates,5yearly,1995,107.456729824117
8,estimates,5yearly,2000,88.3762316998414
8,estimates,5yearly,2005,83.3808615471729
8,estimates,5yearly,2010,68.5867416751872
8,medium_variant,5yearly,2015,63.5281636819602
8,medium_variant,5yearly,2020,58.7141640490195
8,medium_variant,5yearly,2025,54.2002054098126
8,medium_variant,5yearly,2030,49.924436131951
8,medium_variant,5yearly,2035,46.0725442583595
8,medium_variant,5yearly,2040,42.4524317222592
8,medium_variant,5yearly,2045,38.8845364482741
8,medium_variant,5yearly,2050,35.5621117688041
8,medium_variant,5yearly,2055,32.7751548583792
8,medium_variant,5yearly,2060,30.3472190095311
8,medium_variant,5yearly,2065,28.15825937414
8,medium_variant,5yearly,2070,26.1087440828117
8,medium_variant,5yearly,2075,24.1007052974702
8,medium_variant,5yearly,2080,22.2015169745938
8,medium_variant,5yearly,2085,20.4357942190291
8,medium_variant,5yearly,2090,18.7892003767552
8,medium_variant,5yearly,2095,17.1337646495779
8,estimates,5yearly,Regi,Albania
8,medium_variant,5yearly,Regi,Albania
