country,variant,freq,year,mortality15to60per1000aliveat15
710,estimates,5yearly,1950,390.059916794129
710,estimates,5yearly,1955,361.465380866325
710,estimates,5yearly,1960,342.659175670063
710,estimates,5yearly,1965,322.869849146446
710,estimates,5yearly,1970,334.691497355261
710,estimates,5yearly,1975,342.867301291584
710,estimates,5yearly,1980,342.518868537642
710,estimates,5yearly,1985,302.199904717658
710,estimates,5yearly,1990,283.923872922693
710,estimates,5yearly,1995,354.782968402937
710,estimates,5yearly,2000,487.127543222302
710,estimates,5yearly,2005,521.773051352103
710,estimates,5yearly,2010,399.569802984142
710,medium_variant,5yearly,2015,317.449987742455
710,medium_variant,5yearly,2020,306.040268302763
710,medium_variant,5yearly,2025,291.08074717382
710,medium_variant,5yearly,2030,271.977896319335
710,medium_variant,5yearly,2035,248.813733724483
710,medium_variant,5yearly,2040,225.843419913616
710,medium_variant,5yearly,2045,204.822595385543
710,medium_variant,5yearly,2050,185.385396033211
710,medium_variant,5yearly,2055,168.014837926479
710,medium_variant,5yearly,2060,151.987568650651
710,medium_variant,5yearly,2065,137.832713847458
710,medium_variant,5yearly,2070,126.190002089885
710,medium_variant,5yearly,2075,115.964208306485
710,medium_variant,5yearly,2080,106.546839449165
710,medium_variant,5yearly,2085,97.8256033389258
710,medium_variant,5yearly,2090,89.7288190348905
710,medium_variant,5yearly,2095,82.2352386845756
