country,variant,freq,year,mortality15to60per1000aliveat15
422,estimates,5yearly,1950,260.773874795622
422,estimates,5yearly,1955,239.42663380789
422,estimates,5yearly,1960,222.261368437902
422,estimates,5yearly,1965,207.657144252876
422,estimates,5yearly,1970,192.961924991326
422,estimates,5yearly,1975,182.829079031567
422,estimates,5yearly,1980,173.949413550916
422,estimates,5yearly,1985,159.720894883087
422,estimates,5yearly,1990,141.928481628992
422,estimates,5yearly,1995,116.942670121577
422,estimates,5yearly,2000,92.8190856005015
422,estimates,5yearly,2005,73.8204677929899
422,estimates,5yearly,2010,64.8783138029749
422,medium_variant,5yearly,2015,59.1181306902561
422,medium_variant,5yearly,2020,53.3092859917553
422,medium_variant,5yearly,2025,47.5593316590254
422,medium_variant,5yearly,2030,42.3076959151433
422,medium_variant,5yearly,2035,37.8044721274141
422,medium_variant,5yearly,2040,33.8577099716463
422,medium_variant,5yearly,2045,30.6390098610388
422,medium_variant,5yearly,2050,27.9402237006049
422,medium_variant,5yearly,2055,25.5727802348049
422,medium_variant,5yearly,2060,23.4238235772964
422,medium_variant,5yearly,2065,21.4218489042917
422,medium_variant,5yearly,2070,19.6335754722544
422,medium_variant,5yearly,2075,17.8627970380056
422,medium_variant,5yearly,2080,16.2572378084317
422,medium_variant,5yearly,2085,14.7907393130228
422,medium_variant,5yearly,2090,13.4405062069952
422,medium_variant,5yearly,2095,12.1726617149626
