country,variant,freq,year,mortality15to60per1000aliveat15
258,estimates,5yearly,1950,477.461850399769
258,estimates,5yearly,1955,384.584132248277
258,estimates,5yearly,1960,349.686520428819
258,estimates,5yearly,1965,315.969712300727
258,estimates,5yearly,1970,289.781073095133
258,estimates,5yearly,1975,270.514885115035
258,estimates,5yearly,1980,236.029172185019
258,estimates,5yearly,1985,225.37662515398
258,estimates,5yearly,1990,198.750239679907
258,estimates,5yearly,1995,174.838262549575
258,estimates,5yearly,2000,147.376970749949
258,estimates,5yearly,2005,118.842728837391
258,estimates,5yearly,2010,108.699329103727
258,medium_variant,5yearly,2015,100.560544697871
258,medium_variant,5yearly,2020,91.909719747567
258,medium_variant,5yearly,2025,83.857772418003
258,medium_variant,5yearly,2030,76.2151574487163
258,medium_variant,5yearly,2035,69.0736157446642
258,medium_variant,5yearly,2040,62.4761881266595
258,medium_variant,5yearly,2045,56.5489735901242
258,medium_variant,5yearly,2050,51.0337846651642
258,medium_variant,5yearly,2055,46.1286689318137
258,medium_variant,5yearly,2060,41.8977398616243
258,medium_variant,5yearly,2065,38.2961297943014
258,medium_variant,5yearly,2070,35.0812363792685
258,medium_variant,5yearly,2075,32.1939635110078
258,medium_variant,5yearly,2080,29.5200574241605
258,medium_variant,5yearly,2085,26.9718159594831
258,medium_variant,5yearly,2090,24.6082705156182
258,medium_variant,5yearly,2095,22.372674824171
